QuesId,SectionId,ContextId,Question,Answer,Reference
254,Book01_056,224,Question: What did King Janamejaya urge the Hotri to do when he became sorry about Takshaka?,"Answer: King Janamejaya urged the Hotri, the Brahmana performing the sacrifice, to do his duty.","Reference: ""Hearing this, the king installed in the sacrifice became very sorry and urged the Hotri to do his duty."""
255,Book01_056,224,Question: What did King Janamejaya instruct his mantra-knowing Brahmanas to do in order to destroy Takshaka?,"Answer: King Janamejaya instructed his mantra-knowing Brahmanas to cast Takshaka, if he was in the abode of Indra, into the fire along with Indra himself.","Reference: ""Then the king in his anger again said unto his mantra-knowing Brahmanas these words, bent upon the destruction of Takshaka, 'If the snake Takshaka be in the abode of Indra, cast him into the fire with Indra himself.'"""
256,Book01_056,224,Question: Who requested a boon from King Janamejaya after the sacrifice was performed successfully?,"Answer: The Ritwiks (priests) requested a boon from King Janamejaya on behalf of the first Brahmana, who was involved in the sacrifice.","Reference: ""The Ritwiks then said, 'O king of kings, the sacrifice of thine is being performed duly. It behoveth thee, O Lord, to grant a boon now to this first of Brahmanas.'"""
257,Book01_057,226,Question: Which snakes born of Vasuki fell into the fire during the sacrifice?,"Answer: Kotisa, Manasa, Purna, Cala, Pala Halmaka, Pichchala, Kaunapa, Cakra, Kalavega, Prakalana, Hiranyavahu, Carana, Kakshaka, Kaladantaka, and others born in the race of Vasuki fell into the fire.","Reference: ""Kotisa, Manasa, Purna, Cala, Pala Halmaka, Pichchala, Kaunapa, Cakra, Kalavega, Prakalana, Hiranyavahu, Carana, Kakshaka, Kaladantaka--these snakes born of Vasuki, fell into the fire."""
258,Book01_057,226,Question: Which snakes born in the race of Takshaka fell into the fire?,"Answer: Puchchandaka, Mandalaka, Pindasektri, Ravenaka, Uchochikha, Carava, Bhangas, Vilwatejas, Virohana, Sili, Salakara, Muka, Sukumara, Pravepana, Mudgara, Sisuroman, Suroman, and Mahahanu, born in the race of Takshaka, fell into the fire.","Reference: ""I shall now mention those born in the race of Takshaka. Hear thou their names. Puchchandaka, Mandalaka, Pindasektri, Ravenaka; Uchochikha, Carava, Bhangas, Vilwatejas, Virohana; Sili, Salakara, Muka, Sukumara, Pravepana, Mudgara and Sisuroman, Suroman and Mahahanu. These snakes born of Takshaka fell into the fire."""
259,Book01_057,226,Question: Which snakes born in the race of Airavata fell into the fire?,"Answer: Paravata, Parijata, Pandara, Harina, Krisa, Vihanga, Sarabha, Meda, Pramoda, and Sauhatapana, born in the race of Airavata, fell into the fire.","Reference: ""And Paravata, Parijata, Pandara, Harina, Krisa, Vihanga, Sarabha, Meda, Pramoda, Sauhatapana--these born in the race of Airavata fell into the fire."""
260,Book01_057,226,Question: Which snakes born in the race of Kauravya fell into the fire?,"Answer: Eraka, Kundala Veni, Veniskandha, Kumaraka, Vahuka, Sringavera, Dhurtaka, Pratara, and Astaka, born in the race of Kauravya, fell into the fire.","Reference: ""Now hear, O best of Brahmanas, the names of the snakes I mention born in the race of Kauravya: Eraka, Kundala Veni, Veniskandha, Kumaraka, Vahuka, Sringavera, Dhurtaka, Pratara and Astaka. There born in the race of Kauravya fell into the fire."""
261,Book01_058,229,Question: What was the response of the king when repeatedly urged by his Sadasyas regarding Astika's request?,"Answer: The king said, 'Let it be done as Astika hath said. Let the sacrifice be ended, let the snakes be safe, let this Astika also be gratified.'","Reference: ""The king then, on being repeatedly urged by his Sadasyas, said, 'Let it be done as Astika hath said. Let the sacrifice be ended, let the snakes be safe, let this Astika also be gratified..."""
262,Book01_058,229,Question: How did the king express his joy and gratitude after the completion of the sacrifice?,"Answer: The king bestowed money by hundreds and thousands to the Ritwiks, Sadasyas, and all who had come there. He also gave much wealth, various things, food, and apparel to Suta Lohitaksha, who had predicted the interruption caused by a Brahmana. The king became very much pleased with them.","Reference: ""The king Janamejaya of the Bharata race was himself pleased, and on the Ritwiks with the Sadasyas, and on all who had come there, the king bestowed money by hundreds and thousands. And unto Suta Lohitaksha... the king gave much wealth."""
263,Book01_058,229,Question: How did Astika feel after achieving his great end and gratifying the king?,"Answer: Astika returned home in great joy, having achieved his great end after gratifying the monarch. He recounted everything that had happened to his uncle and mother, expressing his joy.","Reference: ""And returning in joy to his uncle and mother and touching their feet, he recounted to them everything as it had happened."""
264,Book01_059,232,Question: What history does Saunaka desire to hear from Sauti?,"Answer: Saunaka desires to hear the history composed by Vyasa, known as the Mahabharata.","Reference: ""I ask thee again, to recite to me, O son of a Suta, the history composed by Vyasa... I desire to hear from thee, O son of a Suta! Recite therefore, all those to me fully."""
265,Book01_059,232,Question: What did Vyasa recite during the intervals of the sacrifice?,Answer: Vyasa recited the wonderful and great history called the Bharata.,"Reference: ""The Brahmanas, in the intervals of the duties, spoke of many things founded upon the Vedas. But Vyasa recited the wonderful and great history called the Bharata."""
266,Book01_059,232,Question: What is the request of Saunaka regarding the Mahabharata?,"Answer: Saunaka desires to hear the Mahabharata in its entirety as recited by Vyasa, as he is still thirsty for more knowledge.","Reference: ""That sacred history called the Mahabharata... I desire to hear duly. That history hath been born of the ocean-like mind of the great Rishi of soul purified by yoga... for, O son of a Suta, my thirst hath not been appeased by all thou hast said."""
267,Book01_059,232,Question: How does Sauti feel about reciting the Mahabharata?,Answer: Sauti expresses great pleasure in reciting the Mahabharata.,"Reference: ""Sauti said, 'I shall recite to thee from the beginning of that great and excellent history called the Mahabharata composed by Vyasa... I myself feel a great pleasure in reciting it.'"""
268,Book01_060,235,Question: Who entered the sacrificial pavilion of King Janamejaya?,"Answer: The high-souled Rishi, along with his disciples all conversant with the Vedas and their branches, entered the sacrificial pavilion of King Janamejaya.","Reference: ""And the high-souled Rishi, with his disciples all conversant with the Vedas and their branches, entered the sacrificial pavilion of the royal sage, Janamejaya."""
269,Book01_060,235,Question: How did King Janamejaya welcome the Rishi?,"Answer: King Janamejaya advanced quickly with his followers and relatives in great joy and offered the Rishi a golden seat, similar to how Indra offered a seat to Vrihaspati.","Reference: ""And the king with the approval of his Sadasyas, gave the Rishi a golden seat as Indra did to Vrihaspati."""
270,Book01_060,235,Question: What offerings did King Janamejaya present to the Rishi?,"Answer: King Janamejaya offered the Rishi water to wash his feet and mouth, the Arghya, and kine (cows).","Reference: ""And the king then offered him--his grandfather Krishna--who fully deserved them, water to wash his feet and mouth, and the Arghya, and kine."""
271,Book01_060,235,Question: How did Vyasa feel after accepting the offerings from King Janamejaya?,Answer: Vyasa became much gratified after accepting the offerings and ordered the kine not to be slain.,"Reference: ""And accepting those offerings from the Pandava Janamejaya and ordering the kine also not to be slain, Vyasa became much gratified."""
272,Book01_061,237,Question: Why did the Kurus become jealous of the Pandavas?,"Answer: The Kurus became jealous of the Pandavas because they were gifted with physical strength, energy, power of mind, popularity with the citizens, and good fortune.","Reference: ""And the Kurus beholding the Pandavas gifted with physical strength, energy, and power of mind, popular also with the citizens, and blessed with good fortune, became very jealous."""
273,Book01_061,237,Question: Who were the main individuals responsible for persecuting the Pandavas?,"Answer: The main individuals responsible for persecuting the Pandavas were Duryodhana, Karna, and the son of Suvala (Duryodhana's uncle).","Reference: ""Then the crooked-minded Duryodhana, and Karna, with (the former's uncle) the son of Suvala began to persecute them and devise means for their exile."""
274,Book01_061,237,Question: How did Bhima escape the poison given to him by Duryodhana?,"Answer: Bhima, after being given poison, digested it with the food he consumed, which neutralized its effects.","Reference: ""The wicked son of Dhritarashtra gave poison to Bhima, but Bhima of the stomach of the wolf digested the poison with the food."""
275,Book01_061,237,Question: Who played a crucial role in protecting and rescuing the Pandavas from the persecutions of the Kurus?,"Answer: Vidura, the high-minded individual, played a crucial role in protecting and rescuing the Pandavas from the evil designs of the Kurus.","Reference: ""And in all those persecutions of the Pandavas by their cousins, the Kurus, the high-minded Vidura attentively engaged himself neutralising those evil designs and rescuing the persecuted ones."""
276,Book01_061,240,Question: Why did Yudhishthira send Arjuna into the woods?,"Answer: Yudhishthira sent Arjuna into the woods for some reason, as mentioned in the text.","Reference: ""Then, for some reason, Yudhishthira the just, gifted with great energy and prowess, sent his brother Arjuna who was capable of drawing the bow with the left hand, dearer unto him than life itself, into the woods."""
277,Book01_061,240,Question: Whom did Arjuna marry during his stay in the woods?,"Answer: Arjuna married Subhadra, the younger sister of Vasudeva Krishna, during his stay in the woods.","Reference: ""And Vibhatsu (Arjuna) there obtained for a wife the lotus-eyed and sweet-speeched younger sister of Vasudeva, Subhadra by name."""
278,Book01_061,240,Question: How did Arjuna obtain the bow Gandiva?,"Answer: Arjuna obtained the bow Gandiva from Agni, the carrier of the sacrificial butter, during the incident in the forest of Khandava.","Reference: ""And Agni gave unto the son of Pritha the excellent bow Gandiva and a quiver that was inexhaustible."""
279,Book01_061,240,Question: Who built the celestial palace for the Pandavas?,"Answer: Maya, the great Asura, built the celestial palace for the Pandavas as an expression of gratitude.","Reference: ""And Maya, in gratitude, built (for the Pandavas) a celestial palace decked with every sort of jewels and precious stones."""
280,Book01_061,240,Question: Why did the Pandavas have to spend thirteen years in exile?,"Answer: The wicked Duryodhana deceived Yudhishthira through a game of dice and sent the Pandavas into the woods for twelve years, followed by an additional year in concealment, making the period a full thirteen years.","Reference: ""And deceiving Yudhishthira by means of the dice played through the hands of the son of Suvala, Duryodhana sent the Pandavas into the woods for twelve years and one additional year to be passed in concealment, thus making the period full thirteen."""
281,Book01_062,242,Question: Why does Janamejaya want to hear the Mahabharata in full?,"Answer: Janamejaya expresses his curiosity and dissatisfaction with the brief narration, desiring to hear the wonderful Mahabharata history fully.","Reference: ""Janamejaya said, 'O excellent Brahmana, thou hast, indeed, told me, in brief, the history, called Mahabharata, of the great acts of the Kurus. But, O thou of ascetic wealth, recite now that wonderful narration fully. I feel a great curiosity to hear it. It behoveth thee to recite it, therefore, in full. I am not satisfied with hearing in a nutshell the great history."""
282,Book01_062,242,Question: What is the reason behind the virtuous ones slaying those they should not have slain?,"Answer: Janamejaya seeks to know the cause that compelled the virtuous ones to kill those whom they should not have killed, yet they are applauded by people.","Reference: ""That could never have been a trifling cause for which the virtuous ones could slay those whom they should not have slain, and for which they are yet applauded by men."""
283,Book01_062,242,Question: Why did Bhima restrain his anger despite being wronged?,"Answer: Janamejaya wants to understand why Bhima, with his mighty strength, controlled his anger even when he was being wronged.","Reference: ""Why also did those tigers among men, innocent and capable of avenging themselves upon their enemies, calmly suffer the persecution of the wicked Kurus? Why also, O best of Brahmanas, did Bhima of mighty arms and of the strength of ten thousand elephants, control his anger, though wronged?"""
284,Book01_062,242,Question: Why didn't Draupadi burn the sons of Dhritarashtra with her wrathful eyes when she was wronged?,Answer: Janamejaya seeks an explanation for Draupadi's restraint despite being wronged and having the ability to punish the sons of Dhritarashtra.,"Reference: ""Why also did the chaste Krishna, the daughter of Drupada, wronged by those wretches and able to burn them, not burn the sons of Dhritarashtra with her wrathful eyes?"""
285,Book01_062,242,"Question: Why did the Pandavas, including Yudhishthira, follow the gambling addiction of Yudhishthira and endure affliction?","Answer: Janamejaya wants to know why the Pandavas, including Bhima, Arjuna, Nakula, and Sahadeva, followed Yudhishthira's gambling habit and endured affliction despite being wronged.","Reference: ""Why also did the two other sons of Pritha (Bhima and Arjuna) and the two sons of Madri (Nakula and Sahadeva), themselves injured by the wretched Kurus, follow Yudhishthira who was greatly addicted to the evil habit of gambling?"""
286,Book01_063,247,Question: What did the gods advise the king to do?,"Answer: The gods advised the king to protect virtue on earth attentively and rigidly, as it would in turn protect the universe.","Reference: ""The gods said, 'O lord of the earth, thou shouldst take care so that virtue may not sustain a diminution on earth! Protected by thee, virtue itself will in return protect the universe.' And Indra said, 'O king, protect virtue on earth attentively and rigidly."""
287,Book01_063,247,Question: What qualities and virtues are found in the king's dominion of Chedi?,"Answer: In the kingdom of Chedi, the cities and towns are devoted to virtue, the people are honest and contented, and they never lie even in jest. Sons do not divide their wealth with their fathers and are mindful of their parents' welfare. Cattle are well-fed and not overworked.","Reference: ""The cities and towns of this region are all devoted to virtue; the people are honest and contented; they never lie even in jest. Sons never divide their wealth with their fathers and are ever mindful of the welfare of their parents. Lean cattle are never yoked to the plough or the cart or engaged in carrying merchandise; on the other hand, they are well-fed and fattened."""
288,Book01_063,247,Question: What special gifts did Indra offer to the king?,Answer: Indra offered the king a crystal car capable of flying through mid-air like a celestial being. He also gave the king a triumphal garland of unfading lotuses that would protect him from being wounded in battle.,"Reference: ""I shall give thee a crystal car such as the celestials alone are capable of carrying the car through mid-air. ... I shall also give thee a triumphal garland of unfading lotuses, with which on, in battle, thou shall not be wounded by weapons."""
289,Book01_063,247,Question: What did Indra say about the king's dominion and its wealth?,"Answer: Indra praised the king's dominion, saying it is full of riches, gems, and precious stones, and contains abundant mineral wealth. He described it as a region with delightful surroundings, favorable climate, and abundant resources for enjoyment and fertility.","Reference: ""This thy dominion is full of riches, of gems and precious stones, and containeth, besides, much mineral wealth. The cities and towns of this region are all devoted to virtue; the people are honest and contented; they never lie even in jest."""
290,Book01_063,247,Question: What did Indra say about the king and their relationship?,"Answer: Indra expressed his friendship and affection for the king, considering him dear and stating that although Indra is from heaven and the king is from earth, they share a bond. Indra encouraged the king to dwell in the delightful region on earth and enjoy its blessings.","Reference: ""And though I am of Heaven, and thou art of earth, yet art thou my friend and dear to me. And, O king of men, dwell thou in that region on earth which is delightful, and aboundeth in animals, is sacred, full of wealth and corn, is well-protected like heaven, which is of agreeable climate, graced with every object of enjoyment, and blessed with fertility."""
291,Book01_063,250,Question: Why did the king go hunting in the woods?,"Answer: The Pitris of Vasu requested the king to slay deer for their Sraddha (funeral ceremony), and believing that the command of the Pitris should not be disobeyed, the king went hunting.","Reference: ""But that very day the Pitris of Vasu came unto that best of monarchs and foremost of wise men, and asked him to slay deer (for their Sraddha). And the king, thinking that the command of the Pitris should not be disobeyed, went a-hunting."""
292,Book01_063,250,Question: What did the king see when he was in the woods?,"Answer: The king saw a beautiful Asoka tree adorned with dense foliage and flowers, providing shade. The entire forest was filled with various trees like Asokas, Champakas, Punnagas, Karnikaras, and more, emitting fragrant flowers and sweet fruits.","Reference: ""Maddened by desire he was roaming hither and thither, when he saw a beautiful Asoka decked with dense foliage, its branches covered with flowers. And the king sat at his ease in the shade of that tree. And excited by the fragrance of the season and the charming odours of the flowers around..."""
293,Book01_063,250,Question: Why did the king approach the swift hawk?,"Answer: The king, being acquainted with the subtle truths of Dharma and Artha, approached the swift hawk and asked it to carry his semen (seed) to his wife Girika, as her season had arrived.","Reference: ""And beholding that a swift hawk was resting very near to him, the king, acquainted with the subtle truths of Dharma and Artha, went unto him and said, 'Amiable one, carry thou this seed (semen) for my wife Girika and give it unto her. Her season hath arrived.'"""
294,Book01_063,250,Question: Who was Girika and why was she on the king's mind?,"Answer: Girika was the wife of Vasu, and the king, possessed by desire, was roaming in the woods thinking of her because she possessed great beauty and was like another Sri (goddess of fortune).","Reference: ""...thinking of Girika alone who was gifted with great beauty and like unto another Sri herself."""
295,Book01_063,250,Question: What was the atmosphere in the woods during the king's hunt?,"Answer: The woods were delightful, resembling the gardens of the king of the Gandharvas. The trees were adorned with Asokas, Champakas, Punnagas, Karnikaras, and other beautiful and sacred trees, emitting fragrant flowers and sweet fruits. The forest echoed with the sweet notes of the kokila (cuckoo) and the buzzing of bees.","Reference: ""And the season being the spring, the woods within which the king was roaming, had become delightful like unto the gardens of the king of the Gandharvas himself. There were Asokas and Champakas and Chutas and Atimuktas in abundance... And the whole forest was maddened by the sweet notes of the kokila and echoed with the hum of maddened bees."""
296,Book01_063,253,Question: What did the ascetic create that enveloped the whole region in darkness?,Answer: The ascetic created a fog that enveloped the whole region in darkness.,"Reference: ""Thus addressed by her, the ascetic thereupon created a fog (which existed not before and) which enveloped the whole region in darkness."""
297,Book01_063,253,Question: Why was the maiden worried about accepting the embraces of the Rishi?,"Answer: The maiden was worried that accepting the embraces of the Rishi would sully her virginity, and she would not be able to bear life or return home.","Reference: ""O holy one, note that I am a maiden under the control of my father. O sinless one, by accepting your embraces my virginity will be sullied. O best of Brahmanas, my virginity being sullied, how shall I, O Rishi, be able to return home? Indeed, I shall not then be able to bear life."""
298,Book01_063,253,Question: What boon did the maiden ask for?,Answer: The maiden asked for the boon that her body might emit a sweet scent instead of the fish-odor that it had.,"Reference: ""Thus addressed, the maiden asked for the boon that her body might emit a sweet scent (instead of the fish-odour that it had)."""
299,Book01_063,253,Question: What were the two names by which the maiden became known among men?,Answer: The maiden became known among men by the name Gandhavati (the sweet-scented one) and Yojanagandha (one who scatters her scent for a yojana all around).,"Reference: ""Having obtained her boon, she became highly pleased, and her season immediately came... And men could perceive her scent from the distance of a yojana. And for this she was known by another name which was Yojanagandha (one who scatters her scent for a yojana all around)."""
300,Book01_063,255,Question: Who was born in the womb of Ganga through king Santanu?,"Answer: Bhishma, who was of great energy and fame and of immeasurable splendour, and sprung from the component parts of the Vasus, was born in the womb of Ganga through king Santanu.","Reference: ""Then Bhishma, of great energy and fame and of immeasurable splendour, and sprung from the component parts of the Vasus, was born in the womb of Ganga through king Santanu."""
301,Book01_063,255,Question: Why was Dharma born as a Sudra?,"Answer: Dharma was born as a Sudra in the form of the learned Vidura of pure body because of the curse of the Rishi Animandavya, who was falsely accused of theft and impaled. Dharma was cursed due to his role in the killing of a Brahmana, which is considered more heinous.","Reference: ""And for that curse Dharma was born a Sudra in the form of the learned Vidura of pure body who was perfectly sinless."""
302,Book01_063,255,Question: Who was the Suta born of Kunti in her maidenhood through Surya?,Answer: The Suta born of Kunti in her maidenhood through Surya was the person being referred to in the text.,"Reference: ""And the Suta was born of Kunti in her maidenhood through Surya."""
303,Book01_063,255,Question: Who was born of Devaki through Vasudeva?,"Answer: Vishnu himself, of world-wide fame and worshipped by all the worlds, was born of Devaki through Vasudeva, for the benefit of the three worlds.","Reference: ""And Vishnu himself, of world-wide fame, and worshipped of all the worlds, was born of Devaki through Vasudeva, for the benefit of the three worlds."""
304,Book01_063,255,Question: How is Vishnu described in terms of his attributes and characteristics?,"Answer: Vishnu is described as the invisible cause of all, the all-pervading soul, the Creator of the universe, the Lord of all, the universal soul, the immutable, the material out of which the universe is created, the controlling lord, the source of this universe, and many other divine attributes and characteristics.","Reference: ""Indeed, he who is the invisible cause of all, who knoweth no deterioration... is the Pranava or Om of the Vedas, is infinite, incapable of being moved by any force save his own will, illustrious, the embodiment of the mode of life called Sannyasa..."""
305,Book01_064,259,Question: Who began to be incarnated on earth among various creatures?,"Answer: The sons of Diti (Daityas), who were repeatedly defeated in war by the sons of Aditi (celestials) and deprived of sovereignty and heaven, began to be incarnated on the earth among various creatures.","Reference: ""And the sons of Diti (Daityas) being repeatedly defeated in war by the sons of Aditi (celestials) and deprived also of sovereignty and heaven, began to be incarnated on the earth."""
306,Book01_064,259,Question: What did the incarnated Asuras do on earth?,"Answer: The incarnated Asuras, possessed of great powers and desiring sovereignty, began to oppress and terrify all creatures. They filled the earth with their presence, oppressing Brahmanas, Kshatriyas, Vaisyas, Sudras, and all other creatures. They even insulted the great Rishis in their hermitages.","Reference: ""Possessed of great energy, they covered the earth in various shapes. Capable of oppressing all foes, they filled the earth having the ocean for its boundaries. And by their strength they began to oppress Brahmanas and Kshatriyas and Vaisyas and Sudras and all other creatures also. Terrifying and killing all creatures, they traversed the earth, O king, in bands of hundreds and thousands. Devoid of truth and virtue, proud of their strength, and intoxicated with (the wine of) insolence, they even insulted the great Rishis in their hermitages."""
307,Book01_064,259,Question: In what forms were the incarnated Asuras born on earth?,"Answer: The incarnated Asuras were born on earth among various creatures such as kine, horses, asses, camels, buffaloes, Rakshasas, elephants, and deer.","Reference: ""And the Asuras being possessed of great powers, and desirous of sovereignty began to be born on earth amongst various creatures, such as kine, horses, asses, camels, buffaloes, among creatures such as Rakshasas and others, and among elephants and deer."""
308,Book01_064,261,Question: Who commanded the gods to ease the Earth of her burden and seek strife with the Asuras?,Answer: The Creator (Brahma) commanded the gods to ease the Earth of her burden and seek strife with the Asuras.,"Reference: ""And the Creator then commanded all the gods saying, 'To ease the Earth of her burden, go ye and have your births in her according to your respective parts and seek ye strife (with the Asuras already born there).'"""
309,Book01_064,261,Question: Who did the gods and other celestial beings go to after resolving to come down to earth?,"Answer: The gods and other celestial beings went to Narayana, the slayer of all foes, at Vaikunth.","Reference: ""And they all having resolved to come down on earth in their respected parts, then went to Narayana, the slayer of all foes, at Vaikunth."""
310,Book01_064,261,Question: What did Indra say to Narayana after the gods and celestial beings went to him?,"Answer: Indra addressed Narayana, saying, ""Be incarnate.""","Reference: ""Him, Indra the most exalted of persons, addressed, saying, 'Be incarnate.'"""
311,Book01_064,261,Question: How did Narayana respond to Indra's request?,"Answer: Narayana replied, ""Let it be.""","Reference: ""And Hari replied,--'Let it be.'"""
312,Book01_065,263,Question: Who are the six spiritual sons of Brahman?,"Answer: Marichi, Atri, Angiras, Pulastya, Pulaha, and Kratu are the six spiritual sons of Brahman.","Reference: ""Brahman hath six spiritual sons, viz., Marichi, Atri, Angiras, Pulastya, Pulaha and Kratu."""
313,Book01_065,263,"Question: How many daughters did Daksha have, and what are their names?","Answer: Daksha had thirteen daughters. Their names are Aditi, Diti, Danu, Kala, Danayu, Sinhika, Krodha, Pradha, Viswa, Vinata, Kapila, Muni, and Kadru.","Reference: ""Unto Daksha were born thirteen daughters of great good fortune. The daughters of Daksha are, Aditi, Diti, Danu, Kala, Danayu, Sinhika, Krodha, Pradha, Viswa, Vinata, Kapila, Muni, and Kadru."""
314,Book01_065,263,Question: Who are the twelve Adityas?,"Answer: The twelve Adityas, born from Aditi, are Dhatri, Mitra, Aryaman, Sakra, Varuna, Ansa, Vaga, Vivaswat, Usha, Savitri, Tvashtri, and Vishnu.","Reference: ""From Aditi have sprung the twelve Adityas who are the lords of the universe."""
315,Book01_065,263,"Question: Who were the sons of Hiranyakasipu, the son of Diti?","Answer: The sons of Hiranyakasipu were Prahlada, Sahradha, Anuhrada, Sivi, and Vashkala.","Reference: ""And the illustrious Hiranyakasipu had five sons, all famous throughout the world. The eldest of them all was Prahlada, the next was Sahradha; the third was Anuhrada; and after him were Sivi and Vashkala."""
316,Book01_065,263,"Question: Who were the sons of Danu, and how many were there?","Answer: Danu had forty sons, including Viprachitti, Samvara, Namuchi, Pauloman, Ayahsiras, Aswasiras, Aswasanku, Gaganamardhan, Vegavat, Ketumat, Swarbhanu, Aswa, Aswapati, Vrishaparvan, Ajaka, Aswagriva, Sukshama, Tuhunda, Ekapada, Ekachakra, Virupaksha, Mahodara, Nichandra, and Nikumbha, among others.","Reference: ""Danu had forty sons, O Bharata! The eldest of them all was Viprachitti of great fame... these in the race of Danu are stated to be well-known."""
317,Book01_065,265,Question: Who were the sons of Vinata?,"Answer: The sons of Vinata were Tarkhya, Arishtanemi, Garuda, Aruna, Aruni, and Varuni.","Reference: ""And the sons of Vinata were Tarkhya and Arishtanemi, and Garuda and Aruna, and Aruni and Varuni."""
318,Book01_065,265,Question: Who are the sons of Kadru?,"Answer: Sesha or Ananta, Vasuki, Takshaka, Kumara, and Kulika are known to be the sons of Kadru.","Reference: ""Sesha or Ananta, Vasuki, Takshaka, Kumara, and Kulika are known to be the sons of Kadru."""
319,Book01_065,265,"Question: Who are the sons of Muni, the daughter of Daksha?","Answer: Bhimasena, Ugrasena, Suparna, Varuna, Gopati, Dhritarashtra, Suryavarchas, Satyavachas, Arkaparna, Prayuta, Bhima, Chitraratha, Kalisiras, Parjanya, Kali, and Narada are known to be the sons of Muni.","Reference: ""Bhimasena, Ugrasena, Suparna, Varuna, Gopati, and Dhritarashtra, and Suryavarchas the seventh, Satyavachas, Arkaparna, Prayuta, Bhima, and Chitraratha known to fame, of great learning, and a controller of his passions, and then Kalisiras, and, O king, Parjanya, the fourteenth in the list, Kali, the fifteenth, and Narada, the sixteenth--these Devas and Gandharvas are known to be the sons of Muni."""
320,Book01_065,265,Question: Who were the daughters brought forth by Pradha?,"Answer: Anavadya Manu, Vansa, Asura, Marganapria, Anupa, Subhaga, Vasi were the daughters brought forth by Pradha.","Reference: ""Anavadya Manu, Vansa, Asura, Marganapria, Anupa, Subhaga, Vasi, were the daughters brought forth by Pradha."""
321,Book01_065,265,Question: Who were the sons and daughters of Pradha and Amrita?,"Answer: Alamvusha, Misrakesi, Vidyutparna, Tilottama, Aruna, Rakshita, Rambha, Manorama, Kesini, Suvahu, Surata, Suraja, Supria were the daughters, and Ativahu, Haha, Huhu, and Tumvuru were the sons of Pradha and Amrita.","Reference: ""And it is also known that this Pradha of great fortune, through the celestial Rishi (Kasyapa, her husband), brought forth the sacred Apsaras... Alamvusha, Misrakesi, Vidyutparna, Tilottama, Aruna, Rakshita, Rambha, Manorama, Kesini, Suvahu, Surata, Suraja, and Supria were the daughters, and Ativahu and the celebrated Haha and Huhu, and Tumvuru were the sons."""
322,Book01_066,268,Question: Who were the eleven sons of Sthanu?,"Answer: The eleven sons of Sthanu were Mrigavayadha, Sarpa, Niriti, Ajaikapat, Ahivradhna, Pinaki, Dahana, Iswara, Kapali, Sthanu, and Bharga.","Reference: ""And the sons of Sthanu, gifted with great energy, were, it is known, eleven. They were Mrigavayadha, Sarpa, Niriti of great fame: Ajaikapat, Ahivradhna, and Pinaki, the oppressor of foes; Dahana and Iswara, and Kapali of great splendour; and Sthanu, and the illustrious Bharga."""
323,Book01_066,268,Question: Who are the sons of Angiras?,"Answer: The sons of Angiras are Vrihaspati, Utathya, and Samvarta.","Reference: ""And, O king, it is said that the sons of Angiras are three,--Vrihaspati, Utathya, and Samvarta, all of rigid vows."""
324,Book01_066,268,Question: Who are the sons of Pulastya?,"Answer: The sons of Pulastya are Rakshasas, Monkeys, Kinnaras, Yakshas.","Reference: ""And, O king, the sons of Pulastya of great wisdom are Rakshasas, Monkeys, Kinnaras (half-men and half-horses), and Yakshas."""
325,Book01_066,268,Question: Who are the sons of Kratu?,Answer: The sons of Kratu are the Valikhilyas.,"Reference: ""And the sons of Kratu, sacred as sacrifices, are the companions of Surya, (the Valikhilyas), known in three worlds and devoted to truth and vows."""
326,Book01_066,268,Question: Who are the wives of Dharma?,"Answer: The wives of Dharma are Kirti, Lakshmi, Dhriti, Medha, Pushti, Sraddha, Kria, Buddhi, Lajja, and Mali.","Reference: ""Listen as I recount the wives of Dharma according to their names. They are ten in all--Kirti, Lakshmi, Dhriti, Medha, Pushti, Sraddha, Kria, Buddhi, Lajja, and Mali."""
327,Book01_066,270,Question: Who are the three sons of Ahasta (Dharma)?,"Answer: The three sons of Ahasta (Dharma) are Sama, Kama, and Harsha.","Reference: ""And Ahasta (Dharma) hath three excellent sons capable of charming every creature. And they are Sama, Kama, Harsha (Peace, Desire, and Joy)."""
328,Book01_066,270,"Question: Who are the wives of Sama, Kama, and Harsha?","Answer: The wife of Kama is Rati, the wife of Sama is Prapti, and the wife of Harsha is Nanda.","Reference: ""And the wife of Kama is Rati, of Sama is Prapti; and the wife of Harsha is Nanda."""
329,Book01_066,270,Question: Who is the son of Marichi?,Answer: The son of Marichi is Kasyapa.,"Reference: ""And the son of Marichi is Kasyapa."""
330,Book01_066,270,Question: Who are the twelve sons of Aditi?,Answer: The twelve sons of Aditi include Indra and Vishnu.,"Reference: ""And, O king, the sons of Aditi are twelve with Indra heading them all. And the youngest of them all was Vishnu upon whom the worlds depend."""
331,Book01_067,274,Question: Who was the Asura known as Hiranyakasipu on earth?,Answer: The Asura known as Hiranyakasipu on earth was the powerful Sisupala.,"Reference: ""And, O king, that son of Diti, who was known as Hiranyakasipu, was known in this world among men as the powerful Sisupala."""
332,Book01_067,274,Question: Who among the Asuras became the monarch of the Kekaya kingdom on earth?,Answer: The Asura Viprachitti became the monarch of the Kekaya kingdom on earth.,"Reference: ""The first of Danavas, who was known by the name of Viprachitti, became that bull among men, noted as Jarasandha."""
