ID	twitter	label	sentence
2141	Y	1	राहुल गांधी बैंकाक से वापस आ गये हैं
2154	Y	1	#AajTakAxisPoll : ग़रीबों को लुभाने में नाकाम रही की न्याय स्कीम है गरीब वोटरों की पहली पसंद। 45%गरीब वोटरों ने  @narendramodi को डाले वोट
2157	N	0	हुआ तो हुआ आखिरकार वही हुआ जो होना था। ओम प्रकाश राजभर हटा दिए गए। अब राजभर की जगह निषाद आएंगे।
2197	Y	0	J&K में बाढ़ से मरने वालों की संख्या 150
2202	Y	1	पाकिस्तानी घुसपैठ करना चाहते थे । जन्नत में । हमने जन्नत । के वाशिंदों को ही भेज दिया उनके । जहन्नुम में।
2290	Y	0	CAG एक सीविल सर्वीस संस्था है उसे क्या लेना देना है राजनीती भाजपा कोंग्रेस से। फिर ओ क्यु झुठि रिपोर्ट पेश करेगी
2339	Y	1	आम आदमी आय से अधिक EMI रखता है और राजनेता आय से अधिक संपत्ति #SupremeCourt
2343	Y	1	समाजवादी पार्टी के घर का बवाल अब सिर्फ एक ही प्राणी शांत करा सकता है। मच्छर चिकनगुनिया का मच्छर #Netaji
2344	Y	0	Exclusive कश्मीर में पत्थर बाजों से निपटने के लिए सेना और पैरामिलिट्री का आने वाला नया सारथी
2346	Y	0	#लौटकेराहुलघरकोआए ये छप्पन छप्पन का खेल है एक का सीना है एक की #तपस्या पूरा देश देख रहा है सवाल है कौन किसको बना रहा है? @A।
2351	Y	0	A father :लखनऊ में तैनात होमगार्ड के बेटे ने crack की IES परीक्षा।
2354	Y	0	Most Favoured Nation का स्टेटस पाकिस्तान से छीन लिया गया । बड़ा क़दम जो अतिदेय था । पहला क़दम । #RIPBraveHearts #PulwamaAttack
2364	Y	0	#HallaBol प्रधानमंत्री ने VIP कल्चर को खत्म करने के लिए एक कदम उठाया है हम सबको इस रास्ते पर चलना चाहिए :@SambitSwaraj
2365	Y	0	#HallaBol कोई भी ऐसा कदम जो VIP कल्चर को खत्म करेगा हम उसका स्वागत करेंगे:@PavanK_Varma लाइव
2367	Y	0	कुलभूषण पर सवाल से बिफरे मुशर्रफ देने लगे उलटे सीधे तर्क
2369	Y	0	केजरीवाल बोले रामकिशन के सुसाइड से BJP की खोखली देशभक्ति सामने आई
2371	Y	0	दिल्ली पुलिस स्पेशल सेल ने जैश के आतंकी माजिद बाबा को किया गिरफ्तार। माजिद बाबा पर था 2 लाख का ईनाम।
2374	Y	1	होली के शुरुआती रूझान आने शुरू सीधे हवालात से। Live। Happy Holi। ☺☺☺
2375	Y	0	आपका नाम वोटर लीस्ट से काट दिया गया है इस तरह काल्स लगातार दिल्ली वालों को मिल रहे थे इलेक्शन कमिशन।
2385	Y	1	हसरत। पूरी ना हों। तो ना सही। ख्वाहिश करना कोई गुनाह तो नहीं। ! Pakistan on Kashmir
2392	Y	0	हुर्यित नेता गिलानी के पाक कनेक्शन का खुलासा। आतंकियों के रहुमाओं पर मेहरबान थी मनमोहन सरकार?।
2393	Y	0	पाकिस्तान से कश्मीर में हो रही बातचीत इंटरसेप्ट 26 11 जैसे अटैक की प्लानिंग के इनपुट के बाद एजेंसी अलर्ट
2394	Y	0	जब केरला हाउस में बीफ पार्टी की खबर से दिल्ली पुलिस में मचा हड़कंप।
2399	Y	0	Exclusive मुजफ्फरपुर में स्कूली छात्र ने दौड़ाई कार 3 बच्चो समेत एक युवक को कुचला गुस्साये लोगो ने वाहन में लगाई आग
2406	Y	1	कांग्रेस को अली मुबारक हमारे लिए बजरंग बली ही पर्याप्त: योगी
2407	Y	1	राजधानी दिल्ली में बदमाशों को ना तो कानून का डर है और ना ही वर्दी का खौफ (@AajGothi)
2412	Y	0	26 मार्च को आम आदमी पार्टी की जन सभा के दौरान मंच के पास देखा गया था थप्पड़ मारने वाला शख्स सुरेश चौहान। की #Reporter।
2422	Y	0	45 साल से गांधीनगर में पिता का बिजनेस मैं बाहरी कैसे: गंभीर
2431	Y	0	IT रेड के बाद सवालों के घेरे में मध्यप्रदेश के सीएम कमलनाथ India AajTak
2441	Y	0	PM नरेंद्र मोदी को बम उड़ाने की धमकी देने वाला अरुण अब पुलिस की हिरासत में है (@AajGothi)
2446	Y	0	होटल अग्निकांडः चौथी मंजिल से कूदे IRS सुरेश कुमार दर्दनाक मौत
2449	Y	0	ATM कार्ड को क्लोन कर के पैसे लूटने वाली रोमानिया के गैंग की 2 युवतियों और 3 युवकों को दिल्ली पुलिस ने किया गिरफ़्तार देखिए
2468	Y	0	99 प्रतिशत ब्लॉकेज को भी रिमूव कर देता है पीपल का पत्ता
2507	Y	0	इस दिन नदी में स्नान करना काफी फलदायी होता है।
2532	Y	0	अच्छे रिजल्ट के लिए वे कोई कसर नहीं छोड़ना चाहते।
2554	Y	0	हम उनके कठिन परिश्रम और काम के प्रति लगन के लिए आभारी हैं।
2600	Y	0	और आशा करता हूं कि मेरी रुमानियत भरी शाम एक रोचक महिला के साथ समुद्र किनारे बीतेगी।
2642	Y	0	हम सभी को टूर्नामेंट को लेकर आश्वस्त रहना चाहिए।
2666	Y	0	सूखी और घुमावदार पिचें इन्हें पोषित करती हैं।
2686	Y	0	इस तस्वीर में भी दोनों बेहद दिलकश लग रहे थे।
2708	Y	0	मोहित शर्मा ने मुंबई का खेल बिगाड़ दिया।
2729	Y	0	कारण कि ग्रामों में जल स्रोत नहीं है और जिन ग्रामों में जल स्रोत है उनमें से अधिकांश जल स्रोत बंद पड़े हुये है।
2781	Y	0	विभिन्न सरकारों के इंटरनेट पर निगरानी रखने को लेकर जनता के बीच गुस्सा काफ़ी बढ़ता जा रहा है.
2784	Y	0	ऐसे में चुनाव के चलते मंडी प्रशासन द्वारा अधिग्रहीत कर ली गई है जिससे व्यापारियों में जबरदस्त आक्रोश है।
2821	Y	0	उस पर इसी अवधि में रकम चुकाने अन्यथा डील और बयाना गंवाने का दबाव होता है।
2838	Y	0	अगर वह भ्रष्टाचार से निपटने के लिए गंभीर होते तो शायद सरकार गिर जाती।
2840	Y	0	45 मिनट की मशक्कत के बाद भी आग पर काबू नहीं पाया जा सका है।
2846	Y	0	लेजर किरणों को इस तरह बादलों पर छोड़ा जाए कि बिजली की चमक से बादलों में विस्फोट न हो पाए।
2878	Y	1	आखिरकार केजरू का ढोलक फूट ही गया
2880	Y	0	बिना पैसा लिए क्लर्क ने फाइल आगे नहीं बढ़ाई
2883	Y	0	उसने उलटी-पुलटी बातें करके हमें मूर्ख बना दिया
2884	Y	0	वन्य प्राणियों को मारना कानूनन जुर्म है
2897	Y	0	उसकी अश्लील बातें मुझे बिल्कुल अच्छी नहीं लगती
2899	Y	0	वह उदास होकर धीमी गति से आगे बढ़ने लगा
2900	Y	0	तुम्हारी घटिया हरकतों से मैं तंग आ गया हूँ
2902	Y	0	विवाह के दो वर्ष पश्चात् भी वरुण अपनी पत्नी को स्वीकार नहीं कर सका
2912	Y	0	ये फिल्में हिंदी में नाकामयाब रहीं लेकिन साउथ में इन फिल्मों ने जबर्दस्त बिजेनस किया।
2918	Y	0	ईश्वर रोगी को आरोग्यता देता है।
2934	Y	0	ये आइटम सॉन्ग बहुत ही अच्छा है।
2954	Y	0	जैसे जैसे आईफा की आखिरी रात नज़दीक आई वैसे वैसे बॉलीवुड सितारों की चमक ही चारों तरफ नज़र आने लगी।
2979	Y	0	रणबीर कपूर ये रोल निभा सकते हैं।
3028	Y	0	इसके अलावा मुंबई इंडियंस के लिए सीएम गौतम ने भी 30 रनों की उपयोगी पारी खेली
3048	Y	0	मड़ियादो क्षेत्र के डोली पंचायत के रमपुरा गांव निवासी चंदू पिता छिम्मा आदिवासी ने यह कारनामा करके दिखाया हैं।
3087	Y	0	अमिताभ बच्चन एक युग का नाम है जिनके जैसा आजकल हर कोई बनना चाहता है।
3090	Y	0	उन्होंने आगे कहा कि मैं साफ कर देना चाहता हूं कि हम राजस्थान में खिलाड़ियों का अहित नहीं होने देंगे।
3108	N	0	राष्ट्रीय उच्चतर शिक्षा अभियान के तहत प्रदेश के उच्च शिक्षा विभाग को फंड देने के पहले वर्ल्ड बैंक की टीम सोमवार को भोपाल पहुंच जाएगी।
3112	Y	0	उसने भगवान को मानना शुरू कर दिया।
3128	Y	0	लेकिन वॉटसन की किस्मत शायद गंभीर से इस दिन ज्यादा बुलंद थी।
3144	Y	0	सुबह से ही भारी संख्या में डेरा सच्चा सौदा के अनुयाई युवक और युवतियां ब्लड डोनेशन के लिए लाइनों में लग गए।
3147	Y	0	जनता जानती है कि जो उसका सच्चा हमदर्द बन कर मुसीबत के समय उसके सामने रहा वह कांग्रेस है।
3148	Y	0	एस सीरीज यह नया स्मार्टफोन का नया सीरीज यूजर्स की उम्मीदों पर खरा उतरेगा।
3157	Y	0	रितिक रौशन की डांसिग के तो लोग पहले से ही कायल थे।
3172	Y	1	10 वर्षों में इतनी तेजी से भवन निर्माण हुआ है कि शहर कंकरीट के जंगल में तबदील होती जा रहा हैं।
3185	Y	0	फिल्मों में अपनी एक्टिंग से दर्शकों को दीवाना बनाने वाले रजनी अब सोशल साइट ट्विटर पर भी आ चुके हैं।
3209	N	0	हमें कुछ मैच जीतना है एक बार टीम लय में आ गई तो सब कुछ ठीक हो जाएगा।
3210	N	0	मलिंगा से सही सलामत जूझना भारत की सबसे बड़ी जीत हैं।
3237	N	0	वो चहती थीं कि उनके होंठ सुंदर नजर आएं।
3250	N	0	क्रिस लिनने हाल में बैंगलोर के खिलाफ बाउंड्री पर एक जानदार कैच लेकर सनसनी मचा दी थी।
3259	N	0	सोने पर सुहागा ये कि ऑफर्स और डिस्काउंट ने खरीदारी को और भी सुखद बना दिया।
3279	N	0	क्रिस लिन ने नामुमकिन कैच को अपने गजब के बॉडी बैलेंस से लपक लिया।
3299	N	0	कांची के पिता वतन की रक्षा करते हुए शहीद हो गए।
3318	N	0	अदालत ने अपना फैसला सुरक्षित रखा है।
3328	N	0	मैं किसी का अनादर नहीं करना चाहता.
3329	N	0	कोई धर्म हमें नहीं सिखाता है दूसरे धर्म का अनादर करना।
3333	N	0	मैं अभी तक जितने लोगों से मिला हूं वे उनमें से सबसे ज्यादा सभ्य लोगों में से एक है।
3340	N	0	मंत्री ने कहा कि विकास बैंक को पर्याप्त रूप से संसाधन संपन्न होने की जरूरत है
3344	N	0	ऐसी प्रतियोगिताओं में भाग लेने से बच्चों के व्यक्तित्व का भी विकास होता है।
3362	N	0	कंपनी के बयान में कहा गया है कि अपने सभी यात्रियों के लिए उसका आन टाइम गारंटी कार्य्रकम कल से शुरु होगा.
3396	N	0	सारा अपने पिता की तरह सादगी की मिसाल हैं।
3401	N	0	उनकी मखमली आवाज का जादू और उनकी पर्सनैलिटी की सादगी का कमाल है
3431	N	0	भारतीय लड़कियों ने दमदार शुरुआत की हैं।
3447	Y	0	4 साल की बच्ची बोरवेल से सही सलामत निकली है।
3461	Y	0	विक्की ने जो कुछ किया इसकी उसे बहुत खुशी थी।
3468	Y	0	आप बहुत अच्छे आदमी हैं
3477	Y	0	मैं सुगंधित रहना चाहती हूं।
3479	Y	1	कश्मीर अगर स्वर्ग है तो उसके लिए ७२ हूरों वाले स्वर्ग क्यों जाना है भाई?
3481	Y	0	पौधे जिनके पुष्‍प भड़कीले और पत्तियाँ सुगंधपूर्ण होती है
3488	N	0	नई बुलंदिया छूने वाले हास्य कलाकार कपिल शर्मा को भी सम्मानित किया गया।
3491	N	0	इस साझेदारी ने सुपर किंग्स को जीत की ओर से अग्रसर किया।
3495	N	0	सेवा व संस्कार की बदौलत परिषद दिन ब दिन विकास पथ पर अग्रसर है।
3504	N	0	वास्तव में मैक्सवेल ने अभी तक इतने छक्के लगा दिए हैं जितने कि अधिकतर टीमें कुल मिलाकर नहीं लगा सकी हैं।
3508	N	0	वह मुझे निस्‍वार्थ भावना से प्रेम करते हैं।
3520	N	0	देश का राजनीतिक विमर्श प्रतिगामी हो गया है।
3542	N	0	मोदी भी रूप बदलने में माहिर हैं।
3551	N	0	मगर सिंह इसके केंद्र में आ गए और उनकी कवायदों ने उन्हें कुशल सुधारक का तमगा दिला दिया।
3555	Y	0	वह एक कुशल कलाकार की भांति मंच पर अपनी प्रत्यक्ष मौजूदगी का अहसास कराते हैं।
3578	N	0	इसके अलावा टैक्स चोरी की समस्या से निपटा जाएगा।
3631	N	0	शारदा घपले के बीच संबंध पर कुछ दिलचस्प सुराग उनके हाथ लगे हैं.
3635	Y	0	ज्वैलरी वाले शो रूम में अन्य वर्षो की अपेक्षा इस बार भीड़ अधिक रही।
3650	Y	0	बदलते मौसम में छोटे बच्चों को लेकर अभिभावकों को सचेत रहने की नितांत आवश्यकता है।
3661	Y	0	हिंदू धर्म की मान्यताओं के मुताबिक हर दिन का कुछ समय अति शुभ माना गया है।
3688	N	0	इस वजह से पाखंड को सही संदर्भ नहीं दे पाती फिर भी अखिलेश के साहस की तारीफ करनी होगी
3707	N	0	भीषण तपिश से लोगों ने राहत की सांस ली हलांकि यह मिजाज चार दिन की चांदनी साबित हुआ
3727	N	0	शुरूआत में सकारात्मक परिणामों के फलस्वरूप कंपनी ने खदान विकास से रिकॉर्ड उत्पादन में उपलब्धि हासिल की है।
3810	N	0	मैं अपने काम से विरत हो गया
3815	N	0	माँ ने आज लटपटी सब्जी बनाई है
3828	N	0	संयमी का मन संयमित होता है
3829	N	0	आज-कल लोग तंग कपड़े पहनना ही पसंद करते हैं
3830	N	0	सरकस में बौने का खेल देखकर बच्चे लोट-पोट हो गये
3833	N	0	यह काम विधिपूर्वक हो जाना चाहिए
3850	N	0	यह संस्था निराश्रित लोगों को आश्रय प्रदान करती है
3855	N	0	हमें अपने पूर्वजों के उच्च आदर्शों का पालन करना चाहिए
3870	N	0	सेठजी का जन्म धन-धान्य से परिपूर्ण घर में हुआ था
3887	N	0	नए उपग्रह का प्रक्षेपण निष्फल नहीं हुआ
3910	N	0	काशी की जनता बहुत भाग्यशाली है जो एमपी के साथ पीएम भी चुनेगी।
3929	N	0	संत का ललाट तेजोमंडित है
3940	N	0	कृष्ण की बाँसुरी सुनकर गोकुलवासी लुब्ध हुए
3944	N	0	पचित भोजन से शरीर को ऊर्जा प्राप्त होती है
3969	N	0	यह बहुत ही रोमांचकारी उपन्यास है
3976	N	0	मुझे चटपटा भोजन अच्छा लगता है
4001	Y	1	भारत एक विकासशील देश है और तुम्हारा पाकिस्तान एक विकसित देश है फर्क इतना है कि तुम लोग Terrorist का उत्पादन खपत से ज्वादा करते हो फिर Expoकरते हो
4026	Y	1	दया एक सात्विक भावना है। पर भाई ये रहती कहां है
4082	N	1	भाजपा सिर्फ सत्ता की भूखी है।
4129	N	0	अधिकांश हैंडपंप खराब दशा में हैं या तो दूषित जल देते हैं।
4270	Y	0	हिसार में पिछले 4 दिनों से चल रही बर्फीली हवाओं ने लोगों को घरों में दुबकने पर मजबूर कर दिया है।
4317	Y	0	हैंगसेंग शांघाई और ताईवान के बाजारों में भी भारी गिरावट दर्ज की गई।
4335	Y	0	हैरानी की बात ये है कि इस भीषण अग्निकांड में किसी के हताहत की खबर नहीं है।
4762	N	1	हैरत की बात है कि विभागीय अधिकारी सब कुछ जानते हुए भी अनजान बने हुए हैं।
4861	Y	1	हम मोदी जैसा प्यार नहीं करते हैं
5085	N	1	18 करोड़ खर्च कर लगभग 356 तालाब खुदवाने के बावजूद ज्यादातर तालाब सूख गए है।
5210	Y	1	अभिनेत्री गौतमी तड़ीमल्ला से अलग हुए कमल हासन #IndiaHallaBol #HallaBol #Kamal #separated #actress #GautamiTdimala।
5211	N	0	कमल हासन और गौतमी के बीच तलाक़ ड्रामा पूरा हुआ संगीता से पैदा हुई पुत्रि श्रुति हासन का कैरियर बना तलाक़ की मुख्य वजह !
5212	Y	1	देश भी बदल रहा है और दिल्ली भी! पर देश पीछे जा रहा है और दिल्ली आगे बढ़ रहा है। #मोदी_फिरकी_ले_रहा_है
5213	N	1	पागल नीम की लकड़ी को चंदन समझता हैं नादान है जो दिल्ली को लंदन समझता हैं अरे कोई इस चाय वाले को समझाए ग़रीबो की कमाई को भी कालाधन समझता है।
5214	N	1	जितने में मोदी ( फकीर ) के दो जोड़ी कपड़े बनते है, उतने में दिल्ली में केजरीवाल सरकार एक मोहल्ला क्लीनिक बना देती है।
5216	Y	1	अभी अभी ख़बर मिली है की ममता के दिल्ली दौरे के बाद उन्हें कई बार टॉलेट में जाके चरस पीते देखा गया है। #MamataAgainstNation
5217	N	1	काले धन पे पेनल्टी 200% से घटा के 10% कर दी? काला धन वालों के सामने मोदी जी ने घुटने टेक दिए?
5218	N	1	यहाँ से पचास पचास कोस दूर तक जब और विपक्ष कालेधन का रोना रोते हैं तो जनता कहेती सो जा वरना मोदी कालेधन पर SS कर देगा
5219	Y	1	कालेधन पर मोदी की तैयारी का ही शोर है तकरार करें नेता विपक्ष और छुप कर बैठे चोर हैं। #SoSorry
5220	Y	0	सभी ने कालेधन के खिलाफ पीएम मोदी के निर्णायक फैसले का समर्थन किया और डिजिटल प्रणाली से भुगतान करने पर सहमति भी जताई I #digitalpayments 2 2
5221	Y	0	पीएम मोदी हमारे देश के युवआों को देश को भ्रष्टाचार और कालेधन से मुक्त करने के अभियान में लगना है ji #Youth4DigitalPaisa
5223	Y	1	1971 की लड़ाई में हमारे सैनिकों की बहादुरी का इनाम इंदिरा गाँधी ने1973 में उनकी वन रैंक वन पेंशन को ख़त्म करके दिया
5225	N	0	अब केंद्र सरकार को चाहिए की वन रैंक वन पेंशन और सेंट्रल पे कमीशन को भारतीय सेना मे पूरी तरह से लागू करे ताकि।
5226	N	1	पाक से संघर्ष विराम की उम्मीद करना ही बेमानी है कभी भारतीय जवान भी संघर्ष विराम का उलंघन करें तब माना जाय कि कुछ नया हुआ
5227	Y	1	#HappyBirthdaySRK तब से काम कर रहे हैं, जब उनकी हिरोइन पैदा भी नहीं हुई थीं
5228	Y	1	जन्मदिन के दिन अमेरिका मत जाना शाहरुख जी। कहीं फिर से कपडे उतरे तो बेज्जती हो जायेगी। जन्मदिन मुबारक #जन्मदिन_मुबारक_बादशाह
5229	Y	1	#सुना_है ! #iphone7 टिम कुक के टकले पे रख के चार्ज किया जायेगा !
5232	N	1	लो इसकी तो कोई सुनता ही नही सरदार पटेल साब ने जितना सम्मान पटेल जाति को दिलाया उतना ही इस दूसरे पटेल ने गवां दिया
5233	Y	1	मोदी के हिसाबसे 70 सालसे देश कटार मे खडा था तो फिर वो सरदार पटेल, बाजपेई, शास्त्रीजी जैसे महान नेताओका भी अपमान कर रहे है। #YoModiSoFakeer
5234	Y	1	जी आपने आज घर टूटने से बचा लिया #DeMonetisation की वजह से समाजवादी पार्टी का परिवार बिखरने से बच गया 😂 आंसू रुक नहीं रहे
5235	N	1	समाजवादी पार्टी के टूटने से सबसे ज्यादा नुकसान केजरी को हो रहा है इनके चलते आजकल सरजी न्यूज़ मे सुर्खिया भी नही बटौर पा रहे
5236	N	1	शिवपाल जी जैसे महान व्यक्ति के साथ शुरू से ही गलत होता आ रहा है समाजवादी पार्टी में शिवपाल जी आप संघर्ष करो हम आपके साथ हैं पार्टी टूटने तक।
5237	N	1	मोदी के नोटबंदी से सबसे ज्यादा फायदा समाजवादी पार्टी को हुआ। पार्टी टूटने से रूक गये। क्योंकि नोटबंदी से अवैध कमाई के बँटवारे का झगड़ा समाप्त
5238	Y	1	BREAKING। समाजवादी पार्टी टूटने की कगार पर, कई छोटी पार्टियों में बंटेगी, संभावित चुनाव चिन्ह : टायर पैडल हैंडल घंटी सीट।
5240	N	1	Paytm लाखों करोड़ों का बिजनेस करा दिया मोदी सरकार ने दिवाली पर कहते थे ₹10 की चाइना की लाइट मत लगाना घर में यह कैसी देशभक्ति है शर्म करो
5241	Y	1	पाकिस्तान रोज हमारे जवानों के खून से होली खेल रहा और मोदी सरकार नोटबंदी पर दिवाली मना रही #nagrotaattack #DeMonetisation
5242	Y	1	अब तो क्रिसमस में कालेधनी की खूब दिवाली है , मोदी ने छुट दी है कालेधनी को आम आदमी को लूट कर #झूठ_लूट_की_सरकार
5243	Y	1	सीमा पर जवानों को मरने के लिऐ तैनात कर दिया है फिर मौत का जशन मनाने होली दिवाली पर मोदी जी आऐंगे और साथ मे मिडीया भी लाऐंगे #nagrotaattack
5244	Y	1	चीन का विरोध सिर्फ लाइट लगाने का दिवाली तक था अब चीन का #Paytm देशभक्ति का नया #Symbol है बीजेपी के अरूणजेटली कह रहे है कि भारत केशलेश हो
5245	Y	1	दोस्त रिश्तेदार जो दिवाली , न्यू यर में आपको मैसेज नही करते लेकिन जियो सिम का फ्री रिचार्ज पाने के लिए व्हाट्सअप करते हैं #respectBC
5246	Y	1	ओह भाई १५ दिन पहले दिवाली में पटाखे ख़रीदने में चीन चीन कौन चिल्ला रहा था
5247	N	0	हमारी एकता के बल को चीन ने दिवाली पर देखा चीनी मार्केट धडा़म अब हमारे देशवासियों की एकता का बल नोटबन्दी की विरोधी पार्टियाँ देखेंगी जय भारत
5249	N	0	नाभा में मिलीभगत से भागे थे लेकिन भोपाल वाले तो लकङी की चाबी से ताला खोलकर ही भागे थे
5250	N	0	भोपाल जेल ब्रेक कांड की जांच शुरु रिटायर्ड जस्टिस एसके पांडे पहुंचे भोपाल दफ्तर पहुंच कर संभाला कामकाज आज से जांच दल ने शुरु किया काम
5251	Y	1	जेल ब्रेक का फर्क भोपाल और पंजाब में सिर्फ ये है की भागने वाले अलग अलग धर्म के थे । एक्शन लेना या न लेना धर्म देख के होता है ।
5252	Y	1	#JioOffer का आधा से ज्यादा डेटा तो लोग सिर्फ ट्विटर पे अरविन्द केजरीवाल को ट्रोल करने में इस्तेमाल करते है।
5253	N	1	फिलहाल जियो। एयरटेल, वोडाफोन, आईडिया के साथ वही कर रहा है जो 2014 में मोदी ने कांग्रेस, सपा व बसपा के साथ किया था।
5254	Y	1	एयरटेल वाला कुत्ता 5 लाख लेता है एक फोटो के, , , , जियो वाला 500 लेता है
5255	Y	1	#Jio50Million दोस्त ने बोला तेरे पास क्या हैं। मेरे पास रिलायन्स जियो हैं। मेरे पास एयरटेल 4G हैं।
5257	N	1	नोट बंद, नशा बंद , नसबंद , हवा बंदी दिल्ली में बंद हुए मुली के पराठे
5258	Y	1	अपनी नाकामी का ठीकरा केन्द्र सरकार पर फोड़ने वाला केजरी बताये कि दिल्ली की जनता को कब तक झांसे देता रहेगा, सारे वादे हवा में केजरी गोवा में।
5260	Y	1	डेंगू, चिकुंगुन्या और प्रदूषित हवा से त्रस्त दिल्ली की जनता एक एक सेकंड का हिसाब आपसे लेगी। बस समय का इंतज़ार करिये।
5263	Y	0	मुसलमान कौम अपनी पे आ गयी तो न रहेगा हिन्दू और न होगा हिंदुस्तान : जावेद मियांदाद
5265	Y	1	ये भी ग़ज़ब है सरहद पर दे गोली ले गोली चल रहा है। और अंदर जासूसी और संघर्ष विराम पर विदेश मंत्रालय पाक को सफाई दे रहा है।
5266	Y	0	#NDTVBanned पाक स्थीत भारतीय दूताबास के 8 कर्मिओ को जासूसी और आतंकबाद फैलाने के आरोपमें पाकिस्तान छोड़ने की आदेश। #PakIsMostFabouredNation
5267	Y	1	बार्डर पर मिडिया जासूसी लगा दें पाक चापलुश के लिए पूरा मिडिया एक हो जाएगा फ्री स्पीच का ककहरा जमीर में जांखकर सीखे देश बदल जाएगा।
5268	N	1	एक बार मायावती की खेती के बारे मेँ गरीब हिंदुस्तानियों को बता दो। एहसान होगा।
5269	Y	1	NDTVवाले मोदी जी का भाषण तो लाईव नहीं बताएँगे। लेकिन मायावती की प्रेस काॅन्फ्रेस दिन मे चार बार चलाएँगे। लगता है हाथी पे बिठाने की डिल हुई है
5270	Y	1	यूपी में बहन मायावती जी की ऐसी आँधी चल रही है कि बहन जी के सभी विधायक और कार्यकर्ता उड़ उड़कर बीजेपी में गिरे जा रहे है।
5271	Y	1	भक्तों को पहले मोदी ने मारी पीछे से। अब सुनने में आरहा की भक्तों के मौसा डोनाल्ड ट्रंप ने भी मार ली वो भी ऊपर से
5272	Y	0	बराक ओबामा, जूलियन असांजे, डोनाल्ड ट्रंप और पुतिन जैसे नेताओं को काफी पीछे छोड़ कर प्रतिष्ठित अमेरिकी पत्रिका टाइम का पर्सन आफ द ईयर।
5273	Y	1	डोनाल्ड ट्रंप की जीत पर हवन और कास्त्रो के निधन पर शोक । भारत नें विविधता में एकता को आज भी सहेजे , संजोये रखा है । #धन्य_है_भारत_भूमि
5274	Y	1	अभी अभी 4 साल के 5000 जंक मेल डिलीट किये। हिलेरी क्लिंटन टाइप फीलिंग आ रहा है बाईगॉड!
5275	N	0	भाई किसी के पास ज्यादा पैसा हो तो मुझे डोनेट कर दे जिससे मुझ गरीब का घर ठीक से चल सके खाता नंबर स्टेट बैंक ऑफ इंडिया 61209424022
5277	Y	1	रामकिशन नारायण को 1 करोड़ देने वाले नेताओं ने किसी और शहीद को पैसे दिए ? मने पूछ रहा है
5278	Y	1	ज्योंही बाबा #रामदेव ने ममता को ईमानदार और प्रधानमंत्री के क़ाबिल कहा, #भक्त रामदेव की जाति बताने लगे। रामदेव का असली नाम रामकिशन यादव है
5279	N	1	जले पर नमक तो तब हो , जब मोदी जी कह दे आज रात 8 बजे से चुनाव बंद , अब कोई PM नही बनेगा । जो है वो ही PM रहेगा
5280	Y	1	रामकिशन यादव उर्फ बाबा रामदेव काणा है अंधो का सरदार बनना चाहा रहा है #BoycottPatanjali
5283	N	0	जिस कश्मीर में दर्जनों स्कूल जलाए गए वहां 12वीं बोर्ड के पहले दिन 95% अटेंडेंस सबूत है कि कश्मीरी अवाम बहकाने वालों को जवाब देना जानती है।
5286	Y	1	आप पुराने नोट से पेट्रोल डलवा सकते हो, टैक्स भर सकते हो, मोबाईल रीचार्ज करवा सकते हो लेकिन सब्जी और दूध नहीं खरीद सकते #लल्लनटॉप_सरकार
5287	Y	1	राष्ट्रीय राजमार्गों पर 15 Dec तक पुराने 500 के नोट चलेंगे टोल बूथ पे। ₹500 टोल टैक्स देने के लिए कल मुझे चार्टर्ड विमान बुक करना पड़ेगा
5288	Y	1	500 के पुराने नोट से पेट्रोल खरीद सकते हैं जिस की कीमत में आधी से अधिक राशि सरकार को मिलने वाला टैक्स है।
5289	Y	1	खूब टैक्स चोरी करो, घूंस लो और फिर 50% देकर देश भक्ती का सार्टीफिकेट लो
5290	N	0	लीजिए आम आदमी के बाद अब सरकारों पर भी नोटबंदी का प्रतिकूल असर होने लगा। दिल्ली का टैक्स संग्रहण 50% तक गिरा। वेतन देना कठिन हुआ सरकार के लिए
5291	Y	1	50% टैक्स देके कालाधन सफेद करने के निर्णय पर कुछ लोग जिन्होने हड़बड़ी मे नोट जला दिये अपना ब्यौरा दे के मुआवजे की मॉग कर सकते है #धरना_भी
5292	Y	1	सरकार 50% टैक्स लेकर काले धन को सफेद कर रही है। #झूठ_लूट_की_सरकार भाई पहले तुम लाईन सीधे रखो
5293	Y	1	कभी धर्म के नाम से डराता है। कभी CBI के नाम से डराता है। अब इनकम टैक्स के नाम से डरा रहा है। #मोदी_फिरकी_ले_रहा_है
