QuesId,SectionId,ContextId,Question,Answer,Reference
83,Book01_15,100,Question: Who delivered the Nagas from a fiery death according to the text?,Answer: Astika delivered the Nagas from a fiery death according to the text.,"Reference: The second sentence of the text states, ""After that sacrifice had commenced for the destruction of the snakes, Astika delivered the Nagas, viz., his brothers and maternal uncles and other snakes (from a fiery death)."""
84,Book01_15,100,Question: How did Jaratkaru gratify his ancestors according to the text?,Answer: Jaratkaru gratified his ancestors by begetting offspring according to the text.,"Reference: The fourth sentence of the text states, ""And he delivered his fathers also by begetting offspring."""
85,Book01_15,100,Question: What did Jaratkaru do to discharge his debt to his sires according to the text?,Answer: Jaratkaru discharged his debt to his sires by begetting offspring according to the text.,"Reference: The fifth sentence of the text states, ""Thus Jaratkaru of rigid vows discharged the heavy debt he owed to his sires who being thus relieved from bondage ascended to heaven."""
86,Book01_16,101,Question: Who were the two daughters of Prajapati that became the wives of Kasyapa according to the text?,Answer: Kadru and Vinata were the two daughters of Prajapati that became the wives of Kasyapa according to the text.,"Reference: The third sentence of the text states, ""Named Kadru and Vinata, they became the wives of Kasyapa."""
87,Book01_16,101,Question: What boon did Kadru ask from Kasyapa according to the text?,Answer: Kadru asked for a boon to have for sons a thousand snakes all of equal splendour according to the text.,"Reference: The seventh sentence of the text states, ""Kadru wished to have for sons a thousand snakes all of equal splendour."""
88,Book01_16,101,Question: How many sons did Vinata wish to bring forth according to the text?,Answer: Vinata wished to bring forth two sons according to the text.,"Reference: The eighth sentence of the text states, ""And Vinata wished to bring forth two sons surpassing the thousand offsprings of Kadru in strength, energy, size of body, and prowess."""
89,Book01_16,102,Question: What was the curse that the child in the broken egg gave to Vinata according to the text?,Answer: The curse that the child in the broken egg gave to Vinata was that she would serve as a slave and could only be delivered by the child in the other egg if she waited for five hundred years without breaking it according to the text.,"Reference: The ninth to eleventh sentences of the text state, ""At this, the child in the egg became angry and cursed his mother, saying. 'Since thou hast prematurely broken this egg, thou shall serve as a slave. Shouldst thou wait five hundred years and not destroy, or render the other egg half-developed, by breaking it through impatience, then the illustrious child within it will deliver thee from slavery!"""
90,Book01_16,102,Question: Who was the charioteer of Surya according to the text?,Answer: The charioteer of Surya was the child in the broken egg who rose to the sky according to the text.,"Reference: The twelfth sentence of the text states, ""Thus cursing his mother, the child rose to the sky. O Brahmana, even he is the charioteer of Surya, always seen in the hour of morning!"""
91,Book01_16,102,Question: What was the name of the son of Vinata who came out of the other egg according to the text?,Answer: The name of the son of Vinata who came out of the other egg was Garuda according to the text.,"Reference: The fourteenth sentence of the text states, ""Then at the expiration of the five hundred years, bursting open the other egg, out came Garuda, the serpent-eater."""
92,Book01_17,103,Question: What was the name of the steed that arose at the churning of the Ocean for nectar according to the text?,Answer: The name of the steed that arose at the churning of the Ocean for nectar was Uchchaihsravas according to the text.,"Reference: The second sentence of the text states, ""O ascetic, about this time the two sisters saw approaching near, that steed of complacent appearance named Uchchaihsravas who was worshipped by the gods, that gem of steeds, who arose at the churning of the Ocean for nectar."""
93,Book01_17,103,Question: What was the name of the mountain where the celestials sat in conclave according to the text?,Answer: The name of the mountain where the celestials sat in conclave was Meru according to the text.,"Reference: The fourth sentence of the text states, ""There is a mountain named Meru, of blazing appearance, and looking like a heap of effulgence."""
94,Book01_17,103,Question: Who suggested to churn the Ocean with the gods and the Asuras according to the text?,Answer: Narayana suggested to churn the Ocean with the gods and the Asuras according to the text.,"Reference: The fourteenth sentence of the text states, ""Seeing the celestial assembly in anxious mood Nara-yana said to Brahman, 'Do thou churn the Ocean with the gods and the Asuras."""
95,Book01_18,104,Question: What was the name of the mountain that the gods wanted to use as a churning rod according to the text?,Answer: The name of the mountain that the gods wanted to use as a churning rod was Mandara according to the text.,"Reference: The first sentence of the text states, ""There is a mountain called Mandara adorned with cloud-like peaks."""
96,Book01_18,104,Question: Who tore up the mountain and brought it to the shore of the Ocean according to the text?,"Answer: Ananta, the prince of snakes, tore up the mountain and brought it to the shore of the Ocean according to the text.","Reference: The seventh and eighth sentences of the text state, ""The powerful Ananta, directed thereto both by Brahman and Narayana, O Brahmana, tore up the mountain with the woods thereon and with the denizens of those woods. And the gods came to the shore of the Ocean with Ananta and addressed the Ocean, saying, 'O Ocean; we have come to churn thy waters for obtaining nectar.'"""
97,Book01_18,104,Question: Who agreed to hold the mountain on his back according to the text?,Answer: The king of tortoises agreed to hold the mountain on his back according to the text.,"Reference: The eleventh and twelfth sentences of the text state, ""The gods then went to the king of tortoises and said to him, 'O Tortoise-king, thou wilt have to hold the mountain on thy back!' The Tortoise-king agreed, and Indra contrived to place the mountain on the former's back."""
98,Book01_18,105,Question: What did the gods and the Asuras use as a churning staff and a cord according to the text?,Answer: The gods and the Asuras used Mandara as a churning staff and Vasuki as a cord according to the text.,"Reference: The first sentence of the text states, ""And the gods and the Asuras made of Mandara a churning staff and Vasuki the cord, and set about churning the deep for amrita."""
99,Book01_18,105,Question: What issued from Vasuki's mouth in consequence of the stretch he received according to the text?,Answer: Black vapours with flames issued from Vasuki's mouth in consequence of the stretch he received according to the text.,"Reference: The fourth sentence of the text states, ""And in consequence of the stretch Vasuki received at the hands of the gods and the Asuras, black vapours with flames issued from his mouth."""
100,Book01_18,105,Question: How did Indra extinguish the fire that was produced by the mutual friction of the trees on Mandara according to the text?,Answer: Indra extinguished the fire by pouring down heavy showers according to the text.,"Reference: The last sentence of the text states, ""Then Indra extinguished that fire by pouring down heavy showers."""
101,Book01_19,111,Question: What did the Danavas hurl down from the sky to harass the gods according to the text?,Answer: The Danavas hurled down thousands of mountains from the sky to harass the gods according to the text.,"Reference: The second sentence of the text states, ""On the other hand, the Danavas, white as the clouds from which the rain hath dropped, possessing great strength and bold hearts, ascended the sky, and by hurling down thousands of mountains, continually harassed the gods."""
102,Book01_19,111,Question: Who appeared at the scene of the conflict between the Asuras and the Ganas and reduced the rocks to dust according to the text?,Answer: The divine Nara appeared at the scene of the conflict between the Asuras and the Ganas and reduced the rocks to dust according to the text.,"Reference: The seventh sentence of the text states, ""Then the divine Nara appeared at the scene of the dreadful conflict between the Asuras and the Ganas (the followers of Rudra), and reducing to dust those rocks by means of his gold-headed arrows, he covered the heavens with dust."""
103,Book01_19,111,Question: To whom did Indra and the other deities make over the vessel of Amrita for careful keeping according to the text?,Answer: Indra and the other deities made over the vessel of Amrita to Narayana for careful keeping according to the text.,"Reference: The last sentence of the text states, ""And the gods, on returning to the heavens, rejoiced greatly, and Indra and the other deities made over to Narayana the vessel of Amrita for careful keeping."""
104,Book01_20,113,Question: What did Kadru order her sons to do in order to practise a deception according to the text?,Answer: Kadru ordered her sons to transform themselves into black hair and speedily cover the horse's tail in order to practise a deception according to the text.,"Reference: The third sentence of the text states, ""And Kadru, bent upon practising a deception, ordered her thousand sons to transform themselves into black hair and speedily cover the horse's tail in order that she might not become a slave."""
105,Book01_20,113,Question: What was the curse that Kadru pronounced on her sons for refusing to do her bidding according to the text?,Answer: The curse that Kadru pronounced on her sons was that they would be consumed by Agni during the snake-sacrifice of king Janamejaya according to the text.,"Reference: The fifth sentence of the text states, ""But her sons, the snakes, refusing to do her bidding, she cursed them, saying, 'During the snake-sacrifice of the wise king Janamejaya of the Pandava race, Agni shall consume you all.'"""
106,Book01_20,113,Question: What knowledge did Brahman impart to Kasyapa after comforting him according to the text?,Answer: Brahman imparted to Kasyapa the knowledge of neutralising poison after comforting him according to the text.,"Reference: The last sentence of the text states, ""Saying this, the divine Creator of the Universe comforted Kasyapa and imparted to that illustrious one the knowledge of neutralising poison."""
107,Book01_21,116,Question: What did the two sisters Kadru and Vinata lay a wager about?,Answer: Slavery.,"Reference: ""the two sisters Kadru and Vinata, having laid a wager about slavery"" "
108,Book01_21,116,Question: What is the Ocean?,"Answer: The Ocean is a vast and deep receptacle of waters that is full of fishes large enough to swallow the whale, and abounding with huge makaras and creatures of various forms by thousands. It is also rendered inaccessible by the presence of other terrible, monster-shaped, dark, and fierce aquatic animals. It is the mine of all kinds of gems, the home of Varuna (the water-God), the excellent and beautiful residence of the Nagas, the lord of all rivers, the abode of the subterranean fire, the friend (or asylum) of the Asuras, the terror of all creatures, the grand reservoir of water, and ever immutable. It is holy, beneficial to the gods, and is the great source of nectar; without limits, inconceivable, sacred, and highly wonderful. It is dark, terrible with the sound of aquatic creatures, tremendously roaring, and full of deep whirl-pools. It is an object of terror to all creatures.","Reference: ""On their way they saw the Ocean...It is holy...It is dark...It is an object of terror to all creatures."""
109,Book01_21,116,Question: What caused disturbance in the waters of the Ocean?,Answer: The waters were formerly disturbed in consequence of the agitation caused within them by Lord Govinda when he had assumed the form of a wild boar for raising the (submerged) Earth.,"Reference: ""its waters were formerly disturbed in consequence of the agitation caused within them by Lord Govinda...when he had assumed the form of a wild boar for raising the (submerged) Earth."""
110,Book01_22,118,Question: What did the Nagas do to fulfill their mother's bidding?,Answer: The Nagas went and became hairs in the horse's tail to make it black.,"Reference: ""They said, 'We will certainly render the horse's tail black.' And it is said that they then went and became hairs in the horse's tail."""
111,Book01_22,118,Question. Who laid the wager?,"Answer: The two sisters Kadru and Vinata, the daughters of Daksha.","Reference: ""the two sisters Kadru and Vinata, the daughters of Daksha, proceeded in great delight along the sky to see the other side of the Ocean."""
112,Book01_22,118,Question. What did the Nagas fear would happen if they did not do their mother's bidding?,Answer: The Nagas feared that their mother might withdraw her affection and burn them all.,"Reference: ""The Nagas after consultation arrived at the conclusion that they should do their mother's bidding, for if she failed in obtaining her desire she might withdraw her affection and burn them all."""
113,Book01_23,121,Question: What did Kadru do to Vinata after they both beheld the horse?,Answer: Kadru put Vinata into slavery.,"Reference: ""And observing many black hairs in the tail, Kadru put Vinata, who was deeply dejected, into slavery."""
114,Book01_23,121,Question: Who burst forth from the egg without the help of his mother?,Answer: Garuda.,"Reference: ""In the meantime, when his time came, burst forth from the egg without (the help of his) mother, Garuda of great splendour..."""
115,Book01_23,121,Question: Who did the deities seek protection from when they saw Garuda?,Answer: The deities sought protection from Vibhavasu (Agni).,"Reference: ""And all the deities seeing him, sought the protection of Vibhavasu (Agni)."""
116,Book01_23,122,"Question: Who is being addressed as the ""Lord of birds"" in the text?",Answer: Garuda,"Reference: ""The gods said, 'Thou art a Rishi (i.e., one cognisant of all mantras), share of the largest portion in sacrifices, ever resplendent, the controller along with the Rishi wended their way towards Garuda and adored him of birds, the presiding spirit of the animate and the inanimate universe."""
117,Book01_23,122,Question: What is Garuda described as in the text?,Answer: The presiding spirit of the animate and the inanimate universe.,"Reference: ""Thou art the destroyer of all, the creator of all; thou art the very Hiranyagarbha; thou art the progenitor of creation in the form of Daksha and the other Prajapatis; thou art Indra (the king of the gods), thou art Hayagriva the steed necked incarnation of Vishnu; thou art the arrow (Vishnu himself, as he became such in the hands of Mahadeva at the burning of Tripura); thou art the lord of the universe; thou art the mouth of Vishnu; thou art the four-faced Padmaja; thou art the Brahmana (i.e., wise), thou art Agni, Pavana, etc. (i.e., the presiding deity of every object in the universe)."""
118,Book01_23,122,Question: What qualities or attributes are associated with Garuda in the text?,"Answer: Garuda is described as the destroyer of all, the creator of all, the lord of the universe, the all-pervading spirit, the great Truth, and the possessor of the six high attributes, among others.","Reference: ""Thou art the destroyer of all, the creator of all; thou art the very Hiranyagarbha; thou art the progenitor of creation in the form of Daksha and the other Prajapatis; thou art Indra (the king of the gods), thou art Hayagriva the steed necked incarnation of Vishnu; thou art the arrow (Vishnu himself, as he became such in the hands of Mahadeva at the burning of Tripura); thou art the lord of the universe; thou art the mouth of Vishnu; thou art the four-faced Padmaja; thou art the Brahmana (i.e., wise), thou art Agni, Pavana, etc. (i.e., the presiding deity of every object in the universe)."""
119,Book01_23,122,Question: What is the plea or request made to Garuda in the text?,"Answer: The gods seek Garuda's protection and mercy, asking him to pacify his anger and preserve them. They also ask for good fortune and joy.","Reference: ""O thou best of birds, thou Lord of all, thou art the son of the merciful and high-souled Rishi Kasyapa; therefore, be not wroth but have mercy on the universe. Thou art Supreme. O pacify thy anger and preserve us. [...] O illustrious one, bestow on us good fortune and joy."""
120,Book01_24,124,"Question: Who is the bird mentioned in the text, and what did it do to its own body?","Answer: The bird mentioned is Garuda, and it diminished its size.","Reference: ""Sauti said, 'Then hearing of and beholding his own body, that bird of beautiful feathers diminished its size.'"""
121,Book01_24,124,Question: Why did Garuda decide to diminish its energy?,Answer: Garuda decided to diminish its energy because the other creatures were afraid of its terrible form.,"Reference: ""And Garuda said, 'Let no creature be afraid; as ye are in a fright at the sight of my terrible form, I shall diminish my energy.'"""
122,Book01_24,124,"Question: Where did Garuda take Aruna, and what was his purpose?",Answer: Garuda took Aruna to the eastern regions and placed him there. This happened at a time when Surya (the Sun) had resolved to burn the worlds with his fierce rays.,"Reference: ""Then that bird capable of going everywhere at will, that ranger of the skies capable of calling to his aid any measure of energy, bearing Aruna on his back, wended from his father's home and arrived at his mother's side on the other shore of the great ocean. And he placed Aruna of great splendour in the eastern regions, just at a time when Surya had resolved to burn the worlds with his fierce rays."""
123,Book01_24,124,"Question: What led to Surya's decision to burn the worlds, and who provoked his ire?","Answer: Surya's decision to burn the worlds was a result of his enmity towards Rahu, who had sought to devour him. Rahu was pointed out to the gods by Surya and Soma during the churning of the ocean, and this caused Rahu to hold a grudge against them.","Reference: ""O sinless one, when Rahu was drinking nectar among the gods at the time of the churning of the ocean he was pointed out to the gods by Surya and Soma, and from that time he conceived an enmity towards those deities."""
124,Book01_24,125,Question: Who was appointed as Surya's charioteer to prevent the destruction of the world?,"Answer: Aruna, the brother of Garuda, was appointed as Surya's charioteer.","Reference: ""The intelligent son of Kasyapa is known to all by the name of Aruna. He is huge of body and of great splendour; he shall stay in front of Surya, doing the duty of his charioteer and taking away all the energy of the former."""
125,Book01_25,127,Question: Who requested Vinata to take her to a delightful and fair region inhabited by the Nagas?,"Answer: Kadru, the mother of the snakes, requested Vinata to take her there.","Reference: ""Once Kadru calling Vinata who had prostrated herself before the former, addressed her these words in the presence of her son, 'O gentle Vinata, there is in the midst of the ocean, in a remote quarter, a delightful and fair region inhabited by the Nagas. Bear me thither!'"""
126,Book01_25,127,Question: Who carried the snakes on his back as directed by his mother?,"Answer: Garuda, the bird born of Vinata, carried the snakes on his back.","Reference: ""And Garuda also, directed by his mother's words, carried (on his back) the snakes."""
127,Book01_25,127,Question: What happened to the snakes as they ascended towards the Sun?,Answer: The snakes were scorched by the rays of the Sun and swooned away.,"Reference: ""And thereupon the snakes, scorched by the rays of the Sun, swooned away."""
128,Book01_25,127,Question: Who did Kadru pray to for the protection of the snakes?,Answer: Kadru prayed to Indra for the protection of the snakes.,"Reference: ""And Kadru seeing her sons in that state prayed to Indra, saying, 'I bow to thee, thou Lord of all the gods! I bow to thee, thou slayer of Vritra! I bow to thee, thou slayer of Namuchi! O thou of a thousand eyes, consort of Sachi! By thy showers, be thou the protector of the snakes scorched by the Sun."""
129,Book01_25,127,Question: What aspects and qualities of Indra are praised in Kadru's prayer?,"Answer: Kadru praised Indra as the slayer of Vritra and Namuchi, the lord of all the gods, the protector of the snakes scorched by the Sun, the one with a thousand eyes, the ruler of the gods, and the deity associated with various elements and celestial phenomena.","Reference: ""O thou best of the deities, thou art our great protector. O Purandara, thou art able to grant rain in torrents. Thou art Vayu (the air), the clouds, fire, and the lightning of the skies. Thou art the propeller of the clouds, and hast been called the great cloud (i.e., that which will darken the universe at the end of Yuga). Thou art the fierce and incomparable thunder, and the roaring clouds. Thou art the Creator of the worlds and their Destroyer. Thou art unconquered. Thou art the light of all creatures, Aditya, Vibhavasu, and the wonderful elements. Thou art the ruler of all the gods."""
130,Book01_27,130,Question: Where did the Nagas arrive with the help of Garuda?,"Answer: The Nagas arrived at an island, which was the abode of the makaras (a mythical creature).","Reference: ""And borne by that bird of fair feathers, they soon arrived at the island. That island had been fixed by the Creator of the Universe as the abode of the makaras."""
131,Book01_27,130,Question: How was the island described where the Nagas arrived?,"Answer: The island was described as having a beautiful forest washed by the waters of the sea, clusters of fruit-laden trees, fair mansions, lotus-filled tanks, pure water lakes, refreshing incense-breathing breezes, and tall trees that seemed to reach the heavens.","Reference: ""And there they saw a beautiful forest washed by the waters of the sea and resounding with the music of winged choirs. And there were clusters of trees all around laden with various fruits and flowers. And there were also fair mansions all around; and many tanks full of lotuses. And it was also adorned with many lakes of pure water. And it was refreshed with pure incense-breathing breezes. And it was adorned with many a tree that grew only on the hills of Malaya, and seemed by their tallness to reach the very heavens."""
132,Book01_27,130,Question: Who found the forest on the island charming and delightful?,"Answer: The sons of Kadru, referring to the Nagas, found the forest on the island charming and delightful.","Reference: ""And, echoing with the notes of various birds, it delighted greatly the sons of Kadru."""
133,Book01_28,133,Question: What did Garuda ask his mother Vinata regarding a Brahmana's form and behavior?,"Answer: Garuda asked Vinata about the form, behavior, and auspicious signs by which he could recognize a Brahmana.","Reference: ""Garuda then asked, 'O mother, of what form is a Brahmana, of what behaviour, and of what prowess? Doth he shine like fire, or is he of tranquil mien? And, O mother, it behoveth thee to tell my inquiring self, those auspicious signs by which I may recognise a Brahmana.'"""
134,Book01_28,133,Question: What did Vinata advise Garuda regarding slaying a Brahmana?,"Answer: Vinata advised Garuda that a Brahmana should never be slain, even in anger. She compared a Brahmana to fire or the Sun and emphasized their significance and adoration.","Reference: ""'But let not thy heart be ever set on taking the life of a Brahmana. Of all creatures a Brahmana must not be slain. He is, indeed, like fire. A Brahmana, when angry, becomes like fire or the Sun, like poison or an edged weapon. A Brahmana, it has been said, is the master of all creatures. For these and other reasons, a Brahmana is the adored of the virtuous.'"""
135,Book01_28,133,Question: How did Vinata describe a good Brahmana in terms of their effect on Garuda?,"Answer: Vinata told Garuda that a good Brahmana would cause him agony like a fish-hook or burning charcoal if they entered his throat. She advised him never to harm a Brahmana, even in anger.","Reference: ""'O child, him shouldst thou know as the best amongst Brahmanas who having entered thy throat would torture thee as a fish-hook or burn thee as blazing charcoal. A Brahmana must never be slain by thee even in anger.'"""
136,Book01_28,133,Question: What blessings and protections did Vinata invoke for Garuda before he embarked on his mission?,"Answer: Vinata invoked the protection of Marut (the god of the winds), Surya, Soma, Agni, and the Vasus for Garuda. She also mentioned that she would remain engaged in beneficial ceremonies for his welfare.","Reference: ""'Let Marut (the god of the winds) protect thy wings, and Surya and Soma thy vertebral regions; let Agni protect thy head, and the Vasus thy whole body. I also, O child (engaged in beneficial ceremonies), shall sit here for your welfare. Go then, O child, in safety to accomplish thy purpose.'"""
137,Book01_29,138,Question: Who are the two beings engaged in hostilities with each other?,"Answer: The two beings engaged in hostilities are Supritika, who has become an elephant, and Vibhavasu, who has become a tortoise.","Reference: ""And thus on account of wealth those two fools, Supritika and Vibhavasu, from each other's curse, have become an elephant and a tortoise respectively. Owing to their wrath, they have both become inferior animals."""
138,Book01_29,138,Question: What are the respective measurements of the elephant and the tortoise?,"Answer: The elephant is six yojanas in height and twice that measure in circumference, while the tortoise is three yojanas in height and his circumference is ten.","Reference: ""And the elephant is six yojanas in height and twice that measure in circumference. And the height of the tortoise also is three yojanas and his circumference ten."""
139,Book01_29,138,Question: What task is Garuda instructed to accomplish after consuming the elephant and the tortoise?,Answer: Garuda is instructed to consume both the elephant and the tortoise and then bring amrita (nectar).,"Reference: ""Eat thou up both of them that are madly engaged in the encounter and bent upon slaying each other, and then accomplish the task that thou desirest. Eating that fierce elephant which looketh like a huge mountain and resembleth a mass of dark clouds, bring thou amrita."""
140,Book01_29,140,Question: What did Garuda do after being addressed by his father?,"Answer: Garuda, after being addressed by his father, went to the side of the lake and seized the elephant and the tortoise, one in each claw.","Reference: ""Garuda, thus addressed by his father, wended to the side of that lake. He saw that expanse of clear water with birds of various kinds all around. And remembering the words of his father, that ranger of the skies possessed of great swiftness of motion, seized the elephant and the tortoise, one in each claw."""
141,Book01_29,140,Question: What did Garuda encounter when he soared high into the air with the elephant and the tortoise?,Answer: Garuda encountered sacred divine trees that began to shake with fear due to the wind raised by his wings. He then went to other trees of incomparable appearance adorned with golden and silver fruits and branches of precious gems.,"Reference: ""And struck by the wind raised by his wings, those trees began to shake with fear. And those divine trees having golden boughs feared that they would break. And the ranger of the skies seeing that those trees capable of granting every wish were quaking with fear, went to other trees of incomparable appearance. And those gigantic trees were adorned with fruits of gold and silver and branches of precious gems."""
142,Book01_29,140,Question: What happened when Garuda alighted upon a large branch of the banian tree?,"Answer: The branch of the banian tree, upon which Garuda alighted, shook and broke down under the weight of the bird, resembling a mountain, and his swift landing.","Reference: ""When that best of birds, of great swiftness and of body resembling a mountain, quickly alighted upon a bough of that banian tree, the resort of thousands of winged creatures-that bough also full of leaves shook and broke down."""
143,Book01_30,142,Question: Why did Garuda go to the mountain called Gandhamadana?,Answer: Garuda went to the mountain called Gandhamadana because he desired to save the Valakhilyas but could not find a spot to sit down with the elephant and the tortoise.,"Reference: ""Desiring as he did to save the Valakhilyas, he saw not a spot whereon to sit. At last, he went to that foremost of mountains called Gandhamadana."""
144,Book01_30,142,Question: Who did Garuda encounter at Gandhamadana mountain?,"Answer: Garuda encountered his father, Kasyapa, who was engaged in ascetic devotions.","Reference: ""There he saw his father Kasyapa engaged in ascetic devotions."""
145,Book01_30,142,Question: How did Kasyapa respond to Garuda's presence and his mission to save the Valakhilyas?,"Answer: Kasyapa spoke to Garuda, advising him not to commit a rash act that would cause him pain. Kasyapa also propitiated the Valakhilyas and requested their permission for Garuda's task.","Reference: ""Kasyapa said, 'O child, do not commit a rash act, for then thou wouldst have to suffer pain.'... And Kasyapa said, 'Ye whose wealth is asceticism, the essay of Garuda is for the good of all creatures. The task is great that he is striving to accomplish. It behoveth you to accord him your permission.'"""
146,Book01_30,143,Question: Where did Kasyapa instruct Garuda to throw the arm of the tree?,"Answer: Kasyapa instructed Garuda to throw the arm of the tree in a mountain without human beings, characterized by caves and dales always covered with snow and inaccessible to ordinary creatures.","Reference: ""Then Kasyapa spoke of a mountain without human beings with caves and dales always covered with snow and incapable of approach by ordinary creatures even in thought."""
147,Book01_30,143,Question: How did Garuda reach the designated mountain after receiving instructions from Kasyapa?,"Answer: Garuda, bearing the branch, the elephant, and the tortoise, proceeded with great speed towards the designated mountain. He flew at an incredible speed, covering hundreds of thousands of yojanas within the shortest time.","Reference: ""The great bird bearing that branch, that elephant, and that tortoise, proceeded with great speed towards that mountain... Garuda, the lord of birds, then flew away for hundreds of thousands of yojanas within--the shortest time."""
148,Book01_30,143,Question: What happened when Garuda let fall the gigantic bough on the designated mountain?,"Answer: The falling bough caused a great noise, shaking the prince of mountains and striking the trees. The peaks adorned with gems and gold fell on all sides, and the trees, bright as gold, dropped down upon the ground, resembling clouds charged with lightning and shining as if bathed in the sun's rays.","Reference: ""And going according to the directions of his father to that mountain almost in a moment, that ranger of the skies let fall the gigantic bough... And the peaks decked with gems and gold adorning that great mountain itself, were loosened and fell down on all sides... And those trees, bright as gold, falling down upon the ground and, dyed with mountain metals, shone as if they were bathed in the rays of the sun."""
149,Book01_30,145,"Question: What omens appeared among the gods, indicating fear?","Answer: Various omens appeared among the gods, including Indra's favourite thunderbolt blazing up in fright, meteors with flames and smoke falling during the day, and the weapons of different gods spending their force against one another.","Reference: ""And various omens began to appear among the gods foreboding fear. Indra's favourite thunderbolt blazed up in fright. Meteors with flames and smoke, loosened from the welkin, shot down during the day. And the weapons of the Vasus, the Rudras, the Adityas, the Sabhyas, the Maruts, and other gods, began to spend their force against one another."""
150,Book01_30,145,Question: What did the gods notice about their garlands and prowess?,"Answer: The flowery garlands on the necks of the gods faded, and their prowess suffered diminution.","Reference: ""And the flowery garlands on the necks of the gods faded and their prowess suffered diminution."""
151,Book01_30,145,"Question: Who is approaching to take away the Soma, according to Vrihaspati?","Answer: Vrihaspati informs Indra that the son of Kasyapa and Vinata, a ranger of the skies endowed with great strength and the ability to assume any form, is approaching to take away the Soma.","Reference: ""it is from thy fault and carelessness, and owing also to the ascetic penance of the high-souled great Rishis, the Valakhilyas, that the son of Kasyapa and Vinata, a ranger of the skies endued with great strength and possessing the capacity of assuming at will any form, is approaching to take away the Soma."""
152,Book01_30,146,Question: How did the gods prepare themselves to protect the amrita?,"Answer: The gods wore curious breastplates of gold set with gems and bright leathern armor, and they wielded various sharp-edged weapons of terrible shapes, including discs, iron maces, tridents, battle-axes, sharp-pointed missiles, and polished swords.","Reference: ""And the gods wore curious breastplates of gold, of great value, and set with gems, and bright leathern armour of great toughness. And the mighty deities wielded various sharp-edged weapons of terrible shapes, countless in number..."""
153,Book01_30,146,Question: What did the gods do to alleviate their fears and protect the amrita?,"Answer: The gods, of incomparable strength, energy, and splendor, resolved to protect the amrita. They displayed themselves in resplendent forms and stood surrounding the amrita, ready to defend it.","Reference: ""And decked with celestial ornaments and resplendent with those bright arms, the gods waited there, their fears allayed. And the gods, of incomparable strength, energy, and splendour, resolved to protect the amrita."""
154,Book01_30,146,Question: How did the battle-field appear with the gods and their weapons?,"Answer: The battle-field, with the presence of hundreds of thousands of maces furnished with iron spikes held by the gods, shone like another firmament illuminated by the rays of the Sun.","Reference: ""And in consequence of the gods standing there, that (would be) battle-field, owing to hundreds of thousands of maces furnished with iron spikes, shone like another firmament illumined by the rays of the Sun."""
155,Book01_31,148,Question: Why did Indra insult the Rishis carrying a single stalk of a Palasa leaf?,"Answer: Indra insulted the Rishis because he was proud of his strength and laughed at them in derision, passing over their heads, as he considered their task of carrying the leaf insignificant compared to his own feat.","Reference: ""And Purandara, proud of his strength, beheld them with surprise, and laughing at them in derision soon left them behind insulting them, besides, by passing over their heads."""
156,Book01_31,148,Question: What did the Rishis pray for in their sacrifice?,"Answer: The Rishis prayed for the rise of another Indra who would be capable of going everywhere, mustering any measure of energy, and striking fear into the present king of the gods. They desired the birth of an Indra who would be fleet as the mind and fierce.","Reference: ""By the fruit of our ascetic penance, let one arise, fleet as the mind, and fierce withal."""
157,Book01_31,148,Question: How did Kasyapa respond to the Valakhilyas' desire to create another Indra?,"Answer: Kasyapa, upon hearing their wish, pacified the Valakhilyas and urged them not to falsify the word of Brahman. He advised them to let their purpose be fulfilled by creating an Indra of winged creatures, endued with excess strength, and to be gracious to Indra who sought their protection.","Reference: ""The Prajapati Kasyapa pacifying them, spake unto them as follows, 'By the word of Brahman, this one (Indra) hath been made the Lord of the three worlds. Ye ascetics, ye also are striving to create another Indra! Ye excellent ones, it behoveth you not to falsify the word of Brahman. Let not also this purpose, for (accomplishing) which ye are striving, be rendered futile. Let there spring an Indra (Lord) of winged creatures, endued with excess of strength! Be gracious unto Indra who is a suppliant before you.'"""
158,Book01_33,154,Question: What did Garuda encounter near the Soma?,"Answer: Garuda encountered two great snakes stationed near the Soma for guarding it. These snakes were of blazing fire, had tongues bright as the lightning-flash, emitted fire from their mouths, and had blazing eyes containing poison. They were always angry, of great activity, and their gaze could instantly reduce anyone to ashes.","Reference: ""Within the line of the wheel, he beheld, stationed there for guarding the Soma two great snakes of the effulgence of blazing fire, with tongues bright as the lightning-flash, of great energy, with mouth emitting fire, with blazing eyes, containing poison, very terrible, always in anger, and of great activity. Their eyes were ceaselessly inflamed with rage and were also winkless."""
159,Book01_33,154,Question: How did Garuda overcome the snakes guarding the Soma?,"Answer: Garuda covered the eyes of the snakes with dust, rendering them unable to see him, and then attacked them from all sides, mangled their bodies into pieces, and defeated them.","Reference: ""The bird of fair feathers suddenly covered their eyes with dust. And unseen by them he attacked them from all sides. And the son of Vinata, that ranger of the skies, attacking their bodies, mangled them into pieces."""
