,account,Text
2486,gareeb_bhartiya,"RT @beekaboo_: ""Ab baat nahi hoti"" is probably the saddest end of a friendship."
2487,gareeb_bhartiya,"@_garrywalia sample size is larger than @IndiaToday poll...
they are just creating hype. I don't know why there result is not 100% in Modi's support... 😆"
2488,gareeb_bhartiya,"@kapsology @Aam_Nationalist @BJP4Delhi @narendramodi @AmitShah कोई बिल्कुल भी नहीं हसेगा, रिकवरी रेट बढ़ा हुआ और डैथ रेट घटा हुआ सिर्फ इसलिए दिख रहा है, क्योंकि केस बहुत तेजी से बढ़कर सैंपल साइज बढ़ा रहे हैं। 🙄"
2489,gareeb_bhartiya,"@deerao @PMOIndia @narendramodi_in @Narendra_Moodi_ @Troll_Modi Plz do the needful...
Thanks"
2490,gareeb_bhartiya,@AamAadmiParty Are you anti-bjp or not?
2491,gareeb_bhartiya,"RT @ShashiTharoor: A poll of 7,716 out of total 17.3 million @TwitterIndia users  is actually a more representative sample than 12,151 out…"
2492,gareeb_bhartiya,"RT @ReallySwara: As I said, serial liars OpIndia and Reoublic need to be charged for criminal defamation, for misleading the public, for wh…"
2493,gareeb_bhartiya,"@PankajPuniaINC भारतीय हैंडलूम बोर्ड भंग कर दिया गया है।

बस कुछ करोड़ लोगों की रोजी रोटी इससे चलती थी। बाकी आपके खुश रहने की पर्याप्त खबरें हैं ही आपके पास।"
2494,gareeb_bhartiya,"भारतीय हैंडलूम बोर्ड भंग कर दिया गया है।

बस कुछ करोड़ लोगों की रोजी रोटी इससे चलती थी। बाकी आपके खुश रहने की पर्याप्त खबरें हैं ही आपके पास।"
2495,gareeb_bhartiya,"RT @BikramPost: एक सर्वे के मुताबिक 76% लोग मुझे प्रधान मंत्री के रूप में देखना चाहते हैं. ✌
ये सर्वे मैंने खुद करवाया और उन्हीं लोगों के…"
2496,gareeb_bhartiya,RT @rakhitripathi: Khud ke kagaz gayab karake humse kehte ho kagaz dhoondo.
2497,gareeb_bhartiya,"RT @RahulGandhi: जब जब देश भावुक हुआ, फ़ाइलें ग़ायब हुईं।

माल्या हो या राफ़ेल, मोदी या चोक्सी... 
गुमशुदा लिस्ट में लेटेस्ट हैं चीनी अति…"
2498,gareeb_bhartiya,RT @SanjayAzadSln: आज मुझे एक दलित नेता ने फोन किया बोले भाई साहेब राष्ट्रपति दलित उन्हें नही बुलाया गया उप मुख्यमंत्री मौर्या उन्हें नही…
2499,gareeb_bhartiya,"@akshaykumar Aaya to corona hai, baaki tu dalaali kar le government ki... 🙄😛"
2500,gareeb_bhartiya,"RT @sudhirchaudhary: Most of the people in Ayodhya want education, employment, roads and development rather than a mandir or masjid. They w…"
2501,gareeb_bhartiya,"@SrBachchan maa ki aankh, is mistake se to indian economy ki mummy didi hone waali the...
thanks dada, samay rahte bacha liye aap... 🙄🧐😁"
2502,gareeb_bhartiya,"RT @umashankarsingh: इस तस्वीर पर @PMOIndia और स्वयं पीएम @narendramodi की तरफ़ से आपत्ति जताई जानी चाहिए।

उम्मीद है राम के क़द को छोटा दि…"
2503,gareeb_bhartiya,RT @ShashankSArora: Our PM isn’t wearing a mask on national television sitting between five hundred people in a temple that didn’t even exi…
2504,gareeb_bhartiya,"@TajinderBagga Thanks @PMOIndia for this kind of democracy and secularism in your New India...
Thanks a lot again...."
2505,gareeb_bhartiya,"@ShobhaBJP @AmitShah @JPNadda @narendramodi @ManMundra @DarshanaJardosh @Sunil_Deodhar @ShriRamTeerth @smritiirani @davidfrawleyved @TVMohandasPai सही दिखाया आपने, राम मोदी चाचा से सच में बहुत छोटे हैं। 👍"
2506,gareeb_bhartiya,@ArvindKejriwal vote ke liye chutiyaape karte huye mister Kejriwal ji... pseudo BJP hai ab AAP...
2507,gareeb_bhartiya,"RT @S_swagatika_: न अल्लाह ने अपना मस्जिद बचा पाया, 
न ही राम ने अपना मंदिर 

और आप बोलते हे ये लोग दुनिया चलाते हे 🤔🤔"
2508,gareeb_bhartiya,"RT @khanumarfa: Is this the country my ancestors fought for ? 
Just can’t recognise my country anymore. 
#5thAugust"
2509,gareeb_bhartiya,"@INSANIYAT34258 Ram ne bhe patni ko chhoda tha, ram rajya he hai ye... koi kalyug nahin hai.."
2510,gareeb_bhartiya,"RT @diwani_shetl: Maturity is when you realise...

Abhishek Bachchan is better actor than Selmon Khan.

❄"
2511,gareeb_bhartiya,"RT @umashankarsingh: बहुत बढ़िया फ़ैसला! 👏👏👏

पर हेल्थ कार्ड बन जाने के बाद उसे लेकर कहाँ जाएँगे?

#HealthService"
2512,gareeb_bhartiya,RT @RahulGandhi: “The right decisions at the right time means India is better off than other countries.” PM https://t.co/ckFWi7Aztq
2513,gareeb_bhartiya,"RT @MANJULtoons: देश के लिए कोरोनिल, खुद के लिए मेदांता!"
2514,gareeb_bhartiya,@Dilipbhivate1 @AcharyaPramodk @Swamy39 और सब सन्यासी मिलकर देश को उल्लू बना रहे हैं। 🙄
2515,gareeb_bhartiya,"RT @AcharyaPramodk: भाजपा सांसद सुब्रह्मण्यम स्वामी ने कहा है कि राजीव गांधी “1985” में ही मंदिर 
बनवाना चाहते थे और “मंदिर”
निर्माण में PM…"
2516,gareeb_bhartiya,"RT @umashankarsingh: ब्रेकिंग न्यूज़ हेडलाइन 

59 चीनी ऐप बैन करने के बाद भारत की तरफ़ से चीनी कंपनियों पर एक और बड़ा आर्थिक प्रहार

IPL गव…"
2517,gareeb_bhartiya,"RT @umashankarsingh: गृहमंत्री अमित शाह का पॉज़िटिव होना आरोग्य सेतु ऐप की सबसे बड़ी विफलता है।

इसे और ज़्यादा साइंटिफिक बनाने की ज़रूरत…"
2518,gareeb_bhartiya,"@goelgauravbjp मुझे ७ बजे से पहले ना जगाना भाई, थोड़ा लेट सोता हूं। 😭"
2519,gareeb_bhartiya,@TajinderBagga @AcharyaPramodk dhamki de raha hai directly... waah re BJP ke kaarykarta... 👍
2520,gareeb_bhartiya,"RT @one_by_two: Just to clarify the jets were bought by the Indian Govt from taxpayer's money. 

Bhakts believe Modi broke his personal FD…"
2521,gareeb_bhartiya,"@satishpatel6460 @BabitaPhogat If you are thinking of purchasing in 1998 a Honda city, and still you purchased a Honda City in 2020 rather than an Audi, then there is a certain issue with a whole financial system of the family. I hope you understand."
2522,gareeb_bhartiya,"@DeepeshBajaj15 @ashucho35928086 @BabitaPhogat Answer is already given, what should I say now? 😆"
2523,gareeb_bhartiya,@nirbhaygautam @umashankarsingh @Uppolice Please do the needful. He is writing something which is not good for communal harmony.
2524,gareeb_bhartiya,"@Bishwajeet_BJP 4th generation fighter plane latest ho gaya? China khud he 5th generation ka bana raha hai...
dalaali karne se fursat mile govt ko tab ye sab soch paayegi"
2525,gareeb_bhartiya,"@BabitaPhogat और जो भी मीडिया में प्रसारित होता है, उसे बिना स्व-अध्ययन किए ही अखंड सत्य मान लेते हैं| n/n"
2526,gareeb_bhartiya,"@BabitaPhogat के डेवलपमेंट मे सहयोग, और वैश्विक कूटनीतिक विषयों पर फ्रांस का भारत का पक्ष लेना इत्यादि| 

पूरा टीवी/प्रिंट मीडिया और सोशल मीडिया लोगों को प्रोपेगैंडा मशीनरी द्वारा मानसिक रूप से अपंग बनाने पर लगा हुआ है, क्युकी ज्यादातर लोगों को मुद्दों पर गहरी जानकारी नहीं होती, 3/n"
2527,gareeb_bhartiya,"@BabitaPhogat ज्यादा एडवांस्ड हैं| राफ़ेल के आने पर खुशी में नाचने की जगह हमको इस बात पर आत्म-चिंतन करना चाहिए कि आजादी के 73 वर्षो के बाद भी हम इतने बड़े देश होने के बावजूद फ्रांस जैसे देशों से फाइटर खरीद रहे हैं| फ्रांस से इस डील के पीछे दूसरे कारण प्रमुख हैं, जैसे फाइटर जेट इंजन (कावेरी)2/n"
2528,gareeb_bhartiya,"@BabitaPhogat राफ़ेल 1980 के दशक का 4th जनरेशन फाइटर है, जिसको 2020s मे भारत को खरीदना पड़ रहा है| फ्रांस के बाहर भारत के अलावा किसी भी बड़े मिलिट्री पावर वाले देश ने इसको नहीं खरीदा है| 

चीन ख़ुद से 5th जनरेशन फाइटर (Chengdu J20 और Shenyang FC-31) डिवेलप कर चुका है जो राफ़ेल से काफी 1/n"
2529,gareeb_bhartiya,@i_turiya बिल्कुल वैसे ही जैसे शास्त्री जी कथा बांचते थे।
2530,gareeb_bhartiya,"RT @amit_tiwary7: मायावती अपने राजस्थान के विधायकों से भाजपा का साथ देने को कह रही हैं..
ये उनकी तरफ़ से सरकार को बकरीद की ED है.

#Gehlot…"
2531,gareeb_bhartiya,@BabitaPhogat logic batao iska aunty ji?
2532,gareeb_bhartiya,"RT @dhruv_rathee: Why does Kashmir still only get 2G internet? 

How are students there expected to study in online classes and complete th…"
2533,gareeb_bhartiya,"@PMOIndia @rashtrapatibhvn Hello, I want to know, why research institutions like IITs are not open for work during Covid issue? We can also work there as all other office. Labs should be open like other offices. Research work can't be done from home.
@AIRSAIndia @scholii57548696"
2534,gareeb_bhartiya,"@DN_Thakur_Ji When a saint is using his caste in his name, how can he talk about equality and equity among the people?
Does he represents all Hindu community and castes, or he belong to one caste only, or he think that he is the best that is why he is using this word in his name?"
2535,gareeb_bhartiya,@anjanaomkashyap श्रृंगार हिंदी वाली चाची 🙄
2536,gareeb_bhartiya,"RT @RahulGandhi: मैं Covid19 और अर्थव्यवस्था के बारे में सचेत करता रहा। उन्होंने मेरी चेतावनी को नहीं सुना।

नतीजा- देश पर आपदा।

मैं चीन…"
2537,gareeb_bhartiya,RT @RoflGandhi_: I have a joke on democracy but it's cracked already.
2538,gareeb_bhartiya,"RT @RahulGandhi: कोरोना काल में सरकार की उपलब्धियां:

● फरवरी- नमस्ते ट्रंप
● मार्च- MP में सरकार गिराई
● अप्रैल- मोमबत्ती जलवाई
● मई- सरका…"
2539,gareeb_bhartiya,"@ArvindKejriwal कम से कम मोदी जी की तरह झूठ ही बोल देते, कह देते कि बारिश हुई ही नहीं कहीं पर भी।"
2540,gareeb_bhartiya,RT @umashankarsingh: 30 साल बाद... https://t.co/cvUsvUo4BH
2541,gareeb_bhartiya,RT @MANJULtoons: लालू यादव जी बिहार के 'नेहरू' हैं?😲
2542,gareeb_bhartiya,"@jitinderp @v_552 Have you any proof?
ya kuch bhe bol rahe ho? 😁"
2543,gareeb_bhartiya,RT @Chunni_lal_sahu: बिल्ली की दाढ़ी बढ़ जाने से शेर नहीं बन जाती है !
2544,gareeb_bhartiya,@i_turiya oye @peta  🙄
2545,gareeb_bhartiya,RT @suryapsingh_IAS: जाग जाओ उत्तरप्रदेश वालों! आज नहीं बोले तो ज़िंदा लाश की तरह तमाशा देखोगे। 10 पुलिस वालों को बेरहमी से मारने वाले विका…
2546,gareeb_bhartiya,"RT @taapsee: 🤔 
Acha.
#ImportantToKnow"
2547,gareeb_bhartiya,@auqhsinat Attracted to Sagittarius... Apni baat Kab hui? 🧐
2548,gareeb_bhartiya,@mandhana_smriti Happy Birthday to you ☺️☺️
2549,gareeb_bhartiya,"RT @SaketGokhale: Important update on PM CARES ventilator scam:

I'd filed an RTI with state-owned Bharat Electronics Ltd. (BEL) which is s…"
2550,gareeb_bhartiya,@PiyushGoyal बेरोजगारी को मैंने अभी अभी इंटरनेशनल फ्लाइट टिकट खरीदते हुए देखा है। 🙄
2551,gareeb_bhartiya,"RT @Being_jaatni: उसने कहा हिचकी आएगी 
हम हाथ में पानी लिए बैठे हैं"
2552,gareeb_bhartiya,RT @Being_jaatni: रूसो कहे थे शिक्षित व्यक्ति खतरनाक होता है क्योंकि वह चीज़ों को सोचता है..
2553,gareeb_bhartiya,@shams_z संतरा विथ संदीप 🧐🙄😁
2554,gareeb_bhartiya,@ZomatoIN 😭🧐🙂
2555,gareeb_bhartiya,"RT @MonikaSingh__: मदद करने वालों ने एक-एक रुपया तेरी झोली में डाल दिया गालिब..

अब तू दवाई खरीदे
 या विधायक तेरे जमीर पर निर्भर है?"
2556,gareeb_bhartiya,"RT @shanti0207: Spot the SIMILARITY 
#BJPkiAAP https://t.co/cPLLU20zb8"
2557,gareeb_bhartiya,"RT @kanhaiyakumar: हमारे साहेब स्टंटमैन हैं, स्टेट्समैन नहीं।

इसीलिए मीडिया की टीआरपी हाई है और देश की जीडीपी लो।"
2558,gareeb_bhartiya,"RT @RahulGandhi: मोदी जी ने कहा था कि मनरेगा में लोगों से बस गड्ढे खुदवाए जाते हैं।

पर सच्चाई यह है कि जो मोदी जी ने आर्थिक गड्ढा खोदा है…"
2559,gareeb_bhartiya,"RT @fayedsouza: BJP BLOCKS PARLIAMENTARY PANEL FROM SCRUTINISING PM CARES FUND

Rajiv Mishra, RTI Activist says ""भारत सरकार के सबसे ऊंचे पद…"
2560,gareeb_bhartiya,"RT @ndtv: ""No Option But To Kill Self"": Land Seized, Farmer Couple Drinks Pesticide https://t.co/mkOQXMUW6j https://t.co/arejlabwxs"
2561,gareeb_bhartiya,"RT @kanhaiyakumar: साहेब आज Skill India की सफलता बता रहे थे।

नोट- Skill India में ‘S’ साइलेंट है।"
2562,gareeb_bhartiya,RT @ndtv: Farmer couple drink pesticide in front of police after administration destroys their crop in Madhya Pradesh https://t.co/kyrl6zQu…
2563,gareeb_bhartiya,"RT @coffee_garam: Haramkhor 

Bahut bade haramkhor 

Phir aate woh jo aapki novels le jaate hai padhne ke liye aur kabhi lautaate nahi hai…"
2564,gareeb_bhartiya,"RT @amit_tiwary7: पहला मौका नहीं है जब निजी टारगेट के लिए सचिन ने टीम की लगा दी हो.

#Sachin_pilot #GehlotVsPilot #Congress"
2565,gareeb_bhartiya,"@BeingSalmanKhan इस फोटो का किसानों से वही कनेक्शन है, जो मोदी जी का चाय से है। 🙄"
2566,gareeb_bhartiya,"RT @amit_tiwary7: ""सत्य को ज्यादा चुल्ल हो तो इस्तीफ़ा दिलवाया जा सकता है, सीएम पोस्ट नहीं.""
~ कांग्रेस

#Congress #Sachin_pilot #Rajasthan…"
2567,gareeb_bhartiya,@KatiyarSaahab nonveg khaane se... 😛
2568,gareeb_bhartiya,RT @RoflGandhi_: महामारी में एक और पायलट की नौकरी गयी।
2569,gareeb_bhartiya,RT @MandalArmyChief: मानवता को शर्मसार कर दरिंदगी की सारी हदें पार करदीं। माँ के साथ सफर कर रही मासूम अंशिका यादव को कोरोना के लक्षण दिखने…
2570,gareeb_bhartiya,@PrachiNotDesai 2 😆😆
2571,gareeb_bhartiya,"@sambitswaraj कोरोना वैक्सीन १५ अगस्त को लॉन्च हो रही है, उसका नाम ही बता दे संस्कृत में छुपे हुए डॉक्टर। 🙄🙄"
2572,gareeb_bhartiya,RT @anubhavsinha: Via WhatsApp but worth a thought. https://t.co/1xWsSMheDo
2573,gareeb_bhartiya,RT @RahuIGandhi__: पाले हुए कुत्तों को कब हड्डियां डालनी है...चाय वाला बखूबी जानता है 🙏🏼
2574,gareeb_bhartiya,@ChetryJyotie Why you left moon alone? 🙄
2575,gareeb_bhartiya,"विकास की हत्या, लोकतंत्र की हत्या, संविधान की हत्या। #yogi_ka_ghotalaraaj #Yogi_ka_Jangal_Raj"
2576,gareeb_bhartiya,RT @RoflGandhi_: Amruta ji has written life Mantra of honorable PM sir in 2nd pic. (Zoom in on the paper). Queen for a reason ❣️🧚
2577,gareeb_bhartiya,"RT @Sandeep_Singh1_: Imagine if these had happened during Congress rule

🔸China kills 20 soldiers, occupies land
🔸Corona cases are 3rd high…"
2578,gareeb_bhartiya,RT @RoflGandhi_: https://t.co/lpCcGFwBBL
2579,gareeb_bhartiya,"RT @Sandeep_Singh1_: दुबे था इसलिए जाने दिया, ओबीसी या एससी होता तो.... 🙄 @MandalArmyChief @MandlArmy @obc_voice"
2580,gareeb_bhartiya,RT @MandalArmyChief: आरक्षण गरीबी उन्मूलन का कार्यक्रम नहीं है. आरक्षण का उद्देश्य सामाजिक और शैक्षणिक पिछड़ेपन को दूर करना और राज-काज में…
2581,gareeb_bhartiya,RT @RoflGandhi_: लेकिन अभी भी कुछ लिबराणु कहेंगे कि मंदिर से विकास नहीं होता।
2582,gareeb_bhartiya,RT @pankhuripathak: यही तो योगी जी - मोदी जी का विकास है।
2583,AkshayM90903668,"काशीपुर वाले बाबा की जय 
बाबाजी जाने मन की बात 🤓🤓🤓 जपनाम https://t.co/aPqWeq3IRn"
2584,AkshayM90903668,#NewProfilePic https://t.co/GrGRodnn27
2585,AkshayM90903668,@BCmeena_khirni Ya thar jsyo hi ch koi😁😁
2586,AkshayM90903668,Koi idea h patane ka😎😎 https://t.co/suYynBAyBL
2587,AkshayM90903668,100 प्रतिशत सत्य😁😁 https://t.co/fbmySQ0CCA
2588,AkshayM90903668,Nhi re ...😀😀 https://t.co/JEmtEuhP6x
2589,AkshayM90903668,😀😀 https://t.co/oGKh4XYZvf
2590,AkshayM90903668,"अरे मेरा वो गया 
क्या बोलते है उसे 😀😀 https://t.co/5u3bkFVYVn"
2591,AkshayM90903668,"आजकल आलू बेचारा बहुत दुःखी रहता है
उसका लंगोटिया यार दोस्त प्याज बड़ा आदमी हो गया है
एप्पल, अनार के साथ उठता बैठता है।😜😜😂😜 @BCmeena_khirni @upkarsingh92 @_golden_girl__ @shubh_k_ @Sourav1717 @pandeyji_01 @itsKajolD"
2592,AkshayM90903668,"RT @pandeyji_01: कल मैं दुःखी था कि मेरी कोई गर्लफ्रेंड नहीं हैं,

फिर बीवी ने अच्छी तरह समझाया,

अब सब ठीक है, बस पीठ में हल्का हल्का दर्द…"
2593,AkshayM90903668,"क्या कोई बताएगा कि ठंड में
यदि एक बार नहा ले तो
उसकी Validity कितने दिन तक रहती है?
🤔😅😂😂😂 @pandeyji_01 @arajajii @BCmeena_khirni @_golden_girl__ @shubh_k_ @upkarsingh92"
2594,AkshayM90903668,👌👌👌👌 https://t.co/qQmkkTbAIg
2595,AkshayM90903668,"विधायक खरीदने में पैसे कम पड़ रहे हैं तो..
🤔🤔
भक्त किस दिन काम आएंगे सालों की किडनी बेच दो..😜😂
 #देश_हित_में @shubh_k_ @pandeyji_01 @_golden_girl__ @ulta_dimag @upkarsingh92 @Sourav1717 @BCmeena_khirni @Amit_Bindas @only_bakchodi @Sanyasi_hu @DrKumarVishwas"
2596,AkshayM90903668,"ब्यूटी पार्लर नही होता तो लड़कीयो का आइब्रो रावण की मुछो से कम नही होती
👫👫👫 @arajajii @shubh_k_ @pandeyji_01 @_golden_girl__ @ulta_dimag @upkarsingh92 @sir_mosquito01 @BCmeena_khirni @Amit_Bindas"
2597,AkshayM90903668,@_golden_girl__ Sirf twitter pr gyan pel skte h ye sex pr wese muh se naam ni nikle😀😀😀
2598,AkshayM90903668,RT @avedeshmeena86: DABBANG 3 ........ https://t.co/X87rWQl3iH
2599,AkshayM90903668,RT @BCmeena_khirni: किस बात के चाणक्य हो भईया ? जिस घोड़े पे दांव लगाये वो घोड़ा तो रेस में भाग लेने से मना कर रहा है संविधान की मर्यादा को…
2600,AkshayM90903668,#NewProfilePic
2601,AkshayM90903668,@_golden_girl__ 😂😂
2602,AkshayM90903668,"सुबह दुल्हन बनी और शाम को विधवा हो गई..!
बेचारी को सुहागरात भी नसीब नहीं हुई..
🤣😜😂
(महाराष्ट्र)"
2603,AkshayM90903668,Ye foolness h https://t.co/u9ZpMTJOkA
2604,AkshayM90903668,"वैसे मै डाक्टर तो नहीं लेकिन इतना पता है कि गला दबाने से सभी दुखों से मुक्ति मिलती है 🤣🤣
किसी को दबवाना है क्या 🤔😜😜 @dwivedii3 @pandeyji_01 @BCmeena_khirni @ulta_dimag @upkarsingh92 @Soanpaapdi"
2605,AkshayM90903668,"में किसी और का हूँ फिलहाल 
.
.
.कोई तो मेरी हो जाओ😂😂 @dwivedii3 @sumona24 @BCmeena_khirni @pandeyji_01 @shubh_k_ @upkarsingh92 @_golden_girl__"
2606,AkshayM90903668,किसी और का हु फिलहाल लाइन मारना बन्द करे 😂😂😂🤗🤗😍 https://t.co/rLxfKJEQKT
2607,AkshayM90903668,"दहेज मांगना बन्द करो लड़को
🙄
मांगना ही है तो दुल्हन के साथ साथ उसकी सहेलियां मांगो..
🤣🙊 @dwivedii3 @sumona24 @upkarsingh92 @ulta_dimag @pandeyji_01 @AngleMishra1 @_golden_girl__ @KapilSharmaK9 @Amit_Bindas @sir_mosquito01"
2608,AkshayM90903668,"इतना कुछ हो रहा है देश में और ट्विटर पे....
.
.
.पर मेरा विवाह नही हो रहा किसी से 😂😂😂 @BCmeena_khirni @upkarsingh92 @pandeyji_01 @arajajii @Sourav1717"
2609,AkshayM90903668,"नहाने से आधी थकान दूर हो जाती है
ठंड में ऐसी अफवाहों पर कतई ध्यान न दें😂😂 @BCmeena_khirni"
2610,AkshayM90903668,"मीडिया और गणित बिल्कुल एक जैसे ही हैं
दोनो में हर चीज़ सूत्रो से 
ही पता चलती है...।
😂😂😂😂 @BCmeena_khirni  @dwivedii3 @upkarsingh92"
2611,AkshayM90903668,"पहले लोग सफल हुआ करते थे..
फेसबुक और व्हाट्सएप आने के बाद लोग
वायरल हुआ करते हैं ।
😂🤣 @pandeyji_01 @BCmeena_khirni @ulta_dimag"
2612,AkshayM90903668,RT @BCmeena_khirni: भला यह कैसा राष्ट्रवाद है और इसके जरिये किस तरह के राष्ट्र का निर्माण किया जा रहा हैं? अगर वह छात्रों के लिए नहीं है।…
2613,AkshayM90903668,"RT @KHIRNI_13: भारतीय रेल जो के एक सरकारी विभाग है उसका ठेका लेकर ठेकेदार ने विग्यप्ति निकाली है, की जाती विशेष के ही अप्लाई करेंगे।

घटिया…"
2614,AkshayM90903668,RT @arajajii: अमीर आदमी साला शक्ल से ही अमीर दिखता है और मिडिल क्लास लौंडा चाहे जितने ब्रांड पहन डाले उसके थोबड़े की बनावट ही गरीबो जैसी हो…
2615,AkshayM90903668,"सबके घर रिश्ते वाले आ रहे और हमारे घर सुबह से शाम तक कबाड़ी  वाला तीन बार आवाज मार गया.🤣
😂😂 @arajajii @shubh_k_ @upkarsingh92 @Amit_Bindas @Sourav1717 @pandeyji_01 @_golden_girl__ @Sanyasi_hu @only_bakchodi @AngleMishra1 @KapilSharmaK9 @imVkohli"
2616,AkshayM90903668,"भैया कोई  पति करवा चौथ पर अपनी पत्नी के 
लिये चाँद तारे तोड़ने
जाये तो लैंडर विक्रम को
सीधा भी कर देना.. प्लीज😂😂 @arajajii @pandeyji_01 @shubh_k_ @upkarsingh92 @Amit_Bindas @_golden_girl__ @Sourav1717"
2617,AkshayM90903668,"आज दिनभर मार्केट में यही
आवाज गूंजेगी 
5 रु में करवा लो...
10 रु में करवा लो.....😁 @arajajii @pandeyji_01 @shubh_k_ @upkarsingh92 @Amit_Bindas @Sourav1717 @Sanyasi_hu"
2618,AkshayM90903668,"आज नेट बहुत फ़ास्ट चल रहा है पता है क्यों..?🤔
50% हाथों में #मेहँदी लगी हुई है!!😂
#करवाचौथ @akshaykumar @pandeyji_01 @upkarsingh92"
2619,AkshayM90903668,"हमारी औकात की बराबरी तुम क्या करोगे चीन वालों,  हमने तो कचरा चुनने के लिए भी प्रधानमंत्री रखा हुआ है  😂😂😂😂😂😂"
2620,AkshayM90903668,कॉलोनी में खड़े होकर स्वयं के थप्पड़ मार बहुत सारे यू ही फेमस हो जायेगा की पागल हो गया https://t.co/e4FWwRwnzd
2621,AkshayM90903668,उस एक्टिवा के साथ मेरी बाइक भी थी वो कोनसी कंपनी की थी 😂😂😂 https://t.co/QJ6nKNBgxf
2622,AkshayM90903668,@Chiku561 @pandeyji_01 @upkarsingh92 आप समझ गए न 😂😂😂
2623,AkshayM90903668,"सेब- में इंसानों के दिल जैसा दिखता हूँ
आम- में पेट जैसा दिखता हूँ 
अंगूर-में आँख जैसा दिखता हूँ 
केला- सालो मुझे ऐसा मजाक बिलकुल पसंद नही !!!!😂😂😂😂😂😂😂
@pandeyji_01 @upkarsingh92"
2624,AkshayM90903668,"आजकल पापा की परियाँ👰कमेंट नहीं कर रही,
लगता है उड़ उड़ कर जाले साफ़ करने में बिजी है...॥
दिवाली आ रही है॥🙊😛
@_golden_girl__ @khushi_hi_hoon @pandeyji_01 @arajajii @Amit_Bindas @upkarsingh92"
2625,AkshayM90903668,https://t.co/SoencFHVWT
2626,AkshayM90903668,@itsKajolD आज 2 अक्टूबर है  याद है ना उस दिन अजय देवगन अपने परिवार को कहां लेकर गया था😂😂😂😁😁😁 https://t.co/sgg3NeKRFT
2627,AkshayM90903668,तुम पैर धोकर पड़ जाओ https://t.co/2yotfppZ8B
2628,AkshayM90903668,आज 2 अक्टूबर है  याद है ना उस दिन अजय देवगन अपने परिवार को कहां लेकर गया था😂😂😂😁😁😁 @pandeyji_01 @Amit_Bindas @upkarsingh92 @Sourav1717 https://t.co/GxEIpUmQt6
2629,AkshayM90903668,"अरे twitter वालो कोई खुशखबरी भी देगा या 9वाँ महीना ऐसे ही निकाल दिया😂😂😂😂😂
@_golden_girl__ @pandeyji_01 @Amit_Bindas"
2630,AkshayM90903668,@imArushiGupta 20 is correct
2631,AkshayM90903668,"मैं रात को एक गली से जा रहा था बहुत सन्नाटा था 
तभी मैने जोंर से आवाज लगायी प्याज 5 रुपये किलो 
कसम से फिर पूरी गली मे भीड हो गयी @KapilSharmaK9 @arajajii @pandeyji_01 @Amit_Bindas @upkarsingh92 @shubh_k_"
2632,AkshayM90903668,"Follow me on Instagram! Username: meena.akshay
https://t.co/OvxLynfknc https://t.co/rCERdcwj8Y"
2633,AkshayM90903668,"मोहल्ले में रात भर एक लावारिस एक्टिवा खड़ी रही सब पूछ रहे किसकी है किसकी है,,तब मैंने जाकर बताया कि ये एक्टिवा होंडा की है!😛😛 @khushi_hi_hoon @pandeyji_01 @Amit_Bindas"
2634,AkshayM90903668,"उधार लेने के बाद आदमी विक्रम 
लेन्डर हो जाता है रहता तो पृथ्वी की कक्षा में है पर संपर्क 
टूट जाता है !
😂😂😂😂😂😂 @KapilSharmaK9 @pandeyji_01 @arajajii @arajajii @Amit_Bindas @upkarsingh92"
2635,AkshayM90903668,"RT @Mahanaatma1: जज़्बात सिर्फ तुम्हारी ही जागीर नहीं है ऐ इंसान ,

रहम करो ताकि तुम पर भी रहम किया जाये .... https://t.co/KgXcbu5Zk6"
2636,AkshayM90903668,"RT @pandeyji_01: सिंगल रहने वाले लड़के तब तक कपडे नहीं धोते जब तक...

तौलिया लपेट कर बाहर जाने की नौबत न आ जाए..!!

😹😹😹😂😂😂"
2637,AkshayM90903668,"RT @UpKiLadki: अगर आपकी कोई चाहने वाली बोले कि ""south के hero"" लगते हो ,

तो समझ जाओ सामने वाली घुमा के आपको कलुआ बोल रही है 😂"
2638,AkshayM90903668,"RT @imvikash7654: शोकसभा में बैठी हुई एक सुंदर भाभीजी ने अपने पति को आंख से इशारा किया ""चलो चले""😒

उसके बाद...👇🏻
.

.

.
आधे से ज्यादा लोग…"
2639,AkshayM90903668,"😀बिना हेलमेट वाले लडकों को😀😎 देखकर पुलिस वाले ऐसे खुश हो जाते है......
जैसे बेटी की ब्याह के लिए लडका मिल गया हो...😂😂😂
@anmolgarg75088 @shubh_k_ @pandeyji_01 @sushma_pandey1 @_golden_girl__"
2640,AkshayM90903668,"🤣शादियों में मजा तब आता है
 जब लड़कियां DJ पर आकर खड़ी हो जाती है 
और कुछ लोंडे अपने अंदर माइकल जैक्सन गुसेड
 लेते हैं🤣😂.
@pandeyji_01"
2641,AkshayM90903668,"RT @pandeyji_01: वो तो तुमसे मुहब्बत थी तो तुमको भी देखा करते थे

वरना बालकनी में तुम्हारी मम्मी भी बहुत बार आयीं थी..!!

😆😆😂😂"
2642,AkshayM90903668,#NewProfilePic
2643,AkshayM90903668,"RT @_QUEEN_VAMP: सोसायटी में चोरी हो गई,😯
सब परेशान किसने की होगी चोरी....🤔
.
.
.
.
.
.
.
तब मैने बताया कि ये काम तो किसी चोर का ही है...😎🙈…"
