Section_Id,Chunk_Id,Chunk,Chunk_Letters,Chunk_Words,Chunk_Approx_Tokens
Book05_080,960,"Section LXXX
""Nakula said, 'Much hath been said, O Madhava, by king Yudhishthira the just who is conversant with morality and endued with liberality, and thou hast heard what hath been said by Falguni also. As regards my own opinion, O hero, thou hast repeatedly expressed it, Hearing first what the wishes of the enemy are and disregarding all, do what thou regardest to be proper for the occasion. O Kesava, diverse are the conclusions arrived at as regards diverse matters. Success, however, O chastiser of foes, is won when a man doth that which ought to be done in view of the occasion. When a thing is settled in one way on one occasion, it becometh unsuitable when the occasion becometh different. Persons, therefore, in this world, O foremost of men, cannot stick to the same opinion throughout. While we were living in the woods, our hearts were inclined towards a particular course of action. While we were passing the period of concealment, our wishes were of one kind, and now, at the present time, O Krishna, when concealment is no longer necessary, our wishes have become different. O thou of the Vrishni race, while we wandered in the woods, attachment for the kingdom was not so great as now. The period of our exile having ceased, hearing, O hero, that we have returned, an army numbering full seven Akshauhinis hath, through thy grace, O Janardana, been assembled. Beholding these tigers among men, of inconceivable might and prowess, standing equipped for battle armed with weapons, what man is there that will not be struck with fear? Therefore going into the midst of the Kurus, speak thou first words fraught with mildness and then those fraught with threats, so that the wicked Suyodhana may be agitated with fear. What mortal man is there, of flesh and blood, who would encounter in battle Yudhishthira and Bhimasena, the invincible Vibhatsu and Sahadeva, myself, thyself and Rama, O Kesava, and Satyaki of mighty energy. Virata with his sons, Drupada with his allies, and Dhrishtadyumna, O Madhava, and the ruler of Kasi of great prowess and Dhrishtaketu the lord of the Chedis? No sooner wilt thou go there than thou wilt, without doubt, accomplish, O thou of mighty arms, the desired object of king Yudhishthira the just. Vidura, and Bhishma and Drona and Vahlika, these talents, O sinless one, will understand thee when thou wouldst utter words of wisdom. They will solicit that ruler of men, Dhritarashtra and Suyodhana of sinful disposition, with his counsellors, to act according to the advice. When thou, O Janardana, art the speaker and Vidura the listener, what subject is there that cannot be rendered smooth and plain?'""",2656,448,596.0
Book05_081,961,"Section LXXXI
""Sahadeva said, 'What hath been said by the king is, indeed, eternal virtue, but thou, O chastiser of foes, shouldst act, in such a way that war may certainly happen. Even if the Kauravas express their desire for peace with the Pandavas, still, O thou of Dasarha's race, provoke thou a war with them. Having seen, O Krishna, the princess of Panchala brought in that plight into the midst of the assembly, how can my wrath be appeased without the slaughter of Suyodhana. If, O Krishna, Bhima and Arjuna and king Yudhishthira the just are disposed to be virtuous, abandoning virtue I desire an encounter with Duryodhana in battle.'
""Satyaki said, 'The high-souled Sahadeva, O thou of mighty arms, hath spoken the truth. The rage I feel towards Duryodhana can be appeased only by his death. Dost thou not remember the rage thou too hadst felt upon beholding in the woods the distressed Pandavas clad in rags and deer-skins? Therefore, O foremost of men, all the warriors assembled here unanimously subscribe to what the heroic son of Madri, fierce in battle, hath said!'
""Vaisampayana continued, 'At these words of the high-souled Yuyudhana, a leonine roar was set up by all the warriors assembled there. And all the heroes, highly applauding those words of Satyaki, praised him, saying, 'Excellent! Excellent!' And anxious to fight, they all began to express their joy.'""",1383,229,305.0
Book05_085,966,"Section LXXXV
""Vaisampayana said, 'Meanwhile, understanding from his spies that the slayer of Madhu had set out, Dhritarashtra, with his hair standing erect, respectfully addressing the mighty-armed Bhishma and Dorna and Sanjaya and the illustrious Vidura, said these words unto Duryodhana and his counsellors, 'O scion of Kuru's race, strange and wonderful is the news that we hear. Men, women and children, are talking of it. Others are speaking of it respectfully, and others again assembled together. Within houses where men congregate and in open spots, people and discussing it. All say that Dasarha of great prowess will come hither for the sake of Pandavas. The slayer of Madhu is, by all means, deserving of honour and worship at our hands. He is the Lord of all creatures, and on him resteth the course of every thing in the universe. Indeed, intelligence and prowess and wisdom and energy, all reside in Madhava. Worthy of honour at the hands of all righteous persons he is the foremost of all men, and is, indeed, eternal Virtue. If worshipped he is sure to bestow happiness; and if not worshipped fie is sure to inflict misery. If that smiter of foes, Dasarha be gratified with our offerings, all our wishes may be obtained by us, through his grace, in the midst of the kings. O chastiser of foes, make without loss of time every arrangement for his reception. Let pavilions be set up on the road, furnished with every object of enjoyment. O mighty-armed son of Gandhari, make such arrangements that he may be gratified with thee. What doth Bhishma think in this matter?' At this, Bhishma and others, all applauding those words of king Dhritarashtra, said,--'Excellent.' King Duryodhana then, understanding their wishes, ordered delightful sites to be chosen for the erection of pavilions. Many pavilions were thereupon constructed abounding with gems of every kind, at proper intervals and at delightful spots. And the king sent thither handsome seats endued with excellent qualities, beautiful girls, and scents and ornaments, and fine robes, and excellent viands, and drink of diverse qualities, and fragrant garlands of many kinds. And the king of the Kurus took especial care to erect, for the reception of Krishna, a highly beautiful pavilion at Vrikasthala, full of precious gems. And having made all these arrangements that were god-like and much above the capacity of human beings, king Duryodhana informed Dhritarashtra of the same. Kesava, however, of Dasarha's race, arrived at the capital of the Kurus, without casting a single glance at all those pavilions and all those gems of diverse kinds.'""",2622,429,571.0
Book05_086,967,"Section LXXXVI
""Dhritarashtra said, 'O Vidura, Janardana hath set out from Upaplavya. He is now staying at Vrikasthala and will come here tomorrow. Janardana is the leader of the Ahukas, the foremost person amongst all the members of the Sattwata race, is high-souled, and endued with great energy and great might. Indeed, Madhava is the guardian and protector of the Prosperous kingdom of Vrishnis and is the illustrious Great-Grandsire of even the three worlds. The Vrishnis adore the wisdom of the intelligent Krishna, even as the Adityas, the Vasus, and the Rudras adore the wisdom of Vrihaspati. O virtuous one, I will in thy presence, offer worship unto that illustrious scion of Dasarha's race. Listen to me about that worship. I will give him sixteen cars made of gold, each drawn by four excellent and well-adorned steeds of uniform colour and of the Vahlika breed. O Kaurava, I will give him eight elephants with temporal juice always trickling down and tusks as large as poles of ploughs, capable of smiting hostile ranks, and each having eight human attendants. I will give him a century of handsome maid-servants of the complexion of gold, all virgins, and man-servants I will give him as,
many. I will give him eighteen thousand woolen blankets soft to the touch, all presented to us by the hill-men. I will also give him a thousand deer-skins brought from China and other things of the kind that may be worthy of Kesava. I will also give him this serene gem of the purest rays that shines day and night, for Kesava alone deserves it. This car of mine drawn by mules that makes a round of full fourteen Yojanas a day, I will also give him. I will place before him every-day-provisions eight times greater than what is necessary for the animals and attendants that form his train. Mounted on their cars, having their person well-adorned, all my sons and grandsons, save Duryodhana, will go out to receive him. And thousands of graceful and well-decked dancing girls will go out on foot to receive the illustrious Kesava. And the beautiful girls that will go out of the town for receiving Janardana will go out unveiled. Let all the citizens with their wives and children behold the illustrious slayer of Madhu wit h as much respect and devotion as they show when casting their eyes on the morning sun. Let the canopy all round, at my command, be crowded with pendants and banners, and let the road, by which Kesava will come, be well-watered and its dusts removed. Let Dussasana's abode, which is better than Duryodhana's, be cleansed and well-adorned without delay. That mansion consisting of many beautiful buildings, is pleasant and delightful, and abounds with the wealth of all seasons. It is in that abode that all my wealth, as also Duryodhana's, are deposited. Let all that scion of the Vrishni race deserves be given unto him.'""",2850,487,648.0
Book05_087,968,"Section LXXXVII
""Vidura said, 'O monarch, O best of men, thou art respected by three worlds. Thou, O Bharata, art loved and regarded by every body. Venerable in year as thou art, what thou wilt say at this age cap never be against the dictates of the scriptures or the conclusions of well-directed reason, for thy mind is ever calm. Thy subjects, O king, are well-assured that, like characters on stone, light in the sun, and billows in the ocean, virtue resideth in thee permanently. O monarch, every one is honoured and made happy in consequence of thy numerous virtues. Strive, therefore, with thy friends and kinsmen to retain those virtues of thine. Oh, adopt sincerity of behaviour. Do not from folly, cause a wholesale destruction of thy sons, grandsons, friends, kinsmen, and all that are dear to thee. It is much, O king, that thou wishes to give unto Kesava as thy guest. Know, however, that Kesava deserves all this and much more, aye, the whole earth itself. I truly swear by my own soul that thou dost not wish to give all this unto Krishna either from motives of virtue or for the object of doing what is agreeable to him. O giver of great wealth, all this betrays only deception, falsehood, and insincerity. By the external acts, O king, I know thy secret purpose. The five Pandavas, O king, desire only five villages. Thou, however, dost not wish to give them even that. Thou art, therefore, unwilling to make peace. Thou seekest to make the mighty-armed hero of Vrishni's race thy own by means of thy wealth; in foot, by this means, thou seekest to separate Kesava from the Pandavas. I tell thee, however, that thou art unable, by wealth, or attention, or worship, to separate Krishna from Dhananjaya. I know magnanimity of Krishna; I know firm devotion of Arjuna towards him, I know that Dhananjaya, who is Kesava's life, is incapable of being given up by the latter. Save only a vessel of water, save only the washing of his feet, save only the (usual) enquiries after the welfare (of those he will see), Janardana will not accept any other hospitality or set his eyes on any other thing. Offer him, however, O king, that hospitality which is the most agreeable to that illustrious one deserving of every respect, for there is no respect that may not be offered to Janardana. Give unto Kesava, O king, that object in expectation of which, from desire of benefiting both parties, he cometh to the Kurus. Kesava desires peace to be established between thee and Duryodhana on one side and the Pandavas on the other. Follow his counsels, O, monarch. Thou art their father, O king, and the Pandavas are thy sons. Thou art old, and they are children to thee in years, behave as father towards them, that are disposed to pay thee filial regard.""",2757,486,646.0
Book05_088,969,"Section LXXXVIII
""Duryodhana said, 'All that Vidura hath said about Krishna, hath indeed, been truly said; for Janardana is greatly devoted to the Pandavas and can never be separated from them. All the diverse kinds of wealth, O foremost of kings, that are proposed to be bestowed upon Janardana ought never to be bestowed upon him. Kesava is, of course, not unworthy of our worship, but both time and place are against it, for he (Krishna), O king, on receiving our worship, will very likely think that we are worshipping him out of fear. This is my certain conviction, O king, that an intelligent Kshatriya must not do that which may bring disgrace upon him. It is well-known to me that the large-eyed Krishna deserveth the most reverential worship of the three worlds. It is quite out of place, therefore, O illustrious king, to give him anything now, for war having been decided upon, it should never be put off by hospitality.' ""Vaisampayana. continued, 'Hearing these words of his, the Grandsire of the Kurus spoke these words unto the royal son of Vichitravirya, 'Worshipped or not worshipped, Janardana never becometh angry. None, however, can treat him with disrespect, for Kesava is not contemptible. Whatever, O mighty one, he purposeth to do is incapable of being frustrated by anybody by every means in his power. Do without hesitation what Krishna of mighty arms sayeth and bring about peace with the Pandavas through Vasudeva as the means. Truly Janardana, possessed of virtuous soul, will say what is consistent with religion and profit. It behoveth thee, therefore, with all thy friends, to tell him what only is agreeable to him.'
""Duryodhana said, 'O Grandsire, I can, by no means, live by sharing this swelling prosperity of mine with the Pandavas. Listen, this, indeed, is a great resolution which I have formed. I will imprison Janardana who is the refuge of the Pandavas. He will come here tomorrow morning; and when he is confined, the Vrishnis and the Pandavas, aye, the whole earth, will submit to me. What may be the means for accomplishing it, so that Janardana may not guess our purpose, and so that no danger also may overtake us, it behoveth thee to say.'
""Vaisampayana continued, 'Hearing these fearful words of his son about imprisoning Krishna, Dhritarashtra, with all his counsellors, was very much pained and became deeply afflicted. King Dhritarashtra then spoke those words unto Duryodhana, 'O ruler of men, never say this again, this is not immemorial custom. Hrishikesa cometh here as an ambassador. He is, besides, related to and is dear to us. He hath done us no wrong; how then doth he deserves imprisonment?'
""Bhishma said, 'This wicked son of thine, O Dhritarashtra, hath his hour come. He chooseth evil, not good, though entreated by his well-' wishers. Thou also followest in the wake of this wicked wretch of sinful surroundings, who treadeth a thorny path setting at naught the words of his well-wisher. This exceedingly wicked son of thine with all his counsellors coming in contact with Krishna of unstained acts, will be destroyed in a moment. I dare not listen to the words of this sinful and wicked wretch that hath abandoned all virtue.'
'Having said this, that aged chief of the Bharata race, Bhishma of unbaffled prowess, inflamed with rage rose and left that place.'""",3325,556,739.0
Book05_090,971,Section XC,10,2,3.0
Book05_090,974,"'Thus consoled by Krishna, Kunti, afflicted with grief on account of her sons, but soon dispelling the darkness caused by her temporary loss of understanding, replied unto Janardana, saying, 'Whatever, O mighty-armed one, thou, O slayer of Madhu, regardest as proper to be done, let that be done without sacrificing righteousness, O chastiser of foes, and without the least guile. I know, O Krishna, what the power of thy truth and of thy lineage is. I know also what judgment and what prowess thou bringest to bear upon the accomplishment of whatever concerns thy friends. In our race, thou art Virtue's self, thou art Truth, and thou art the embodiment of ascetic austerities. Thou art the great Brahma, and everything rests on thee. What, therefore, thou hast said must be true.'
""Vaisampayana continued, 'Bidding her farewell and respectfully walking round her, the mighty-armed Govinda then departed for Duryodhana's mansion.'""",932,148,197.0
Book05_094,978,Section XCIV,12,2,3.0
Book05_095,980,Section XCV,11,2,3.0
Book05_095,982,"""Vaisampayana continued, 'All the rulers of earth there present highly applauded these words of Kesava within their hearts, but none of them ventured to say anything in the presence of Duryodhana.'",197,31,41.0
Book05_097,985,"Section XCVII
""Vaisampayana said, 'Having listened to the words of Jamadagnya, the illustrious Rishi Kanwa also said these words unto Duryodhana in that assembly of the Kurus.'
""Kanwa said, 'Brahman, the Grandsire of the universe, is indestructible and eternal. Those illustrious Rishis, Nara and Narayana, are of the same character. Of all the sons of Aditi, Vishnu alone is eternal. He alone is unconquerable and indestructible, existing for ever, the Lord of all, and the possessor of divine attributes. All others, such as the sun and the moon, earth and water, wind, fire and firmament, planets, and stars, are liable to destruction. All these, when the end of the universe cometh, take leave of the three worlds. They are destroyed and created again and again. Others also, such as men and animals and birds, and creatures belonging to other orders of living existence,--indeed, all that move on this world of men,--are endued with short lives. And as regards kings, all of them, having enjoyed great prosperity, reach, at last, the hour of destruction and are reborn in order to enjoy the fruits of good and evil deeds. It behoveth thee then to make peace with Yudhishthira. Let the Pandavas and the Kauravas both rule this earth. O Suyodhana, one should not think in this way, viz., I am strong!--for O bull among men, it is seen that there are persons stronger than those generally regarded strong. O son of Kuru's race, physical strength is scarcely regarded as strength by those that are really strong. As regards the Pandavas, endued as they all are with prowess equal to that of the celestials, they are also regarded as strong. In this connection is cited an old story, as an example, the story, viz., of Matali searching for a bridegroom upon whom to bestow his daughter. The king of the three worlds (Indra) had a charioteer, named Matali, whom he dearly loved. Unto him was born a daughter celebrated over the world for beauty. Endued with the celestial beauty, that daughter of Matali was known by the name of Gunakesi. And, indeed, in both loveliness and symmetry of bodily figure, she far excelled other members of her sex. Knowing that the time for giving her way had come, Matali with his wife became very anxious, thinking, O monarch, of what he was to do next. And he thought within himself, 'Alas, the birth of a daughter in the families of those that are well-behaved and high-born and possess reputation and humility of character, is always attended with evil results. Daughters, when born in respectable families, always endanger the honour of three families, viz., their maternal and paternal families and the family into which they are adopted by marriage. Glancing in my mind's eye the worlds of gods and men, I have searched both, but no eligible bridegroom have I found.'
""Kanwa continued, 'And it so happened that amongst the gods, the Daityas and Gandharvas, men and numerous Rishis, none was regarded by Matali as an eligible husband for his daughter. And having held a consultation then in the night with his wife Sudharma, Matali set his heart upon making a journey to the world of the Nagas. And he thought within himself, 'Amongst both gods and men I have not found a husband fit, in respect of beauty, for my Gunakesi. Surely, one may be found amongst the Nagas.' And saying this, he took his wife's leave and sniffing the head of his daughter, Matali entered the nether regions.'""",3422,583,775.0
Book05_100,988,"Section C
""Narada continued, 'Here is that spacious and celebrated city of cities, called Hiranyapura, belonging to the Daityas and Danavas, possessing a hundred diverse kinds of illusion. Here in these regions called Patala, it hath been built with great care by the divine artificer, and planned by the Danava Maya. Endued with great energy and heroism, many Danavas, having obtained boons (from Brahman) in days of old, lived here, exhibiting a thousand different kinds of illusion. They were incapable of being vanquished by Sakra or any other celestial, that is, by either Yama, or Varuna, or the Lord of treasures (Kuvera). Here dwell, O Matali, those Asuras called Kalakhanjas who sprang from Vishnu, and those Rakshasas also called Yatudhanas who sprang from the feet of Brahman. All of them are endued with frightful teeth, terrible impetus, the speed and prowess of the wind, and great energy depending on powers of illusion. Besides these, another class of Danavas called Nivatakavachas, who are invincible in battle, have their abode here. Thou knowest bow Sakra is unable to vanquish them. Many times, O Matali, thou, with thy son Gomukha, and the chief of the celestials and lord of Sachi, along with his son, had to retreat before them. Behold their homes, O Matali, that are all made of silver and gold, and well-adorned with decorations done according to the rules of art. All those mansions are decked with lapis lazuli and corals, and made effulgent with the lustre of the Arkasphatika, and the radiance of gem called Vajrasara. And many of those palatial residences seem, as if, they have been made of the shine of these gems called Padmaragas, or of bright marble, or of excellent wood. And they are also possessed of the radiance of the sun, or blazing fire. And all the edifices, adorned with gems and jewels, are very high and stand close to another. Of spacious proportions and great architectural beauty, it is impossible to say of what material these mansions are built or to describe their style of beauty. Indeed, they are exceedingly beautiful in consequence of their decorations. Behold these retreats of the Daityas for recreation and sport, these beds of theirs for sleep, these costly utensils of theirs set with precious stones, and these seats also for their use. Behold these hills of theirs, looking like clouds, those fountains of water, these trees also that move of their own will and that yield all fruits and flowers that one may ask. See, O Matali, if any bridegroom may be had here, acceptable to thee. If no one can be found, we shalt, if thou likest, go hence to some other part of the world.' Thus addressed, Matali answered Narada, saying, 'O celestial Rishi, it behoveth me not to do anything that may be disagreeable to dwellers of heaven. The gods and the Danavas, though brothers, are ever at hostility with each other. How can I, therefore, make an alliance with those that are our enemies? Let us repair, therefore, to some other place. It behoveth me not to search among the Danavas. As regards thyself, I know thy heart is ever set on fomenting quarrels.'""",3113,529,704.0
Book05_101,989,"Section CI
""Narada said, 'This region belongeth to the birds, all of whom possess excellent feathers. They all subsist on snakes. They never feel any fatigue in putting forth their prowess, or in making journeys, or in bearing burthens. This race, O charioteer, hath multiplied from the six sons of Garuda. They are Sumukha, Sunaman, Sunetra, Suvarchas, Suanch and that prince of birds called Suvala. Born of Kasyapa's line and enhancing the glory of Vinata's race, many winged creatures, the foremost of their species, have by begetting children founded and increased a thousand dynasties of birds, all endued with nobility of blood. All these creatures are endued with great prosperity, have the auspicious whirl called Sreevatsa, possess great wealth, and are inspired with great might. By their acts they may be said to belong to the Kshatriya order, but they are all without any compassion, subsisting as they do on snakes. They never attain to spiritual enlightenment in consequence of their preying on their kinsmen. I will now enumerate the chiefs by their names, listen to me, O Matali. This race is much regarded in consequence of the favour that, is shown to it by Vishnu. They all worship Vishnu, and Vishnu is their protector. Vishnu always dwelleth in their hearts, and Vishnu is their great refuge. These then are their names--Suvarnachuda, Nagasin Daruna, Chandatundaka, Anala, Vaisalaksha, Kundalin, Pankajit, Vajraviskambha, Vainateya, Vamana, Vatavega, Disachakshu, Nimisha, Animisha, Trirava, Saptarava, Valmiki, Dipaka, Daityadwipa, Saridwipa, Sarasa, Padmaketana, Sumukha, Chitraketu, Chitravara, Anagha, Meshahrit, Kumuda, Daksha, Sarpanta, Somabhojana, Gurubhara, Kapota, Suryanetra, Chirantaka, Vishnudharman, Kumara, Parivarha, Hari, Suswara, Madhuparka, Hemavarna, Malaya, Matariswan, Nisakara and Divakara. These sons of Garuda that I name dwell in only a single province of this region. I have mentioned those only that have won distinction by might, fame and achievements. If thou likest none here, come, we will go hence, O Matali. I will take thee to another region where thou mayest find an eligible husband for thy daughter.'""",2160,327,435.0
Book05_102,990,"Section CII
""Narada said, 'The region where we now are is called Rasatala and is the seventh stratum below the Earth. Here dwelleth Surabhi, the mother of all kine, she, who was born of the Amrita. She always yieldeth milk which is the essence of all the best things of the earth, and which, excellent as it is, and of one taste, springeth from the essence of the six different kinds of tastes (that are talked of). The faultless Surabhi herself sprang in days of old from the mouth of the Grandsire, gratified with drinking the Amrita and vomiting the best things. A single jet only of her milk, falling on the earth, created what is known as the sacred and the excellent ""Milky Ocean."" The verge of that ocean all round is always covered with white foam resembling a belt of flowers. Those best of ascetics that are known by the name of the Foam-drinkers dwell around this ocean, subsisting on that foam only. They are called Foam-drinkers because they live, O Matali, on nothing else save that foam. Engaged in the practice of the severest of austerities, the very gods are known to fear them. From her are born four other kine, O Matali, supporting the four quarters and therefore, are they called the supporters of the quarters (Dikpali). Born of Surabhi herself, she who supporteth the eastern quarter is called Surupa. She, who supporteth the southern quarter is called Hansika. That illustrious cow, O Matali, of universal form, who supporteth the western quarter ruled by Varuna is known by the name of Subhadra. The northern quarter comprising the region of virtue, and called after Kuvera the Lord of treasures, is supported by the cow named Sarva-kamadugha. The gods, uniting with the Asuras, and making the Mandara mountain their pole, churned the waters of the ocean and obtained the wine called Varuni, and (the Goddess of Prosperity and Grace called) Lakshmi, and Amrita, and that prince of steeds called Uchchhaisrava, and that best of gems called Kaustubha. Those waters, O Matali, that yielded these precious things had all been mixed with the milk of these tour cows. As regards Surabhi, the milk she yielded becometh Swaha unto those that live on Swaha, Swadha unto those that live on Swadha, and Amrita unto those that live on Amrita. The couplet that was sung by the dwellers of Rasatala in day of old, is still heard to be recited in the world by the persons of learning. That couplet is this,--Neither in the region of the Nagas, nor in Swarga, nor in Vimana, nor in Tripishtapa is residence so happy as in Rasatala!'""",2543,442,588.0
Book05_103,991,"Section CIII
""Narada said, 'This foremost of cities that thou beholdest and which resembles the Amaravati of the chief of the celestials himself, is known by the name of Bhogavati. It is ruled over by Vasuki, the king of the Nagas. That Shesha dwelleth here, who, in consequence of his ascetic austerities of the foremost order, is able to support this earth with all her vastness. His body is like that of a white mountain. He is decked in celestial ornaments. He hath a thousand heads. His tongues are blazing like flames of fire, and he is endued with great strength. There dwell in happiness innumerable Nagas--sons of Surasa--possessed of diverse forms, and decked on ornaments of diverse kinds, bearing the signs of gems, Swastika, circles and drinking vessels. All of them endued with great strength are by nature fierce. Some have a thousand heads, some five hundred, and some three. And some have two heads, and some five, and some have seven faces. And all of them are possessed of huge bodies that resemble the mountains stretching over the earth. Millions and tens of millions are they, in fact, uncountable, even as regards those of' them that belong to a single race. Listen, however, to me as I name a few of the more famous ones amongst them. They are Vasuki, Takshaka, Karkotaka, Dhanjaya, Kaliya, Nahusha, Aswatara, Vakyakunda, Mani, Apurana, Khaga, Vamana, Elapatra, Kukura, Kukuna, Aryaka, Nandaka, Kalasa, Potaka, Kalilasaka, Pinjaraka, Airavata, Sumanmukha, Dadhimukha, Sankha, Nanda, Upanandaka, Apta, Kotaraka, Sikhi, Nishthuraka, Tittiri, Hastibhadra, Kumuda, Maylapindaka, the two Padmas, Pundarika, Pushpa, Mudgaraparnaka, Karavira, Pitharaka, Samvritta, Vritta, Pindara, Vilwapatra, Mushikada, Sirishaka, Dilipa, Sankha-sirsha, Jyotishka, Aparajita, Kauravya, Dhritarashtra, Kuhara, Krisaka, Virajas, Dharana, Savahu, Mukhara, Jaya, Vidhira, Andha, Visundi, Virasa, and Sarasa. These and many others there are amongst the sons of Kasyapa. See O Matali, if there is anybody here whom thou canst elect.'
""Kanwa continued, 'Matali, meanwhile, had been looking attentively at a person that stood by. And after Narada had ceased speaking, the celestial charioteer with gratified mind asked the Rishi, saying, 'Of what race is he the delighter--that comely youth of great radiance--who standeth before Aryaka of Kauravya's line? Who is his father, and who is his mother? Of what Naga's race is he? Indeed, of what line doth he stand as a high flag-staff? In consequence of his intelligence, his patience, his beauty, and his youth, my heart, O celestial Rishi, hath been attracted towards him. That youth will make the best of husbands for my Gunakesi.'
""Kanwa continued, 'Beholding Matali's gratification at seeing the Naga called Sumukha, Narada informed him of the nobility of his parentage and of his feats. And he said, 'Born in the race of Airavata this prince of Nagas is named Sumukha. He is the favourite grandson of Aryaka, and the daughter's son of Vamana. The father of this youth was, O Matali, the Naga called Chikura. Not long before was he slain by Vinata's Son.' Hearing this Matali became highly pleased, and addressing Narada, the charioteer said, 'This best of Nagas is, O sire, very acceptable to me for a son-in-law. Make an endeavour to secure him, for I am highly pleased at the thought of bestowing on this Naga, O Muni, my dear daughter.'""",3387,540,718.0
Book05_107,995,"Section CVII
""Narada said, 'Thus addressed by Viswamitra of great intelligence Galava was filled with such anxiety that he could not sit or lie down, or take his food. A prey to anxiety and regret, lamenting bitterly, and burning with remorse, Galava grew pale, and was reduced to a skeleton. And smitten with sorrow, O Suyodhana, he indulged in these lamentations, 'Where shall I find affluent friends? Where shall I find money? Have I any savings? Where shall I find eight hundred steeds of lunar whiteness? What pleasure can I have in eating? What happiness can be mine in objects of enjoyment? The very love of life is extinct in me. What need have I of life? Repairing to the other shore of the great ocean, or to the furthest verge of the earth, I will relinquish my life. Of what use can life be to me? What happiness, without severe exertion, can be his who is poor, unsuccessful, deprived of all the good things of life, and burthened with debt? Death is preferable to life as regards him who having enjoyed the wealth of friends through their friendship for himself, is unable to return their favour. The religious acts of that man lose their efficacy who having promised to do an act fails to perform it and is thus stained with falsehood. One that is stained by falsehood cannot have beauty, or children, or power, or influence. How, therefore, can such a one attain to a blissful state? What ungrateful man hath ever earned fame? Where, indeed, is his place, and where his happiness? An ungrateful person can never win esteem and affection. Salvation also can never be his. He that is destitute of wealth is a wretch that can scarcely be said to live. Such a wretch cannot support his kinsmen and friends. Unable to make any return for the benefits he receiveth, he certainly meeteth with destruction. Even I am that wretch, ungrateful, destitute of resources, and stained with falsehood, for having obtained my objects from my preceptor, I am unable to do his bidding. Having first endeavoured to the utmost, I will lay down my life. Before this, I never craved for any thing from the very gods. The deities regard me for this in sacrificial place. I will go and seek the protection of Vishnu, the divine Lord of the three worlds, of Krishna the great refuge of all who are blessed with protection. Bowing down unto him, I desire to see that highest of all ascetics, the Eternal Krishna from whom flow all those possessions and enjoyments that are owned by both gods and Asuras.' And while Galava was thus lamenting, his friend Garuda, the son of Vinata, appeared in his sight. And Garuda, from desire of doing him good, cheerfully addressed him, saying, Thou art a dear friend, of mine. It is the duty of a friend, when himself in prosperity, to look to the accomplishment of the wishes of his friends. The prosperity that I have, O Brahmana, is constituted by Vasava's younger brother Vishnu. Before this, I spoke to him on thy behalf and he hath been pleased to grant my wishes. Come now, we will go together. I will bear thee comfortably to the other shore of the ocean, or to the furthest extremity of the earth. Come, O Galava, do not tarry.'""",3163,562,747.0
Book05_108,996,"Section CVIII
""Garuda said, 'O Galava, commanded I have been by God, who is the cause of all knowledge. I ask thee, towards which quarter shall I first take thee to see what lie there? The eastern, the southern, the western, or the northern, towards which, O best of regenerate persons, shall I go, O Galava? That quarter towards which Surya the illuminator of the universe first riseth; where, at eve, the Sadhyas engage in their ascetic austerities; where that Intelligence, which pervades the whole universe first springeth; where the two eyes of Dharma, as well as he himself, are stationed; where the clarified butter first poured in sacrifice subsequently flowed all around; that quarter, O best of all regenerate persons, is the gate of Day and Time. There the daughters of Daksha, in primeval times, gave birth to their children. There the sons of Kasyapa first multiplied. That quarter is the source of all the prosperity of the gods, for it was there that Sakra was first anointed as the king of the celestials. It was there, O regenerate Rishi, that both Indra and the gods underwent their ascetic penances. It is for this, O Brahmana, that this quarter is called Purva (the first). And because in the earliest of times this quarter was overspread by the Suras, it is for this that it is called Purva. The gods, desirous of prosperity, performed all their religious ceremonies here. It was here that the divine Creator of the universe first sang the Vedas. It was here that the Gayatri was first preached by Surya unto the reciters of that sacred hymn. It was here, O best of Brahmanas, that the Yajurvedas  were delivered by Surya (unto Yajnavalkya). It was here that the Soma juice, sanctified by boons, was first drunk in sacrifices by Suras. It was here that the Homa-fires, (gratified by mantras), first drank articles of cognate origin.  It was here that Varuna first repaired to the nether regions, and attained to all his prosperity. It was here, O bull among the twice-born, that the birth, growth, and death of the ancient Vasishtha took place. Here first grew the hundred different branches of Om!  It was here that the smoke-eating Munis are the smoke of sacrificial fires. It was in that region that myriads of boars and other animals were killed by Sakra and offered as sacrificial portions unto the gods. It is here that the thousand-rayed sun, arising, consumeth, out of ire, all those that are wicked and ungrateful among men and the Asuras. This is the gate of the three worlds. This is the path of heaven and felicity. This quarter is called Purva (east). We will go hither, if it pleaseth thee. I shall always do what is agreeable to him who is my friend. Tell me, O Galava, if any other quarter pleaseth thee, for we will then go there. Listen now to what I say of another quarter.'""",2815,496,660.0
