ID,Sentence,RajivJi
5375,विपक्ष आज आक्रोश दिवस मना रहा है और ये आक्रोश उस जनता के प्रति है जिसके समर्थन न देने पर भारत बंद को आक्रोश दिवस बनाना पड़ा!,1
5376,आम आदमी पार्टी की नींव में कुछ गड़बड़ है। #AAP,1
5377,"इस बार नेता नहीं, बल्कि पार्टी की नींव माने जाने वाले वॉलंटियर ही आप को अलविदा कहेंगे। #AAPNot4Punjab",1
5379,"#RamMandir4Hindus बीजेपी के लिए वोट जुगाड़ करने का एक माध्यम है, जो अक्सर बीजेपी को यूपी चुनाव के वक़्त याद आता है। बनो बनो और बनते रहो",1
5382,Dettol के ऐड में पोंछा लगने के बाद जो 2 कीटाणु रह जाते हैं वो राहुल गांधी और अरविंद केजरीवाल हैं !,1
5383,भारत के लोग दो नाम हमेशा याद रखेंगे ? 1 झाँसी की रानी लक्ष्मीबाई 2 झांसे का राजा अरविंद केजरीवाल,1
5389,"छोटे गाँधी जी उच्चतम गुणवत्ता वाला गांजा फूंकते हुए कुछ सच्चाई लिख बैठे, और कांग्रेस अब इसको अकाउंट हैकिंग का नाम दे रही है",1
5399,"या तो रामदेव की कोई जड़ी बूटी उन पर रीएक्शन कर गई है या उन्हें बंगाल सरकार से पतंजलि के लिए जमीन चाहिए, तभी उन्हें ममता में PM नज़र आ रहा है।",1
5400,सोना चाँदी च्यवनप्राश में उतना ही सोना है जितनी बाबा रामदेव में देशभक्ति।,1
5402,"अल्लाह को मानने वाले, हर मन में अल्लाह बसता है, बम बनाकर, आतंकवाद फैलाने की क्या जरूरत है।",1
5403,"कालाधन व आतंकवाद खत्म करने के नाम पर, देशभक्ति का सबूत देने हम कतारो मे जुटे है।",1
5406,"जिन्हें चींटी और हाथी के दंत कथा पर तरस आता हो या फिर बकवास अनुभव किया है, वह कृपया एक रात मच्छर के इलाका में चैन की नींद लेकर सो जाएं।",1
5412,इनको ये समझ नही की जिस दिन हम अपनी पे आएंगे ये बाप बाप चिलायेंगे। हाँ अफगानिस्तान से भी आगे तक हमारे बाप का रहा है फारुख साब,1
5414,"जब पाकिस्तान पाकों का है, अफगानिस्तान अफगानों का है, तुर्की तुर्कों का है, अरब अरबों का है तो हिंदुस्तान सेकुलुरों का कैसे?",1
5417,बुढ्ढे को जवान दिखने के लिए 6 घंटे का मेकअप कम है इसको 6 साल तक मेकअप करना चाहिए। तब तक देश में असहिष्णुता भी ख़त्म हो जायेगी,1
5418,"ट्रम्प ने हिलेरी पे यू टर्न ले लिया है, अमेरिका वालों को धीरे धीरे पता चलेगा, उन्होंने अपना मोदी नहीं केजरीवाल चुना है।",1
5419,डोनाल्ड ट्रम्प ने कहा था वो हिलेरी को जेल भेजेंगे अब उन्होंने यू टर्न ले लिया केजरीवाल और शीला दीक्षित स्टोरी का अब हॉलीवुड में रीमेक बना,1
5421,थोड़ी देर हो गयी वर्ना हिलेरी क्लिंटन की जगह मोदी अपनी माता जी अमेरिका में राष्ट्रपति के इलेक्शन में खड़ी करवा देते।,1
5424,"आज संविधान दिवस है । आज ही के दिन 4 वर्ष पूर्व, आम आदमी पार्टी के नाम पर मेरे काला धन का जन्म हुआ #DeMonetisation करके मोदी ने सब तबाह कर दिया",1
5429,"दिक्कत सिर्फ चिटफण्ड घोटाले में कमाए रोकड़ो के एक झटके में रद्दी हो जाने की है, जो दीदी कोलकाता से दिल्ली दौड़ रही है।",1
5431,बेगम मोमता को भारतीय सेना से डरा देख बंगलादेश की शेख हसीना की हँसी ना रुक रही,1
5432,"वो लोग कर रहे है जिनका चाचा नवाज़ शरीफ, बुआ शेख हसीना है जो खाए देश का और काम करे दुश्मनो के लिए, उनको ही PM से तकलीफ है",1
5436,एक लडकी मेट्रो में बडी देर से मोदी के गुण गा रही थी मैने कह दिया भगवान करे आपको मोदी जैसा पति मिले। उसके बाद अब शांत है।,1
5437,"लखनऊ में जल्द ही मेट्रो दौड़ेगी, और इस मेट्रो में गति की ओर का पहला डब्बा गुटखा खाने वालों के लिए आरक्षित रहेगा।",1
5439,"गूगल, माइक्रोसॉफ्ट, रिलायंस , फेसबुक, एप्पल सबके मालिक लड़के हैं आखिर लडकियाँ इतने मार्क्स लेकर करती क्या हैं ? बैंगन का भर्ता बनाना,",1
5443,मोमोता दीदी ने कहा। नोइ करेगा सड़क पोर बोन्द बाबा ! ऑन लाइन बोन्द बुलाएगा अब। वोडाफोन एयरटेल वालों का टॉवर पकड़ लेगा हम,1
5444,अगर किसी दिल्ली वाले का पारा हाई करना हो तो बस उसके आगे जोर से पांच साल केजरीवाल बोल दो,1
5445,अरविन्द केजरीवाल के भोपाल आने की खबर सुनके व्यापम के खलनायक जी दूसरे ग्रह पे जा पहुंचे,1
5446,अंबानी ने जियो लाकर फ्री डाटा दिया ही इसलिए था ताकि ज़्यादा से ज़्यादा लोग मोदी को ऑनलाइन वोट देकर Time of year बना सकें केजरीवाल,1
5448,सेना ने रूटीन अभ्यास के बंगाल पुलिस से सतत संपर्क के दस्तावेज जारी किये। क्या दीदी माफ़ी मांगेंगी। नहीं। क्योकिं मोमता अब केजरीवाल हो गई है!,1
5449,"इतिहास गवाह है, केजरीवाल ने जिस जिस से इस मुद्रा में बात किया है, उनका क्या हुआ, अब दीदी की बारी है",1
5450,केजरीवाल और ममता बनर्जी में कडा मुकाबला चल रहा है केजरीवाल ने तो दिल्ली पुलिस को ही गालियाँ दी दीदी ने तो फौज कि मां बहन एक कर दी। !,1
5452,"टीआरपी का खेल देखो। अस्पताल कहता है वो ज़िंदा हैं, मीडिया कहता है नही। प्रतिस्पर्धा है, कौन खबर पहले देगा। पर मौत को तो बक्श दो।",1
5455,"शहंशाही नहीं, मुझे फकीरी अदा कर मौला। मोदी जी तीन और फ़क़ीर टाटा, अंबानी और कामथ के साथ रूहानी चर्चा करते हुए।",1
5462,#JIO का सच नीता अंबानी ने मन्नत मांगी थी कि अनंत अम्बानी अपना वजन कम कर लेगा तो गरीबों में 3 महीने Net or call का भंडारा करवाऊँगी,1
5465,नीता अंबानी ने मन्नत मांगी थी कि अगर अनंत अम्बानी अपना वजन कम कर लेगा तो गरीबों में 6 महीने Net or call का भंडारा करवाऊँगी,1
5466,"यदि बैंक की लाइन मे लगने से हुए मृत्यु के लिए PMजिम्मेदार है, तो भारत पाक बटवारे मे 6 लाख की मौत का जिम्मेदार कौन? नेहरू गाँधी?",1
5473,"क्या आदमी है पढ़ा लिखा गंवार, मोबाइल से बेसिरपैर ट्वीट कर सकता है, पर उसी मोबाइल से बैंकिंग करना नहीं जानता",1
5476,"लाला, तुम किस चक्की का खाते हो? इस डेढ़ छँटाक के राशन में भी तोंद बढ़ाए जाते हो।",1
5477,"आराम ज़िन्दगी की कुंजी, इससे न तपेदिक होती है। आराम सुधा की एक बूंद, तन का दुबलापन खोती है।",1
5478,"आराम शब्द में राम छिपा जो भव बंधन को खोता है। आराम शब्द का ज्ञाता तो विरला ही योगी होता है। इसलिए तुम्हें समझाता हूँ, मेरे अनुभव से काम करो। ये जीवन, यौवन क्षणभंगुर, आराम करो, आराम करो।",1
5479,यदि करना ही कुछ पड़ जाए तो अधिक न तुम उत्पात करो। अपने घर में बैठे बैठे बस लंबी लंबी बात करो।,1
5480,"करने धरने में क्या रक्खा जो रक्खा बात बनाने में। जो ओठ हिलाने में रस है, वह कभी न हाथ हिलाने में।",1
5481,तुम मुझसे पूछो बतलाऊँ है मज़ा मूर्ख कहलाने में। जीवन जागृति में क्या रक्खा जो रक्खा है सो जाने में।,1
5482,"मैं यही सोचकर पास अक्ल के, कम ही जाया करता हूँ। जो बुद्धिमान जन होते हैं, उनसे कतराया करता हूँ।",1
5483,"मेरी सेहत का राज यही कि, दीए जलने के पहले ही घर में आ जाया करता हूँ। जो मिलता है, खा लेता हूँ, चुपके सो जाया करता हूँ।",1
5484,"मेरी गीता में लिखा हुआ सच्चे योगी जो होते हैं, वे कम से कम बारह घंटे तो बेफ़िक्री से सोते हैं।",1
5485,"जब सुख की नींद कढ़ा तकिया, मेरे सर के नीचे आता है, तो सच कहता हूँ मुझको तो संसार का मोह मिट जाता है।",1
5486,"मैं मेल ट्रेन हो जाता हूँ, बुद्धि भी फक फक करती है। भावों का रस हो जाता है, और कविताएं उमड़ने लगती है।",1
5487,"मैं औरों की तो नहीं, बात पहले अपनी ही लेता हूँ। मैं पड़ा खाट पर चुभते इन बूटों को ऊँटों की उपमा देता हूँ।",1
5488,"मैं इसीलिए तो कहता हूँ मेरे अनुभव से काम करो। यह खाट बिछा लो आँगन में, लेटो, बैठो, आराम करो।",1
5489,"धड़ धड़ धड़ धड़, बम बम बम बम, काहे लडें हम, मौका देखा, रणछोड़ चले हम।",1
5490,"आबाद करेंगे हम जहा नया, ये यहा बरबाद करेंगे। निपटा लेगे जब ये सब को सब भस्मासुर को याद करेंगे,",1
5491,कंप्यूटर इन्ड्स्ट्री में देखो ना सारे गधे घोड़े घुसे जा रहे हैं। आधे से ज्यादा तो इसमें गधे हैं और जो घोड़े भी थे उनसे भी गधों की तरह काम लिया जा रहा है।,1
5492,महिला सशक्तीकरण के चक्कर में पड़ने वाले बहुत जल्दी किसी भी किस्म की शक्ति से वंचित हो जाते हैं। शायद इसीलिये बेचारे मनमोहन सोनिया जी के सशक्तीकरण के चक्कर में शक्ति से वंचित हो गये ।,1
5493,"तुम जब नही थे, तब भी ये कंपनी चल रही थी, तुम जब नहीं होगे, तब भी चलेगी, तुम कुछ भी अनुभव लेकर यहां नहीं आए थे। जो अनुभव मिला यहीं मिला। जो भी काम किया वो कंपनी के लिए किया, डिग़्री लेकर आए थे, अनुभव लेकर जाओगे। क्या रक्खा है प्रमोशन और वेतन वृद्धि में?",1
5496,"इन्हीं से प्रकट होंय दंगा, इन्हीं से होय शांति भंगा, कौन फिर इनसे ले पंगा, क्रिमिनलों संग करें हुडदंग लोग हैं तंग। ऐसे हैं खद्दरधारी जी।",1
5497,प्यास के मारे हम तरसें। मगर ये कहीं नहीं दरसें। चुनावी मौसम में बरसें। हमारे बीच ऊँच प्लस नीच भाव को सींच। प्यार की नदिया खारी की। एसे हैं खद्दरधारी जी।,1
5498,न कोई काम करें सच्चा दे। रहे पब्लिक को गच्चा। ठगाई में सबके चच्चा। घोटालानंद नित्य छलछंद करें निर्द्वंद्व। फ़िक्र बस कुर्सी प्यारी की आरती खद्दरधारी की,1
5499,अगर आज तक थोड़ा और छूट दे तो माहौल से लग रहा है कि अंजना कश्यप नलिनी सिंह की बाल खीच लेगी। #ExitPoll2019,1
5500,"अगर आपके टीवी का स्पीकर काम नही कर रहा तो परेशान हों, नोएडा से न्यूज़ एंकर्स इतने जोर से चिल्ला रहे हैं कि उनकी आवाज़ पूरब में म्यंमार और पक्षिम में अफ़ग़ानिस्तान तक जा रही है",1
5501,अगर यूपी में कोर्ट ना होता तो ये लोग भर्ती का भर्ता बनाते और आपस में बाट कर खा जाते। धन्य हो यूपी लाल #कटाक्ष,1
5507,"कोरोना काल में हर धर्म के लोग अल्ल्लाह, भगवान, गोड और अन्य को भुलाकर विज्ञान पर निर्भर है आखिर क्यों?",1
5509,"खुद को गालियां पड़वा के, क्रिटिसाइज करवा के, डिसलाइक ले के लोगो से अटेंशन लेना और पैसे कमाना कोई कुणाल कमरा से सीखे।",1
5511,चैन से जीने के लिए रोटी कपड़े और फुस का घर काफी है बेचैनी से जीने के लिए अनेक गाड़ी अनेक कपड़े और अनेक बंगले भी कम पड़ते है,1
5513,जिसे आप ट्रिक समझ रहे हैं न वह छिछोरापन है का समझें। #कटाक्ष,1
5514,"ज्यादा मुश्किल नही है, राहुल गांधी अभी भी थोड़ी मेहनत कर लें तो SSC क्रैक कर सेटल हो सकते हैं #ExitPoll2019",1
5515,"दिल्ली सरकार को सबक़ सीखाते हुए अधिकतम मरीज़ों का अहमदाबाद में इलाज होना चाहिए। आख़िर वो भी तो गुजरात मोडल हैं, जिसकी दुहाई मोदी कई बार दे चुके हैं #व्यंग्य #कटाक्ष",1
5516,नीतीश सरकार मास्क इस लिए बांट रही कि अपनी जिम्मेदारी भी मास्क से छिपा लेंगे? शर्म आएगी।,1
5517,पहले कह रहे थे गंदगी मत फैलाओ। फिर कहा प्लास्टिक यूज़ मत करो। अब कह रहे हैं सड़क पर ठीक से चलो। मोदी सरकार धीरे धीरे बीवी।,1
5518,"प्रेम तो बेरोजगारी में ही होता है, नौकरी देख कर तो शादियां होती है #कटाक्ष",1
5519,बेपनाह मुहब्बत और शुभकामनाओं के लिए आप सब का तहेदिल से शुक्रिया परिवार। मैंने तो बस काग़ज़ दिखाए थे।,1
5520,मुस्लिम देशों की बहुत बड़ी साजिश डीजल में मिलाया भांग जिसकी वजह से ट्रेन अपना रास्ता भूल गई #व्यंग,1
5521,मेरी साबुन बहुत जल्दी पिघल कर ख़त्म हो जा रही हैं मोदी जी इस्तीफ़ा दो #कटाक्ष,1
5522,मेरे घर का LED बल्ब ख़राब हो गया मोदी जी इस्तीफ़ा दो #कटाक्ष,1
5523,मेरे फ़ोन की बैट्री ज़्यादा नही चलती मोदी जी इस्तीफ़ा दो #कटाक्ष,1
5524,मोदी जी ने जो थप्पड़ मारा है वो ट्रंप के हाथ से ज़्यादा इमरान खान के गाल पर लगा है।,1
5526,लोग Tweet के साथ इश्क जैसा बर्ताव करते हैं। वो उसे Like तो करते हैं मगर करके दुनिया को उसके बारे में बताते नहीं।,1
5527,शुक्र है इस बार लगता है देश के भीतर कोई सबूत नहीं दिखाना पड़ेगा। दुश्मन ने ख़ुद मान लिया है #Balakot,1
5530,1975 कांग्रेस लोकतंत्र की रक्षा के लिए जाना जाता है 1984 कांग्रेस के अथक प्रयासों द्वारा सिक्खों की रक्षा के लिए।,1
5531,"2020 में पता नहीं दुनिया बचेगी या नहीं इसलिए मैं अपना पैसा पानी की तरह बहा रहा हूं, अभी अभी 10 के कुरकुरे खरीदे",1
5533,"अगर वेक्सीन नही बन रही है तो कोरोना दिखने वाला चश्मा ही बना दो ! चप्पल से ही मार देंगे, हरामी को ! ☝",1
5534,अरविंद केजरीवाल ने अभी अभी सूचित किया है कि क्वॉरंटाइन और वैलेंटाइन सगे भाई हैं क्योंकि क्वॉरंटाइन की अवधि 14 दिन होती है औ।,1
5535,असली हाथी को मार दिया इसलिए कोई कुछ नही बोल रहा अगर लखनऊ के अम्बेडकर मैदान का पत्थर वाला हाथी होती तो देशभर में दंगे हो रहे।,1
5536,इंद्र देवता बहुत प्रसन्न दिख रहे है! गजब की कड़क के साथअपने dslr से फोटो किलिक कर रहे है! #बारिश,1
5537,एलआईसी एजेंट के बाद मौलवी वह दूसरा शख्स है जो लोगों को मरने के फायदे बताता है,1
5538,कपिल मिश्रा जी ने आज टुकड़े गैंग बिके हुए दलाल पत्रकार और दिल्ली दंगों के गुनहगारों के पिछवाड़े में पेट्रोल का छिड़काव कर दि।,1
5539,"कभी सोचा नहीं था की लोगों पर मौत का ऐसा कहर बरपेगा की शमशान घाटों में भी दाह संस्कार के लिए वेटिंग चलेगी, जल्दी नम्बर ल।",1
5540,केजरीवाल सुबह से बीमारी का बहाना बनाकर लेटा हुआ था जैसे ही एलजी साहब ने उसका फैसला पलटा ऐसी मिर्ची लगी जैसे पिछवाड़े।,1
5541,केरल में मंदिरों के लिए बिजली दर ₹ युनिट मस्जिदो के लिए 2₹ युनिट,1
5542,"कोरोना का कहर है, तप रहा रेगिस्तान। मानव मर रहे रोग से, बिन पानी बेजुबान। कहते हैं कि रेगिस्तान का जहाज #ऊंट 7।",1
5545,चीन की तुलना मे हमारे पास धार्मिक शक्ति ज्यादा है! इसलिए हम माँग करते है इन शक्तियों का सदुपयोग सेना में करें और #ब्राह्मण_।,1
5547,दिल्ली को विकास भी चाहिए ओर केजरीवाल भी। ? How Joking,1
5548,"देश का मु सलमान आज से नहीं, मुगल काल से ही डरा हुआ है। अकबर भी महाराणा प्रताप का नाम सुनकर मूत देता था। ! ☝",1
5550,पंजाबी बाग श्मशान घाट में आज एक दिन में 67 शवों का दाह संस्कार किया गया! पर खबरदार केजरीवाल को किसी ने नींद से जगाया तो,1
5552,"पृथ्वी पर कोरोना आकाश में टिड्डी , पाताल में भूकंप समुद्र मे तूफान घर में पत्नी। फिर भी आरोग्य सेतु बता।",1
5553,"भाईचारा माई फुट। तुम सिर्फ चारा हो काफिरों। कश्मीर घाटी मुस्लिम बहुसंख्यक क्षेत्र है, पूरे क्षेत्र में एक भी हिंदू।",1
5556,मेरी पड़ोसन ने फेसबुक पर मेरी फ्रेंड रिक्वेस्ट एक्सेप्ट नही की। अब देखता हूं उसका गैस सिलेंडर कोंन भरवाता है ☝,1
5559,ये चीन एक दिन पाकिस्तान और नेपाल दोनों को पिटवाएगा कमीना। ☝,1
5561,राहुल जैसा दुनियां में कोई नहीं कांग्रेस लो कर दी ना छोटी बात। हम तो कहते हैं उनके जैसा पूरे ब्रम्हांड में कोई नहीं।,1
5564,"हमने एक सच्चे आदमी, को प्रधान सेवक क्या बनाया, सारे संपोले बिलमेंसे बाहर निकले। सारे गांधीपरिवारकी अत्यंत भयाव।",1
5565,गर्मी वाला लॉजिक तो फेल हो गया। लगता है अब बारिश के कीचड में फिसल फिसल के मरेगा कोरोना।,1
5566,"दिल की तमन्ना है कि मैं भी, अपनी पलकों पे बैठाऊँ तुझको, बस तू अपना वजन कम करले, तो मेरा काम आसान हो जाए।",1
5568,"सोते को जगाया जा सकता है, पर कोई सोने का ढोंग करके पड़ा हो तो उसे कैसे जगाया जाए?!",1
5569,"कविताएं छपती नहीं। कहानियां खपती नहीं। उपन्यास का प्लॉट नहीं। कोई परिचर्चा एलॉट नहीं। तब या तौ लिखों कव्वाली या बैंठे ठाले बको गाली। गाली भी व्यंग्य का एक प्रकार है। नये साहित्य में उसी की भरमार है। पेशे से टीचर, लिखने लगे फीचर। जब चढ़ा शनीचर। होगए फटीचर। पूछने लगे अब कैसा लिखता हूं। अब लाला की उधार का हिसाब नहीं, व्यंग्य लिखता हूं।",1
5570,विद्यालय का नया नाम रोमांसालय है। सयानी लड़कियां यहां इसलिए आती हैं कि वे अधिक से अधिक माता पिताओं की नज़रों से दूर रहें। लड़के इसलिए आते हैं कि एलएसडी के नशे में चूर रहें।,1
5571,"राम के पुरुषार्थ की तो बढ़ा चढ़ाकर चर्चा की जाती है लेकिन शूर्पनखा की बेचारी नाक को कोई नहीं पूछता। हम पूछते हैं कि यदि शूर्पनखा के नाक न होती और होने से ही क्या होता है, होकर के भी कटी न होती, तो राम के पुरुषार्थ को कौन पूछता?",1
5572,"मेरा ख़्याल है, नाक की हिफाजत सबसे ज्यादा इसी देश में होती है और या तो नाक बहुत नर्म होती है या छुरा बहुत तेज, जिससे छोटी सी बात से भी नाक कट जाती है। और जो लोग नाक रखते ही नहीं हैं, उन्हें तो कोई डर ही नहीं है। दो छेद हैं, जिनसे सांस ले लेते हैं।",1
5573,"बर्बाद गुलिस्तां करने को बस एक ही उल्लू काफ़ी था जब हर शाख़ पे उल्लू बैठा है, अंजाम ए गुलिस्तां क्या होगा!",1
5574,"किसी देश की संसद में एक दिन बड़ी हलचल मची। हलचल का कारण कोई राजनीतिक समस्या नहीं थी, बल्कि यह था कि एक मंत्री का अचानक मुंडन हो गया था।",1
5575,"बस में चढ़ता हूँ तो देखता हूँ, जो सीट महिलाओं के लिए आरक्षित होती हैं, वहाँ प्राय: महिलाएँ के स्थान पर हिलाएँ लिखा रहता है जिसका कि सही अर्थ मेरी पकड़ में क़भी नहीं आया। किसे हिलाएँ? महिला को या कि सीट को?",1
5576,"पार्क में जाता हूँ तो तख्ती लगी देखता हूँ कि बिना आज्ञा के फुल तोड़ना मना है । तमन्ना तो यह होती है कि पार्क के सारे फूल आज ही तोड़ डालूँ पर क्योंकि यह पार्क कॉरपोरेशन का है, इसमें कोई फूल कभी होता ही नहीं।",1
5577,"मूर्खता बहुत चिंतन नहीं माँगती। थोड़ा सा कर लो, यही बहुत है।",1
5578,ऐसा ही वक्‍त आ गया है जब गुंडे बेला के फूलों की माला पहन जै जैकार करा रहे हैं जब जहर माहुर फल फूल रहे हैं,1
5579,"निद्रा का सुख समाधि सुख से अधिक है, किंतु लोग उस सुख को अनुभूत करने में बाधा डाला करते हैं। कहते हैं कि सवेरे उठा करो, क्योंकि चिडियां और जानवर सर्वेरे उठते हैं; किंतु यह नहीं जानते कि वे तो जानवर हैं और हम मनुष्य हैं। क्या हमारी इतनी भी विशेषता नहीं कि सुख की नींद सो सकें! कहां शय्या का स्वर्गीय सुख और कहां बाहर की धूप और हवा का",1
5580,मुझे ये लोग क्या प्रमोट करेंगे। ये खुद को ही प्रमोट कर लें खुद के लोग का ही गैंग बना ले और अपनी सोच थोपे वो ही बहुत बड़ी बात।,1
5585,#रानी_लक्ष्मीबाई एक औरत होकर भी अंग्रेजों के खिलाफ जी जान से लड़ी 👏 और एक तरफ आज के नौजवान है जो टिक टॉक पर घाघरा पहन कर नाच रहें हैं,1
5586,1भारतीय सैनिक पर 5 चीनी सैनिक थे फिर भी हेलीकॉप्टर से लाशें भर के ले गए है। हमसे दुगने सैनिक गवाएं है। बात करते हो चीन की।,1
5587,"62 के युद्ध के बाद नेहरू जी संसद में बोले अक्साई चिन में तिनके के बराबर भी घास तक नहीं उगती, वो बंजर इलाका है, चीन ने ले लिया तो क्या हो गया",1
5589,"अकेला भारत एक साथ पांच पांच दुश्मनों से लड़ रहा है। चीन, कांग्रेस, पाकिस्तान, गद्दार और कोरोना",1
5596,आपका भरता तो अब भाभी जी बनाएगी 😆👍🏼,1
5609,काले हिरन की हत्या: भाईजान चैरेटी करते है हिट &रन केस : भाईजान चैरेटी करते है ना जाने कितनों का करियर तबाह कर दिए: भाईजान चैरेटी करते है क्या हुआ जो किसी की आत्महत्या की वजह हो भाईजान तो चैरेटी कर रहे है 😏👞,1
5611,किसी के पास निर्मल बाबा का ☎️📞 नंबर है क्या 🤔 कोई भी देश करोना की दवा नही बना पा रहा है 😕 पूछना था कि कृपा कहां पर अटकी हुई है 😮,1
5612,क्या आपको लगता है इस देश की जनता चीन के समान का पूरी तरह बहिष्कार कर पाएगी 🤔 बिल्कुल नहीं कुछ लोगों ने ठान लिया है जब तक।,1
5621,जो उतर नहीं पाया अभी तक माँ की गोदी से वो क्या लड़ेगा नरेंद्र दामोदर दास मोदी से 🚩 #BestPMEver @INCIndia,1
5623,तापमान ने तो साहब कसम खा ली है सबको दक्षिण अफ्रीका के लोगो जैसा बना कर छोड़ने की 😰😰,1
5624,दवाई ज्यादा जरूरी है वादों पर बाद में ध्यान दे 👊🏼,1
5628,"देश की बर्बादी में मेरा कोई योगदान नहीं हैं, क्यूंकि मैंने कभी कांग्रेस को वोट नहीं दिया? 🙏 🙏",1
5692,खानदान हर जगह हावी है चाहे बॉलीवुड में हो या पॉलिटिक्स में। कामयाब दरबारी ही हैं।,1
5736,"माया को चाहने वाला बिखर जाता हैं, और श्री राम को चाहने वाला निखर जाता हैं। #JaiSriRam",1
6013,"पुलिस छाने ख़ाक, साद पढ़े नमाज़। #MarkazCorona",1
6733,सालो की आंखे तो खुलती है नही भारत से पंगा लेंगे 💪 #IndianArmyZindabad,1
6741,भाई ये बहत्तर हूरों का बहत्तर हजार से संयोग मात्र ही है ना? #ElectionCongress_72000,1
6749,तारक मेहता के नए एपिसोड नही आ रहे है कहीं अब्दुल को कोरोना तो नहीं हो गया। 😉🤣,1
6756,आपको को क्या लगता है ? सफूरा का पति पहले सामने आएगा या उसका बच्चा ? 🤔😂,1
6761,"जब भाई की बातों को सीरियस नहीं लेते, तो मेरी बातों को क्यों लेते हो~प्रियंकागाँधी 🤣😂",1
6777,"हम तो आत्मनिर्भर उसी दिन हो गये थे, जिस दिन कैटेगरी वाले कालम में जनरल लिखे थे।",1
6780,जो लोग सीमा पर चीन के सैन्य जमावड़े से ज्यादा सफूरा ज़रगर की प्रेगनेंसी में ज्यादा इंटरेस्टेड हैं ? उन्हें क्या कहेंगे आप? 🤔,1
6781,"औवैC ने कहा है की हम कंगना राणावत की मूवीज का बहिष्कार करेंगे। लेकिन हम हिन्दू कितने मूर्ख है की जिहादी शाहरुख, आमिर, सलमान की मूवीज देखते है? 🤔",1
6783,भारत का गृहमंत्री दिल्ली राज्य के अस्पताल की व्यवस्था देखरहा है और दिल्ली का मालिक घर से टीवी। केजरीवाल ऐसा कैसे चलेगा। ? 🤔?,1
6784,ये गर्व से कहते हैं माई नेम इज खान जिस सरनेम की वजह से ये खान गेंग इतराती है उसी सरनेम की वजह से हवाई अड्डों पर इनकी चड्डी तक उतरवाकर इनकी जांच होती है,1
6789,"एक इंसान जो ना पुरुष है, ना स्त्री! उसने खान गैंग के साथ मिलकर पूरे बॉलीवुड का कबाडा कर दिया।",1
6791,"150₹ लीटर पेट्रोल तक तो हम बीजेपी के साथ हैं, उसके ऊपर गया तो भगवान कसम बैटरी वाला स्कूटर लेलेंगे पर वोट तो मोदीजी को ही देंगे। 😀🙏",1
6792,जब खुद को हुआ कोरोना तो पलटू राम ने कहा। दिल्ली में होगा सब का इलाज। इसे कहते है थूक कर चाटना घुंघरू सेठ 😂,1
6797,"अगर ज़न्नत में हूरें मिलती तो, हाफ़िज़ सईद और मसूद अजहर सबसे पहले ख़ुद को उडा लेते। 😂",1
6799,"कॉलेज का पढ़ा आदमी मात्र प्लेन उड़ा सकता है, जबकि मदरसे का पढ़ा पूरा एयरपोर्ट उड़ा सकता है ? शिक्षा विभाग : पाकिस्तान",1
6800,"हमें विश्व के 57 मुस्लिम देशों से कोई खतरा नहीं है, लेकिन उनको विश्व में सिर्फ एक हिंदू_राष्ट्र 🚩देश बनने से खतरा है ।",1
6802,"अगर भारत का उपराष्ट्रपति_मुस्लिम बनता है तो हमें उससे कोई खतरा नहीं है, लेकिन उन्हें किसी राज्य का मुख्यमंत्री सन्यासी मंजूर नहीं",1
6803,"वो घर घर से अफजल निकालते है , हमें फिर भी उनसे कोई खतरा नहीं है , लेकिन हमारे घर से एक योगी निकला है 💪 तो इस्लाम खतरे।",1
6804,"हमें उनका माशाल्लाह, अल्लाह हू अकबर, नमाज, काबा, रमजान आदि से कोई खतरा नहीं है लेकिन उनको जयश्रीराम के जयकारे से खतरा है।",1
