,Ques_Id,Chunk_Id,Pred_Chunk_Id,FoundIn@1,FoundIn@2,FoundIn@3,FoundIn@4,FoundIn@5,FoundIn@10,P@1,P@2,P@3,P@4,P@5,P@10,R@1,R@2,R@3,R@4,R@5,R@10,F1@1,F1@2,F1@3,F1@4,F1@5,F1@10,MAP,RR
254,10254,10113,"['id10113', 'id10178', 'id34', 'id44', 'id120', 'id37', 'id10562', 'id10490', 'id153', 'id10118']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
255,10255,10113,"['id38', 'id10320', 'id10074', 'id10208', 'id67', 'id10185', 'id29', 'id10182', 'id110', 'id285']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,10256,10490,"['id10490', 'id109', 'id108', 'id10565', 'id225', 'id10567', 'id10775', 'id166', 'id178', 'id128']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
257,10257,10490,"['id10490', 'id108', 'id109', 'id10565', 'id104', 'id10567', 'id225', 'id10501', 'id178', 'id128']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
258,10258,10490,"['id104', 'id10490', 'id184', 'id126', 'id102', 'id108', 'id221', 'id106', 'id109', 'id222']",0,1,1,1,1,1,0,0.5,0.33,0.25,0.2,0.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.67,0.5,0.4,0.33,0.18,0.26,0.5
259,10259,10490,"['id10490', 'id104', 'id10494', 'id126', 'id236', 'id248', 'id89', 'id105', 'id184', 'id102']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
260,10260,10490,"['id130', 'id10517', 'id139', 'id10512', 'id111', 'id10237', 'id166', 'id118', 'id104', 'id10604']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,10261,10075,"['id10075', 'id10074', 'id22', 'id10001', 'id1', 'id10077', 'id10124', 'id29', 'id10101', 'id25']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
262,10262,10253,"['id10105', 'id10154', 'id10145', 'id31', 'id10116', 'id30', 'id10315', 'id10124', 'id33', 'id10111']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,10263,10253,"['id10253', 'id300', 'id61', 'id10297', 'id40', 'id10430', 'id10182', 'id103', 'id10808', 'id162']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
264,10264,10253,"['id10808', 'id10253', 'id89', 'id61', 'id10400', 'id10396', 'id69', 'id85', 'id10337', 'id71']",0,1,1,1,1,1,0,0.5,0.33,0.25,0.2,0.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.67,0.5,0.4,0.33,0.18,0.26,0.5
265,10265,10253,"['id10808', 'id10193', 'id83', 'id10253', 'id89', 'id10486', 'id10396', 'id85', 'id90', 'id61']",0,0,0,1,1,1,0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.18,0.04,0.25
266,10266,10814,"['id10814', 'id244', 'id178', 'id27', 'id43', 'id142', 'id232', 'id141', 'id10670', 'id237']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
267,10267,10814,"['id185', 'id178', 'id10546', 'id10005', 'id10827', 'id10567', 'id176', 'id158', 'id10821', 'id10240']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,10268,10814,"['id185', 'id10827', 'id178', 'id10546', 'id10005', 'id10567', 'id10240', 'id10811', 'id176', 'id158']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,10269,10814,"['id185', 'id10811', 'id10240', 'id253', 'id10827', 'id177', 'id176', 'id225', 'id10005', 'id10012']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,10270,10814,"['id10811', 'id177', 'id176', 'id10240', 'id185', 'id10753', 'id253', 'id10609', 'id109', 'id10005']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,10271,10328,"['id119', 'id10557', 'id10315', 'id25', 'id105', 'id10270', 'id6', 'id10009', 'id10494', 'id84']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,10272,10328,"['id119', 'id10557', 'id25', 'id10315', 'id69', 'id6', 'id10009', 'id10805', 'id105', 'id84']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,10273,10328,"['id10808', 'id69', 'id61', 'id233', 'id10396', 'id40', 'id10148', 'id90', 'id50', 'id47']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,10274,10328,"['id69', 'id10330', 'id73', 'id71', 'id10337', 'id10345', 'id10347', 'id206', 'id62', 'id97']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,10275,10328,"['id10330', 'id10347', 'id10345', 'id73', 'id10328', 'id71', 'id10337', 'id217', 'id10343', 'id134']",0,0,0,0,1,1,0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.18,0.04,0.2
276,10276,10111,"['id10111', 'id10145', 'id10127', 'id252', 'id10315', 'id24', 'id10105', 'id186', 'id10103', 'id10124']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
277,10277,10111,"['id10111', 'id187', 'id10105', 'id251', 'id105', 'id248', 'id10315', 'id186', 'id8', 'id10012']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
278,10278,10111,"['id10146', 'id202', 'id10148', 'id10455', 'id248', 'id10085', 'id105', 'id299', 'id10315', 'id128']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,10279,10187,"['id10213', 'id10224', 'id10166', 'id10176', 'id10187', 'id10169', 'id10199', 'id36', 'id10171', 'id10100']",0,0,0,0,1,1,0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.18,0.04,0.2
280,10280,10187,"['id10187', 'id10176', 'id10199', 'id257', 'id36', 'id38', 'id10213', 'id10169', 'id10224', 'id10229']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
281,10281,10187,"['id10187', 'id60', 'id10419', 'id51', 'id10176', 'id10501', 'id107', 'id208', 'id218', 'id10250']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
282,10282,10079,"['id10079', 'id10078', 'id10077', 'id298', 'id10753', 'id97', 'id10080', 'id90', 'id10081', 'id61']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
283,10283,10247,"['id50', 'id10202', 'id86', 'id10400', 'id10176', 'id36', 'id207', 'id10355', 'id10291', 'id246']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,10284,10247,"['id10247', 'id50', 'id200', 'id10443', 'id10355', 'id10406', 'id88', 'id10202', 'id10783', 'id253']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
285,10285,10247,"['id50', 'id253', 'id10750', 'id10229', 'id116', 'id248', 'id10454', 'id10704', 'id10455', 'id10421']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,10286,10247,"['id50', 'id10247', 'id253', 'id205', 'id10704', 'id82', 'id116', 'id10586', 'id86', 'id10849']",0,1,1,1,1,1,0,0.5,0.33,0.25,0.2,0.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.67,0.5,0.4,0.33,0.18,0.26,0.5
287,10287,10247,"['id50', 'id86', 'id10400', 'id90', 'id10586', 'id253', 'id239', 'id299', 'id222', 'id205']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,10288,10105,"['id17', 'id10146', 'id10105', 'id33', 'id10506', 'id10148', 'id10145', 'id10315', 'id248', 'id10084']",0,0,1,1,1,1,0,0.0,0.33,0.25,0.2,0.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.4,0.33,0.18,0.16,0.33
289,10289,10105,"['id221', 'id10171', 'id216', 'id184', 'id10322', 'id10847', 'id127', 'id153', 'id10595', 'id10217']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,10290,10105,"['id10105', 'id10854', 'id186', 'id10104', 'id23', 'id185', 'id298', 'id129', 'id10849', 'id10185']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
291,10291,10213,"['id46', 'id47', 'id10224', 'id10208', 'id10182', 'id10206', 'id10189', 'id271', 'id10178', 'id43']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,10292,10213,"['id10148', 'id233', 'id183', 'id278', 'id218', 'id10291', 'id135', 'id10143', 'id253', 'id10793']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,10293,10213,"['id261', 'id194', 'id205', 'id183', 'id200', 'id10075', 'id233', 'id10013', 'id163', 'id285']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,10294,10213,"['id10213', 'id10166', 'id10224', 'id10169', 'id22', 'id10176', 'id38', 'id10100', 'id36', 'id10088']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
295,10295,10213,"['id10750', 'id10454', 'id10229', 'id10182', 'id204', 'id10419', 'id10439', 'id10291', 'id246', 'id146']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,10296,10291,"['id10291', 'id141', 'id210', 'id89', 'id248', 'id10116', 'id232', 'id10606', 'id204', 'id142']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
297,10297,10291,"['id10291', 'id141', 'id10439', 'id224', 'id10182', 'id50', 'id206', 'id10454', 'id41', 'id89']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
298,10298,10291,"['id10291', 'id248', 'id89', 'id204', 'id10704', 'id102', 'id145', 'id10182', 'id85', 'id10396']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
299,10299,10291,"['id10182', 'id42', 'id61', 'id10506', 'id10206', 'id148', 'id183', 'id10482', 'id10297', 'id160']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,10300,10291,"['id10130', 'id10143', 'id10182', 'id28', 'id10148', 'id10699', 'id149', 'id10506', 'id174', 'id10140']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,10301,10118,"['id10118', 'id10517', 'id10113', 'id10127', 'id10237', 'id10012', 'id256', 'id185', 'id10100', 'id10604']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
302,10302,10118,"['id10704', 'id10343', 'id10469', 'id10808', 'id69', 'id90', 'id10766', 'id205', 'id10797', 'id247']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,10303,10118,"['id10118', 'id10113', 'id10517', 'id10237', 'id256', 'id10127', 'id213', 'id185', 'id10821', 'id10169']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
304,10304,10541,"['id10772', 'id113', 'id10602', 'id10775', 'id10595', 'id166', 'id127', 'id10530', 'id154', 'id10606']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,10305,10541,"['id116', 'id10541', 'id168', 'id113', 'id10775', 'id10538', 'id10565', 'id10572', 'id10827', 'id10005']",0,1,1,1,1,1,0,0.5,0.33,0.25,0.2,0.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.67,0.5,0.4,0.33,0.18,0.26,0.5
306,10306,10541,"['id116', 'id113', 'id10530', 'id168', 'id10541', 'id10656', 'id10783', 'id121', 'id140', 'id141']",0,0,0,0,1,1,0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.18,0.04,0.2
307,10307,10541,"['id116', 'id113', 'id168', 'id121', 'id10530', 'id10541', 'id140', 'id10656', 'id141', 'id10772']",0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.17
308,10308,10116,"['id10118', 'id44', 'id10127', 'id25', 'id10604', 'id90', 'id10101', 'id126', 'id94', 'id10121']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,10309,10116,"['id10116', 'id10873', 'id246', 'id10103', 'id279', 'id51', 'id266', 'id291', 'id10138', 'id267']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
310,10310,10116,"['id10116', 'id10873', 'id10103', 'id246', 'id51', 'id10130', 'id10105', 'id10699', 'id118', 'id10140']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
311,10311,10402,"['id10250', 'id10615', 'id135', 'id10604', 'id133', 'id272', 'id60', 'id10687', 'id10501', 'id10670']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,10312,10402,"['id10402', 'id114', 'id147', 'id14', 'id10482', 'id10021', 'id10148', 'id176', 'id130', 'id10745']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
313,10313,10402,"['id10402', 'id10118', 'id114', 'id147', 'id89', 'id10127', 'id10088', 'id210', 'id10195', 'id201']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
314,10314,10402,"['id10402', 'id176', 'id114', 'id10237', 'id166', 'id147', 'id130', 'id10733', 'id10546', 'id14']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
315,10315,10402,"['id10402', 'id147', 'id10148', 'id10482', 'id140', 'id166', 'id114', 'id10733', 'id10656', 'id176']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
316,10316,10361,"['id66', 'id10359', 'id10380', 'id10340', 'id10387', 'id10337', 'id71', 'id253', 'id171', 'id10352']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,10317,10361,"['id10361', 'id10365', 'id10380', 'id10333', 'id76', 'id269', 'id10709', 'id77', 'id10355', 'id10268']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
318,10318,10361,"['id10361', 'id10365', 'id10359', 'id10340', 'id10352', 'id10380', 'id10355', 'id10632', 'id217', 'id221']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
319,10319,10361,"['id10361', 'id10333', 'id10365', 'id10709', 'id269', 'id152', 'id10180', 'id10380', 'id10175', 'id252']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
320,10320,10361,"['id10365', 'id10380', 'id10359', 'id10355', 'id10340', 'id10352', 'id75', 'id76', 'id228', 'id71']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,10321,10369,"['id10369', 'id10363', 'id104', 'id79', 'id77', 'id10375', 'id275', 'id290', 'id110', 'id68']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
322,10322,10369,"['id10369', 'id15', 'id10340', 'id10359', 'id10380', 'id10425', 'id10352', 'id10460', 'id10862', 'id10387']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
323,10323,10369,"['id10369', 'id10375', 'id79', 'id261', 'id292', 'id290', 'id15', 'id10008', 'id10259', 'id276']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
324,10324,10369,"['id10359', 'id10758', 'id10365', 'id163', 'id10340', 'id10380', 'id290', 'id10352', 'id10363', 'id10387']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,10325,10369,"['id15', 'id10340', 'id10380', 'id10359', 'id10369', 'id163', 'id10263', 'id10002', 'id10259', 'id10862']",0,0,0,0,1,1,0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.18,0.04,0.2
326,10326,10157,"['id29', 'id32', 'id10157', 'id27', 'id28', 'id10140', 'id31', 'id10154', 'id30', 'id242']",0,0,1,1,1,1,0,0.0,0.33,0.25,0.2,0.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.4,0.33,0.18,0.16,0.33
327,10327,10157,"['id29', 'id32', 'id10157', 'id27', 'id239', 'id28', 'id10140', 'id50', 'id31', 'id242']",0,0,1,1,1,1,0,0.0,0.33,0.25,0.2,0.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.4,0.33,0.18,0.16,0.33
328,10328,10157,"['id29', 'id27', 'id10849', 'id10775', 'id31', 'id10140', 'id10154', 'id28', 'id122', 'id30']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,10329,10621,"['id10621', 'id111', 'id118', 'id10517', 'id134', 'id10512', 'id10736', 'id10619', 'id139', 'id132']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
330,10330,10621,"['id111', 'id10621', 'id10512', 'id134', 'id10517', 'id10619', 'id10736', 'id118', 'id132', 'id139']",0,1,1,1,1,1,0,0.5,0.33,0.25,0.2,0.1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.67,0.5,0.4,0.33,0.18,0.26,0.5
331,10331,10621,"['id10621', 'id111', 'id10736', 'id118', 'id10517', 'id134', 'id10512', 'id10619', 'id139', 'id10016']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
332,10332,10621,"['id10237', 'id10604', 'id176', 'id10615', 'id10127', 'id10195', 'id10602', 'id10582', 'id211', 'id10775']",0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,10333,10644,"['id10133', 'id26', 'id52', 'id10255', 'id229', 'id10644', 'id279', 'id70', 'id179', 'id289']",0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.17
334,10334,10644,"['id10644', 'id286', 'id26', 'id179', 'id10133', 'id10166', 'id136', 'id288', 'id46', 'id289']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
335,10335,10644,"['id10644', 'id26', 'id10133', 'id10642', 'id179', 'id67', 'id286', 'id290', 'id288', 'id136']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
336,10336,10644,"['id286', 'id289', 'id21', 'id26', 'id19', 'id295', 'id10083', 'id179', 'id10644', 'id288']",0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.11
337,10337,10644,"['id10644', 'id26', 'id10133', 'id286', 'id179', 'id294', 'id27', 'id100', 'id46', 'id10472']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
338,10338,10365,"['id10365', 'id10361', 'id76', 'id10380', 'id10359', 'id10343', 'id10355', 'id10378', 'id80', 'id10352']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
339,10339,10365,"['id10365', 'id10380', 'id10363', 'id10125', 'id279', 'id77', 'id76', 'id80', 'id10175', 'id10361']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
340,10340,10365,"['id10365', 'id76', 'id10380', 'id78', 'id79', 'id10361', 'id10375', 'id77', 'id75', 'id263']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
341,10341,10365,"['id10365', 'id10380', 'id10352', 'id10343', 'id10340', 'id77', 'id10361', 'id278', 'id10355', 'id10359']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
342,10342,10365,"['id10365', 'id10361', 'id10359', 'id10352', 'id278', 'id10758', 'id137', 'id163', 'id269', 'id217']",1,1,1,1,1,1,1,0.5,0.33,0.25,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67,0.5,0.4,0.33,0.18,0.46,1.0
