"Ques_Id","Chunk_Id","Section_Id","Question","Ref_Answer","Chunk","Reference","WordsInQues","WordsInAns"
10648,10122,"Book01_023","What is the plea or request made to Garuda in the text?","The gods seek Garuda's protection and mercy, asking him to pacify his anger and preserve them. They also ask for good fortune and joy.","The gods said, 'Thou art a Rishi (i.e., one cognisant of all mantras), share of the largest portion in sacrifices, ever resplendent, the controller along with the Rishi wended their way towards Garuda and adored him of birds, the presiding spirit of the animate and the inanimate universe. Thou art the destroyer of all, the creator of all; thou art the very Hiranyagarbha; thou art the progenitor of creation in the form of Daksha and the other Prajapatis; thou art Indra (the king of the gods), thou art Hayagriva the steed necked incarnation of Vishnu; thou art the arrow (Vishnu himself, as he became such in the hands of Mahadeva at the burning of Tripura); thou art the lord of the universe; thou art the mouth of Vishnu; thou art the four-faced Padmaja; thou art the Brahmana (i.e., wise), thou art Agni, Pavana, etc. (i.e., the presiding deity of every object in the universe). Thou art knowledge, thou art the illusion to which we are all subject; thou art the all-pervading spirit; thou art the lord of the gods; thou art the great Truth; thou art fearless; thou art ever unchanged; thou art Brahma without attributes; thou art the energy of the Sun; thou art the intellectual functions; thou art our great protector; thou art the ocean of holiness; thou art purity; thou art bereft of the attributes of darkness; thou art the possessor of the six high attributes; thou art he who cannot be withstood in contest. From thee have emanated all things; thou art of excellent deeds; thou art all that hath not been and all that hath been. Thou art pure knowledge; thou displayest to us, as Surya does by his rays, this animate and inanimate universe; thou darkenest the splendour of Surya at every moment, and thou art the destroyer of all; thou art all that is perishable and all that is imperishable. O thou resplendent as Agni, thou burnest all even as Surya in his anger burneth all creatures. O terrible one, thou resistest even as the fire that destroys everything at the time of the Universal Dissolution. O mighty Garuda who movest in the skies, we seek thy protection. O lord of birds thy energy is extraordinary, thy splendour is that of fire, thy brightness is like that of the lightning that no darkness can approach. Thou reachest the very clouds, and art both the cause and the effect; the dispenser of boons and invincible in prowess. O Lord, this whole universe is rendered hot by thy splendour, bright as the lustre of heated gold. Protect these high-souled gods, who overcome by thee and terrified withal, are flying along the heavens in different directions on their celestial cars. O thou best of birds, thou Lord of all, thou art the son of the merciful and high-souled Rishi Kasyapa; therefore, be not wroth but have mercy on the universe. Thou art Supreme. O pacify thy anger and preserve us. At thy voice, loud as the roar of the thunder, the ten points, the skies, the heavens, the Earth and our hearts, O bird, thou art continuously shaking. O, diminish this thy body resembling Agni. At the sight of the splendour resembling that of Yama when in wrath, our hearts lose all equanimity and quake. O thou lord of birds, be propitious to us who solicit thy mercy! O illustrious one, bestow on us good fortune and joy.'","""O thou best of birds, thou Lord of all, thou art the son of the merciful and high-souled Rishi Kasyapa; therefore, be not wroth but have mercy on the universe. Thou art Supreme. O pacify thy anger and preserve us. [...] O illustrious one, bestow on us good fortune and joy.""",12,24
10649,10878,"Book01_235","Who is Jarita referring to as the ""eldest"" and ""next"" among the children?","Jarita is referring to the eldest and next children of Mandapala, but their specific names are not mentioned in the given text.","Jarita then said, 'What hast thou to do with the eldest of these, and what with him that is next? And what with the third and what with the youngest? Go now unto that Lapita of sweet smiles and endued with youth, unto whom thou didst go of old, beholding me deficient in everything!' Mandapala replied, 'As regards females, there is nothing so destructive of their happiness whether in this or the other world as a co-wife and a clandestine lover. There is nothing like these two that, inflames the fire of hostility and causes such anxiety. Even the auspicious and well-behaved Arundhati, celebrated amongst all creatures, had been jealous of the illustrious Vasishtha of great purity of mind and always devoted to the good of his wife. Arundhati insulted even the wise Muni amongst the (celestial) seven. In consequence of such insulting thoughts of hers, she has become a little star, like fire mixed with smoke, sometimes visible and sometimes invisible, like an omen portending no good (amongst a constellation of seven bright stars representing the seven Rishis). I look to thee for the sake of children. I never wronged thee, like Vasishtha who never wronged his wife. Thou hast, therefore, by thy jealousy behaved towards me like Arundhati of old towards Vasishtha. Men should never trust women even if they be wives. Women, when they have become mothers, do not much mind serving their husbands.'
Vaisampayana continued, 'After this, all his children came forward to worship him. And he also began to speak kindly towards them all, giving them every assurance.'",,13,22
10650,10878,"Book01_235","What does Mandapala say about co-wives and clandestine lovers?","Mandapala states that co-wives and clandestine lovers are destructive to the happiness of women and cause hostility and anxiety. He emphasizes that they are the most detrimental factors for women in both this world and the afterlife.","Jarita then said, 'What hast thou to do with the eldest of these, and what with him that is next? And what with the third and what with the youngest? Go now unto that Lapita of sweet smiles and endued with youth, unto whom thou didst go of old, beholding me deficient in everything!' Mandapala replied, 'As regards females, there is nothing so destructive of their happiness whether in this or the other world as a co-wife and a clandestine lover. There is nothing like these two that, inflames the fire of hostility and causes such anxiety. Even the auspicious and well-behaved Arundhati, celebrated amongst all creatures, had been jealous of the illustrious Vasishtha of great purity of mind and always devoted to the good of his wife. Arundhati insulted even the wise Muni amongst the (celestial) seven. In consequence of such insulting thoughts of hers, she has become a little star, like fire mixed with smoke, sometimes visible and sometimes invisible, like an omen portending no good (amongst a constellation of seven bright stars representing the seven Rishis). I look to thee for the sake of children. I never wronged thee, like Vasishtha who never wronged his wife. Thou hast, therefore, by thy jealousy behaved towards me like Arundhati of old towards Vasishtha. Men should never trust women even if they be wives. Women, when they have become mothers, do not much mind serving their husbands.'
Vaisampayana continued, 'After this, all his children came forward to worship him. And he also began to speak kindly towards them all, giving them every assurance.'","""As regards females, there is nothing so destructive of their happiness whether in this or the other world as a co-wife and a clandestine lover.""",9,37
10651,10878,"Book01_235","Who does Mandapala compare Jarita's jealousy to?","Mandapala compares Jarita's jealousy to Arundhati's jealousy towards the illustrious sage Vasishtha. He mentions that Arundhati insulted Vasishtha despite his purity of mind and devotion to his wife.","Jarita then said, 'What hast thou to do with the eldest of these, and what with him that is next? And what with the third and what with the youngest? Go now unto that Lapita of sweet smiles and endued with youth, unto whom thou didst go of old, beholding me deficient in everything!' Mandapala replied, 'As regards females, there is nothing so destructive of their happiness whether in this or the other world as a co-wife and a clandestine lover. There is nothing like these two that, inflames the fire of hostility and causes such anxiety. Even the auspicious and well-behaved Arundhati, celebrated amongst all creatures, had been jealous of the illustrious Vasishtha of great purity of mind and always devoted to the good of his wife. Arundhati insulted even the wise Muni amongst the (celestial) seven. In consequence of such insulting thoughts of hers, she has become a little star, like fire mixed with smoke, sometimes visible and sometimes invisible, like an omen portending no good (amongst a constellation of seven bright stars representing the seven Rishis). I look to thee for the sake of children. I never wronged thee, like Vasishtha who never wronged his wife. Thou hast, therefore, by thy jealousy behaved towards me like Arundhati of old towards Vasishtha. Men should never trust women even if they be wives. Women, when they have become mothers, do not much mind serving their husbands.'
Vaisampayana continued, 'After this, all his children came forward to worship him. And he also began to speak kindly towards them all, giving them every assurance.'","""I look to thee for the sake of children... Thou hast, therefore, by thy jealousy behaved towards me like Arundhati of old towards Vasishtha.""",7,28
10652,10878,"Book01_235","What advice does Mandapala give regarding trust in women?","Mandapala advises men to never trust women, even if they are wives, because he believes that women, once they become mothers, do not prioritize serving their husbands.","Jarita then said, 'What hast thou to do with the eldest of these, and what with him that is next? And what with the third and what with the youngest? Go now unto that Lapita of sweet smiles and endued with youth, unto whom thou didst go of old, beholding me deficient in everything!' Mandapala replied, 'As regards females, there is nothing so destructive of their happiness whether in this or the other world as a co-wife and a clandestine lover. There is nothing like these two that, inflames the fire of hostility and causes such anxiety. Even the auspicious and well-behaved Arundhati, celebrated amongst all creatures, had been jealous of the illustrious Vasishtha of great purity of mind and always devoted to the good of his wife. Arundhati insulted even the wise Muni amongst the (celestial) seven. In consequence of such insulting thoughts of hers, she has become a little star, like fire mixed with smoke, sometimes visible and sometimes invisible, like an omen portending no good (amongst a constellation of seven bright stars representing the seven Rishis). I look to thee for the sake of children. I never wronged thee, like Vasishtha who never wronged his wife. Thou hast, therefore, by thy jealousy behaved towards me like Arundhati of old towards Vasishtha. Men should never trust women even if they be wives. Women, when they have become mothers, do not much mind serving their husbands.'
Vaisampayana continued, 'After this, all his children came forward to worship him. And he also began to speak kindly towards them all, giving them every assurance.'","""Men should never trust women even if they be wives. Women, when they have become mothers, do not much mind serving their husbands.""",9,27
10653,10869,"Book01_233","Who is speaking in the given conversation?","The mother is speaking in the given conversation.","Their mother then said, 'Ye children, I myself saw the mighty hawk, that best of birds, swoop down and fly away with the mouse from the hole. And while he was flying away swiftly, I followed him behind and pronounced blessing on him for his having taken away the mouse from the hole. I said unto him. 'O king of hawks, because thou art flying away with our enemy, the mouse, in thy claws, mayest thou, without a foe, live in heaven with a golden body.' Afterwards when that hawk devoured the mouse, I came away, obtaining his leave. Therefore, ye children, enter this hole trustfully. Ye have nothing to fear. The mouse that was its inmate was seized and taken away by the hawk in my sight.' The young ones again said, 'O mother, we do not by any means know that the mouse hath been carried away by the hawk. We cannot enter this hole in the ground without being certain of the fact.' Their mother said, 'I know to a certainty that the mouse hath been carried away by the hawk. Therefore, ye children, ye have nothing to fear; do what I say.' The young ones again said, 'We do not, O mother, say that thou art dispelling our fears with a false story. For whatever is done by a person when his reason hath been disturbed can scarcely be said to be that person's deliberate act. Thou hast not been benefited by us, nor dost thou know who we are. Why dost thou, therefore, strive to protect us at so much cost to thyself? Who are we to thee? Thou art young and handsome, and capable of seeking out thy husband. Go unto thy husband. Thou shalt obtain good children again. Let us by entering the fire attain to regions of felicity. If, however, the fire consume us not, thou mayest come back and obtain us again.'","""Their mother then said...""",7,8
10654,10869,"Book01_233","What did the mother see and bless the hawk for?","The mother saw the mighty hawk swoop down and fly away with the mouse from the hole, and she blessed the hawk for taking away their enemy, the mouse.","Their mother then said, 'Ye children, I myself saw the mighty hawk, that best of birds, swoop down and fly away with the mouse from the hole. And while he was flying away swiftly, I followed him behind and pronounced blessing on him for his having taken away the mouse from the hole. I said unto him. 'O king of hawks, because thou art flying away with our enemy, the mouse, in thy claws, mayest thou, without a foe, live in heaven with a golden body.' Afterwards when that hawk devoured the mouse, I came away, obtaining his leave. Therefore, ye children, enter this hole trustfully. Ye have nothing to fear. The mouse that was its inmate was seized and taken away by the hawk in my sight.' The young ones again said, 'O mother, we do not by any means know that the mouse hath been carried away by the hawk. We cannot enter this hole in the ground without being certain of the fact.' Their mother said, 'I know to a certainty that the mouse hath been carried away by the hawk. Therefore, ye children, ye have nothing to fear; do what I say.' The young ones again said, 'We do not, O mother, say that thou art dispelling our fears with a false story. For whatever is done by a person when his reason hath been disturbed can scarcely be said to be that person's deliberate act. Thou hast not been benefited by us, nor dost thou know who we are. Why dost thou, therefore, strive to protect us at so much cost to thyself? Who are we to thee? Thou art young and handsome, and capable of seeking out thy husband. Go unto thy husband. Thou shalt obtain good children again. Let us by entering the fire attain to regions of felicity. If, however, the fire consume us not, thou mayest come back and obtain us again.'","""I myself saw the mighty hawk, that best of birds, swoop down and fly away with the mouse from the hole...""",10,29
10655,10869,"Book01_233","Why do the young ones hesitate to enter the hole?","The young ones hesitate to enter the hole because they are not certain that the mouse has been carried away by the hawk and want to be sure of the fact before entering.","Their mother then said, 'Ye children, I myself saw the mighty hawk, that best of birds, swoop down and fly away with the mouse from the hole. And while he was flying away swiftly, I followed him behind and pronounced blessing on him for his having taken away the mouse from the hole. I said unto him. 'O king of hawks, because thou art flying away with our enemy, the mouse, in thy claws, mayest thou, without a foe, live in heaven with a golden body.' Afterwards when that hawk devoured the mouse, I came away, obtaining his leave. Therefore, ye children, enter this hole trustfully. Ye have nothing to fear. The mouse that was its inmate was seized and taken away by the hawk in my sight.' The young ones again said, 'O mother, we do not by any means know that the mouse hath been carried away by the hawk. We cannot enter this hole in the ground without being certain of the fact.' Their mother said, 'I know to a certainty that the mouse hath been carried away by the hawk. Therefore, ye children, ye have nothing to fear; do what I say.' The young ones again said, 'We do not, O mother, say that thou art dispelling our fears with a false story. For whatever is done by a person when his reason hath been disturbed can scarcely be said to be that person's deliberate act. Thou hast not been benefited by us, nor dost thou know who we are. Why dost thou, therefore, strive to protect us at so much cost to thyself? Who are we to thee? Thou art young and handsome, and capable of seeking out thy husband. Go unto thy husband. Thou shalt obtain good children again. Let us by entering the fire attain to regions of felicity. If, however, the fire consume us not, thou mayest come back and obtain us again.'","""The young ones again said, 'O mother, we do not by any means know that the mouse hath been carried away by the hawk. We cannot enter this hole in the ground without being certain of the fact.'""",10,33
10656,10869,"Book01_233","Why does the mother insist that the young ones enter the hole?","The mother insists that the young ones enter the hole because she is certain that the mouse has been carried away by the hawk and assures them that they have nothing to fear.","Their mother then said, 'Ye children, I myself saw the mighty hawk, that best of birds, swoop down and fly away with the mouse from the hole. And while he was flying away swiftly, I followed him behind and pronounced blessing on him for his having taken away the mouse from the hole. I said unto him. 'O king of hawks, because thou art flying away with our enemy, the mouse, in thy claws, mayest thou, without a foe, live in heaven with a golden body.' Afterwards when that hawk devoured the mouse, I came away, obtaining his leave. Therefore, ye children, enter this hole trustfully. Ye have nothing to fear. The mouse that was its inmate was seized and taken away by the hawk in my sight.' The young ones again said, 'O mother, we do not by any means know that the mouse hath been carried away by the hawk. We cannot enter this hole in the ground without being certain of the fact.' Their mother said, 'I know to a certainty that the mouse hath been carried away by the hawk. Therefore, ye children, ye have nothing to fear; do what I say.' The young ones again said, 'We do not, O mother, say that thou art dispelling our fears with a false story. For whatever is done by a person when his reason hath been disturbed can scarcely be said to be that person's deliberate act. Thou hast not been benefited by us, nor dost thou know who we are. Why dost thou, therefore, strive to protect us at so much cost to thyself? Who are we to thee? Thou art young and handsome, and capable of seeking out thy husband. Go unto thy husband. Thou shalt obtain good children again. Let us by entering the fire attain to regions of felicity. If, however, the fire consume us not, thou mayest come back and obtain us again.'","""I know to a certainty that the mouse hath been carried away by the hawk. Therefore, ye children, ye have nothing to fear; do what I say.""",12,33
10657,10124,"Book01_024","Who is the bird mentioned in the text, and what did it do to its own body?","The bird mentioned is Garuda, and it diminished its size.","Section XXIV
(Astika Parva continued)
Sauti said, 'Then hearing of and beholding his own body, that bird of beautiful feathers diminished its size.'
And Garuda said, 'Let no creature be afraid; as ye are in a fright at the sight of my terrible form, I shall diminish my energy.'
Sauti continued, 'Then that bird capable of going everywhere at will, that ranger of the skies capable of calling to his aid any measure of energy, bearing Aruna on his back, wended from his father's home and arrived at his mother's side on the other shore of the great ocean. And he placed Aruna of great splendour in the eastern regions, just at a time when Surya had resolved to burn the worlds with his fierce rays.'
Saunaka said, 'When did the revered Surya resolve at the time to burn the worlds? What wrong was done to him by the gods that provoked his ire?' Sauti said, 'O sinless one, when Rahu was drinking nectar among the gods at the time of the churning of the ocean he was pointed out to the gods by Surya and Soma, and from that time he conceived an enmity towards those deities. And upon this Rahu sought to devour his afflictor (Surya), became wroth, and thought, 'Oh, this enmity of Rahu towards me hath sprung from my desire of benefiting the gods. And this dire consequence I alone have to sustain. Indeed, at this pass help I obtain not. And before the very eyes of the denizens of heaven I am going to be devoured and they brook it quietly. Therefore, for the destruction of the worlds must I strive.' And with this resolution he went to the mountains of the west.","""Sauti said, 'Then hearing of and beholding his own body, that bird of beautiful feathers diminished its size.'""",17,10
10658,10124,"Book01_024","Why did Garuda decide to diminish its energy?","Garuda decided to diminish its energy because the other creatures were afraid of its terrible form.","Section XXIV
(Astika Parva continued)
Sauti said, 'Then hearing of and beholding his own body, that bird of beautiful feathers diminished its size.'
And Garuda said, 'Let no creature be afraid; as ye are in a fright at the sight of my terrible form, I shall diminish my energy.'
Sauti continued, 'Then that bird capable of going everywhere at will, that ranger of the skies capable of calling to his aid any measure of energy, bearing Aruna on his back, wended from his father's home and arrived at his mother's side on the other shore of the great ocean. And he placed Aruna of great splendour in the eastern regions, just at a time when Surya had resolved to burn the worlds with his fierce rays.'
Saunaka said, 'When did the revered Surya resolve at the time to burn the worlds? What wrong was done to him by the gods that provoked his ire?' Sauti said, 'O sinless one, when Rahu was drinking nectar among the gods at the time of the churning of the ocean he was pointed out to the gods by Surya and Soma, and from that time he conceived an enmity towards those deities. And upon this Rahu sought to devour his afflictor (Surya), became wroth, and thought, 'Oh, this enmity of Rahu towards me hath sprung from my desire of benefiting the gods. And this dire consequence I alone have to sustain. Indeed, at this pass help I obtain not. And before the very eyes of the denizens of heaven I am going to be devoured and they brook it quietly. Therefore, for the destruction of the worlds must I strive.' And with this resolution he went to the mountains of the west.","""And Garuda said, 'Let no creature be afraid; as ye are in a fright at the sight of my terrible form, I shall diminish my energy.'""",8,16
10659,10124,"Book01_024","Where did Garuda take Aruna, and what was his purpose?","Garuda took Aruna to the eastern regions and placed him there. This happened at a time when Surya (the Sun) had resolved to burn the worlds with his fierce rays.","Section XXIV
(Astika Parva continued)
Sauti said, 'Then hearing of and beholding his own body, that bird of beautiful feathers diminished its size.'
And Garuda said, 'Let no creature be afraid; as ye are in a fright at the sight of my terrible form, I shall diminish my energy.'
Sauti continued, 'Then that bird capable of going everywhere at will, that ranger of the skies capable of calling to his aid any measure of energy, bearing Aruna on his back, wended from his father's home and arrived at his mother's side on the other shore of the great ocean. And he placed Aruna of great splendour in the eastern regions, just at a time when Surya had resolved to burn the worlds with his fierce rays.'
Saunaka said, 'When did the revered Surya resolve at the time to burn the worlds? What wrong was done to him by the gods that provoked his ire?' Sauti said, 'O sinless one, when Rahu was drinking nectar among the gods at the time of the churning of the ocean he was pointed out to the gods by Surya and Soma, and from that time he conceived an enmity towards those deities. And upon this Rahu sought to devour his afflictor (Surya), became wroth, and thought, 'Oh, this enmity of Rahu towards me hath sprung from my desire of benefiting the gods. And this dire consequence I alone have to sustain. Indeed, at this pass help I obtain not. And before the very eyes of the denizens of heaven I am going to be devoured and they brook it quietly. Therefore, for the destruction of the worlds must I strive.' And with this resolution he went to the mountains of the west.","""Then that bird capable of going everywhere at will, that ranger of the skies capable of calling to his aid any measure of energy, bearing Aruna on his back, wended from his father's home and arrived at his mother's side on the other shore of the great ocean. And he placed Aruna of great splendour in the eastern regions, just at a time when Surya had resolved to burn the worlds with his fierce rays.""",10,30
10660,10124,"Book01_024","What led to Surya's decision to burn the worlds, and who provoked his ire?","Surya's decision to burn the worlds was a result of his enmity towards Rahu, who had sought to devour him. Rahu was pointed out to the gods by Surya and Soma during the churning of the ocean, and this caused Rahu to hold a grudge against them.","Section XXIV
(Astika Parva continued)
Sauti said, 'Then hearing of and beholding his own body, that bird of beautiful feathers diminished its size.'
And Garuda said, 'Let no creature be afraid; as ye are in a fright at the sight of my terrible form, I shall diminish my energy.'
Sauti continued, 'Then that bird capable of going everywhere at will, that ranger of the skies capable of calling to his aid any measure of energy, bearing Aruna on his back, wended from his father's home and arrived at his mother's side on the other shore of the great ocean. And he placed Aruna of great splendour in the eastern regions, just at a time when Surya had resolved to burn the worlds with his fierce rays.'
Saunaka said, 'When did the revered Surya resolve at the time to burn the worlds? What wrong was done to him by the gods that provoked his ire?' Sauti said, 'O sinless one, when Rahu was drinking nectar among the gods at the time of the churning of the ocean he was pointed out to the gods by Surya and Soma, and from that time he conceived an enmity towards those deities. And upon this Rahu sought to devour his afflictor (Surya), became wroth, and thought, 'Oh, this enmity of Rahu towards me hath sprung from my desire of benefiting the gods. And this dire consequence I alone have to sustain. Indeed, at this pass help I obtain not. And before the very eyes of the denizens of heaven I am going to be devoured and they brook it quietly. Therefore, for the destruction of the worlds must I strive.' And with this resolution he went to the mountains of the west.","""O sinless one, when Rahu was drinking nectar among the gods at the time of the churning of the ocean he was pointed out to the gods by Surya and Soma, and from that time he conceived an enmity towards those deities.""",14,47
10661,10642,"Book01_162","Who is the Rakshasa that rules the country and town?","The Rakshasa who rules the country and town is named Vaka.","The Brahmana replied, 'O thou of ascetic wealth, thy speech is, indeed worthy of thee. But this grief is incapable of being removed by any human being. Not far from this town, there liveth a Rakshasa of the name of Vaka, which cannibal is the lord of this country and town. Thriving on human flesh, that wretched Rakshasa endued with great strength ruleth this country. He being the chief of the Asuras, this town and the country in which it is situate are protected by his might. We have no fear from the machinations of any enemy, or indeed from any living soul. The fee, however, fixed for that cannibal is his food, which consists of a cart-load of rice, two buffaloes, and a human being who conveyeth them unto him. One after another, the house-holders have to send him this food. The turn, however, cometh to a particular family at intervals of many long years. If there are any that seek to avoid it, the Rakshasa slayeth them with their children and wives and devoureth them all. There is, in this country, a city called Vetrakiya, where liveth the king of these territories. He is ignorant of the science of government, and possessed of little intelligence, he adopts not with care any measure by which these territories may be rendered safe for all time to come. But we certainly deserve it all, inasmuch as we live within the dominion of that wretched and weak monarch in perpetual anxiety. Brahmanas can never be made to dwell permanently within the dominions of any one, for they are dependent on nobody, they live rather like birds ranging all countries in perfect freedom. It hath been said that one must secure a (good) king, then a wife, and then wealth. It is by the acquisition of these three that one can rescue his relatives and sons. But as regards the acquisition of these three, the course of my actions hath been the reverse. Hence, plunged into a sea of danger, am suffering sorely. That turn, destructive of one's family, hath now devolved upon me. I shall have to give unto the Rakshasa as his fee the food of the aforesaid description and one human being to boot. I have no wealth to buy a man with. I cannot by any means consent to part with any one of my family, nor do I see any way of escape from (the clutches of) that Rakshasa. I am now sunk in an ocean of grief from which there is no escape. I shall go to that Rakshasa today, attended by all my family in order that that wretch might devour us all at once'","""Not far from this town, there liveth a Rakshasa of the name of Vaka, which cannibal is the lord of this country and town.""",10,11
10662,10642,"Book01_162","What does the Rakshasa demand as his fee?","The Rakshasa demands a cart-load of rice, two buffaloes, and a human being as his fee, which is to be sent to him by a particular family at intervals of many long years.","The Brahmana replied, 'O thou of ascetic wealth, thy speech is, indeed worthy of thee. But this grief is incapable of being removed by any human being. Not far from this town, there liveth a Rakshasa of the name of Vaka, which cannibal is the lord of this country and town. Thriving on human flesh, that wretched Rakshasa endued with great strength ruleth this country. He being the chief of the Asuras, this town and the country in which it is situate are protected by his might. We have no fear from the machinations of any enemy, or indeed from any living soul. The fee, however, fixed for that cannibal is his food, which consists of a cart-load of rice, two buffaloes, and a human being who conveyeth them unto him. One after another, the house-holders have to send him this food. The turn, however, cometh to a particular family at intervals of many long years. If there are any that seek to avoid it, the Rakshasa slayeth them with their children and wives and devoureth them all. There is, in this country, a city called Vetrakiya, where liveth the king of these territories. He is ignorant of the science of government, and possessed of little intelligence, he adopts not with care any measure by which these territories may be rendered safe for all time to come. But we certainly deserve it all, inasmuch as we live within the dominion of that wretched and weak monarch in perpetual anxiety. Brahmanas can never be made to dwell permanently within the dominions of any one, for they are dependent on nobody, they live rather like birds ranging all countries in perfect freedom. It hath been said that one must secure a (good) king, then a wife, and then wealth. It is by the acquisition of these three that one can rescue his relatives and sons. But as regards the acquisition of these three, the course of my actions hath been the reverse. Hence, plunged into a sea of danger, am suffering sorely. That turn, destructive of one's family, hath now devolved upon me. I shall have to give unto the Rakshasa as his fee the food of the aforesaid description and one human being to boot. I have no wealth to buy a man with. I cannot by any means consent to part with any one of my family, nor do I see any way of escape from (the clutches of) that Rakshasa. I am now sunk in an ocean of grief from which there is no escape. I shall go to that Rakshasa today, attended by all my family in order that that wretch might devour us all at once'","""The fee, however, fixed for that cannibal is his food, which consists of a cart-load of rice, two buffaloes, and a human being who conveyeth them unto him.""",8,33
10663,10642,"Book01_162","What happens to those who try to avoid sending the fee to the Rakshasa?","If any household tries to avoid sending the fee to the Rakshasa, he slays them along with their children and wives and devours them all.","The Brahmana replied, 'O thou of ascetic wealth, thy speech is, indeed worthy of thee. But this grief is incapable of being removed by any human being. Not far from this town, there liveth a Rakshasa of the name of Vaka, which cannibal is the lord of this country and town. Thriving on human flesh, that wretched Rakshasa endued with great strength ruleth this country. He being the chief of the Asuras, this town and the country in which it is situate are protected by his might. We have no fear from the machinations of any enemy, or indeed from any living soul. The fee, however, fixed for that cannibal is his food, which consists of a cart-load of rice, two buffaloes, and a human being who conveyeth them unto him. One after another, the house-holders have to send him this food. The turn, however, cometh to a particular family at intervals of many long years. If there are any that seek to avoid it, the Rakshasa slayeth them with their children and wives and devoureth them all. There is, in this country, a city called Vetrakiya, where liveth the king of these territories. He is ignorant of the science of government, and possessed of little intelligence, he adopts not with care any measure by which these territories may be rendered safe for all time to come. But we certainly deserve it all, inasmuch as we live within the dominion of that wretched and weak monarch in perpetual anxiety. Brahmanas can never be made to dwell permanently within the dominions of any one, for they are dependent on nobody, they live rather like birds ranging all countries in perfect freedom. It hath been said that one must secure a (good) king, then a wife, and then wealth. It is by the acquisition of these three that one can rescue his relatives and sons. But as regards the acquisition of these three, the course of my actions hath been the reverse. Hence, plunged into a sea of danger, am suffering sorely. That turn, destructive of one's family, hath now devolved upon me. I shall have to give unto the Rakshasa as his fee the food of the aforesaid description and one human being to boot. I have no wealth to buy a man with. I cannot by any means consent to part with any one of my family, nor do I see any way of escape from (the clutches of) that Rakshasa. I am now sunk in an ocean of grief from which there is no escape. I shall go to that Rakshasa today, attended by all my family in order that that wretch might devour us all at once'","""If there are any that seek to avoid it, the Rakshasa slayeth them with their children and wives and devoureth them all.""",14,25
10664,10642,"Book01_162","Why does the Brahmana feel that his family is in perpetual anxiety?","The Brahmana feels that his family is in perpetual anxiety because they live within the dominion of a weak and ignorant king who does not take measures to ensure the safety of the territories.","The Brahmana replied, 'O thou of ascetic wealth, thy speech is, indeed worthy of thee. But this grief is incapable of being removed by any human being. Not far from this town, there liveth a Rakshasa of the name of Vaka, which cannibal is the lord of this country and town. Thriving on human flesh, that wretched Rakshasa endued with great strength ruleth this country. He being the chief of the Asuras, this town and the country in which it is situate are protected by his might. We have no fear from the machinations of any enemy, or indeed from any living soul. The fee, however, fixed for that cannibal is his food, which consists of a cart-load of rice, two buffaloes, and a human being who conveyeth them unto him. One after another, the house-holders have to send him this food. The turn, however, cometh to a particular family at intervals of many long years. If there are any that seek to avoid it, the Rakshasa slayeth them with their children and wives and devoureth them all. There is, in this country, a city called Vetrakiya, where liveth the king of these territories. He is ignorant of the science of government, and possessed of little intelligence, he adopts not with care any measure by which these territories may be rendered safe for all time to come. But we certainly deserve it all, inasmuch as we live within the dominion of that wretched and weak monarch in perpetual anxiety. Brahmanas can never be made to dwell permanently within the dominions of any one, for they are dependent on nobody, they live rather like birds ranging all countries in perfect freedom. It hath been said that one must secure a (good) king, then a wife, and then wealth. It is by the acquisition of these three that one can rescue his relatives and sons. But as regards the acquisition of these three, the course of my actions hath been the reverse. Hence, plunged into a sea of danger, am suffering sorely. That turn, destructive of one's family, hath now devolved upon me. I shall have to give unto the Rakshasa as his fee the food of the aforesaid description and one human being to boot. I have no wealth to buy a man with. I cannot by any means consent to part with any one of my family, nor do I see any way of escape from (the clutches of) that Rakshasa. I am now sunk in an ocean of grief from which there is no escape. I shall go to that Rakshasa today, attended by all my family in order that that wretch might devour us all at once'","""He is ignorant of the science of government, and possessed of little intelligence, he adopts not with care any measure by which these territories may be rendered safe for all time to come.""",12,34
